;('District heating_m', 'Heat storage_m');('Heat storage_m', 'District heating_m');('Heat storage_m', 'None')
;flow;flow;storage_content
2030-09-21 10:00:00;88,46;0,0;11892,97
2030-09-21 11:00:00;88,76;0,0;11980,69
2030-09-21 12:00:00;89,36;0,0;12069,01
2030-09-21 13:00:00;89,53;0,0;12157,48
2030-09-21 14:00:00;90,14;0,0;12246,56
2030-09-21 15:00:00;90,1;0,0;12335,59
2030-09-21 16:00:00;88,96;0,0;12423,47
2030-09-21 17:00:00;87,51;0,0;12509,9
2030-09-21 18:00:00;86,14;0,0;12594,94
2030-09-21 19:00:00;0,0;8,24;12585,61
2030-09-21 20:00:00;0,0;9,4;12575,11
2030-09-21 21:00:00;0,0;10,73;12563,28
2030-09-21 22:00:00;0,0;12,69;12549,49
2030-09-21 23:00:00;0,0;14,62;12533,77
2030-09-22 00:00:00;0,0;15,86;12516,82
2030-09-22 01:00:00;0,0;16,22;12499,5
2030-09-22 02:00:00;0,0;16,54;12481,88
2030-09-22 03:00:00;0,0;16,93;12463,86
2030-09-22 04:00:00;0,0;17,5;12445,27
2030-09-22 05:00:00;0,0;17,61;12426,57
2030-09-22 06:00:00;0,0;16,54;12408,95
2030-09-22 07:00:00;0,0;14,16;12393,7
2030-09-22 08:00:00;83,2;0,0;12475,82
2030-09-22 09:00:00;86,33;0,0;12561,06
2030-09-22 10:00:00;90,57;0,0;12650,54
2030-09-22 11:00:00;76,19;0,0;12725,62
2030-09-22 12:00:00;93,07;0,0;12817,58
2030-09-22 13:00:00;93,25;0,0;12909,72
2030-09-22 14:00:00;0,0;0,0;12908,59
2030-09-22 15:00:00;93,25;0,0;13000,72
2030-09-22 16:00:00;93,25;0,0;13092,84
2030-09-22 17:00:00;93,25;0,0;13184,95
2030-09-22 18:00:00;0,0;0,0;13183,8
2030-09-22 19:00:00;0,0;0,0;13182,65
2030-09-22 20:00:00;3,45;0,0;13184,95
2030-09-22 21:00:00;1,15;0,0;13184,95
2030-09-22 22:00:00;1,15;0,0;13184,95
2030-09-22 23:00:00;0,0;0,0;13183,8
2030-09-23 00:00:00;0,0;0,56;13182,09
2030-09-23 01:00:00;0,0;1,76;13179,18
2030-09-23 02:00:00;0,0;3,34;13174,69
2030-09-23 03:00:00;0,0;5,37;13168,17
2030-09-23 04:00:00;0,0;7,56;13159,46
2030-09-23 05:00:00;0,0;12,39;13145,93
2030-09-23 06:00:00;0,0;14,26;13130,52
2030-09-23 07:00:00;0,0;14,27;13115,1
2030-09-23 08:00:00;0,0;15,49;13098,47
2030-09-23 09:00:00;0,0;17,9;13079,43
2030-09-23 10:00:00;0,0;17,74;13060,55
2030-09-23 11:00:00;0,0;14,04;13045,37
2030-09-23 12:00:00;0,0;10,81;13033,42
2030-09-23 13:00:00;0,0;11,18;13021,1
2030-09-23 14:00:00;0,0;13,49;13006,47
2030-09-23 15:00:00;0,0;13,94;12991,4
2030-09-23 16:00:00;0,0;10,42;12979,84
2030-09-23 17:00:00;0,0;10,72;12967,99
2030-09-23 18:00:00;0,0;14,57;12952,3
2030-09-23 19:00:00;0,0;16,41;12934,76
2030-09-23 20:00:00;0,0;18,35;12915,28
2030-09-23 21:00:00;0,0;21,44;12892,71
2030-09-23 22:00:00;0,0;24,76;12866,83
2030-09-23 23:00:00;0,0;27,87;12837,84
2030-09-24 00:00:00;0,0;30,7;12806,02
2030-09-24 01:00:00;0,0;33,56;12771,34
2030-09-24 02:00:00;0,0;36,43;12733,8
2030-09-24 03:00:00;0,0;38,59;12694,09
2030-09-24 04:00:00;0,0;40,68;12652,3
2030-09-24 05:00:00;0,0;41,99;12609,21
2030-09-24 06:00:00;0,0;40,63;12567,48
2030-09-24 07:00:00;0,0;35,5;12530,88
2030-09-24 08:00:00;0,0;35,45;12494,34
2030-09-24 09:00:00;0,0;33,69;12459,57
2030-09-24 10:00:00;0,0;33,37;12425,11
2030-09-24 11:00:00;0,0;24,99;12399,03
2030-09-24 12:00:00;0,0;16,02;12381,93
2030-09-24 13:00:00;0,0;6,38;12374,47
2030-09-24 14:00:00;0,0;3,0;12370,39
2030-09-24 15:00:00;0,0;1,27;12368,04
2030-09-24 16:00:00;0,0;0,06;12366,91
2030-09-24 17:00:00;0,0;0,19;12365,64
2030-09-24 18:00:00;0,0;1,09;12363,47
2030-09-24 19:00:00;0,0;2,32;12360,07
2030-09-24 20:00:00;0,0;4,54;12354,46
2030-09-24 21:00:00;0,0;8,54;12344,83
2030-09-24 22:00:00;0,0;12,55;12331,21
2030-09-24 23:00:00;0,0;16,66;12313,47
2030-09-25 00:00:00;0,0;20,42;12291,97
2030-09-25 01:00:00;0,0;24,86;12266,05
2030-09-25 02:00:00;0,0;28,99;12235,99
2030-09-25 03:00:00;0,0;32,03;12202,89
2030-09-25 04:00:00;0,0;34,95;12166,87
2030-09-25 05:00:00;0,0;37,04;12128,78
2030-09-25 06:00:00;0,0;37,14;12090,58
2030-09-25 07:00:00;0,0;30,0;12059,52
2030-09-25 08:00:00;0,0;22,01;12036,46
2030-09-25 09:00:00;0,0;20,22;12015,18
2030-09-25 10:00:00;0,0;14,41;11999,72
2030-09-25 11:00:00;0,0;11,47;11987,2
2030-09-25 12:00:00;0,0;7,31;11978,84
2030-09-25 13:00:00;0,0;7,28;11970,52
2030-09-25 14:00:00;0,0;9,66;11959,82
2030-09-25 15:00:00;0,0;13,55;11945,23
2030-09-25 16:00:00;0,0;12,34;11931,85
2030-09-25 17:00:00;0,0;15,36;11915,44
2030-09-25 18:00:00;0,0;18,74;11895,66
2030-09-25 19:00:00;0,0;21,65;11872,98
2030-09-25 20:00:00;0,0;24,68;11847,26
2030-09-25 21:00:00;0,0;28,17;11818,05
2030-09-25 22:00:00;0,0;31,42;11785,6
2030-09-25 23:00:00;0,0;34,73;11749,84
2030-09-26 00:00:00;0,0;38,08;11710,74
2030-09-26 01:00:00;0,0;40,38;11669,34
2030-09-26 02:00:00;0,0;42,94;11625,39
2030-09-26 03:00:00;0,0;44,74;11579,63
2030-09-26 04:00:00;0,0;46,42;11532,21
2030-09-26 05:00:00;0,0;47,64;11483,57
2030-09-26 06:00:00;0,0;48,01;11434,55
2030-09-26 07:00:00;0,0;47,5;11386,05
2030-09-26 08:00:00;0,0;47,84;11337,21
2030-09-26 09:00:00;0,0;49,59;11286,64
2030-09-26 10:00:00;0,0;48,83;11236,83
2030-09-26 11:00:00;0,0;45,27;11190,57
2030-09-26 12:00:00;0,0;43,5;11146,1
2030-09-26 13:00:00;0,0;37,76;11107,36
2030-09-26 14:00:00;0,0;35,29;11071,11
2030-09-26 15:00:00;0,0;32,23;11037,91
2030-09-26 16:00:00;0,0;26,74;11010,21
2030-09-26 17:00:00;0,0;26,77;10982,48
2030-09-26 18:00:00;0,0;29,11;10952,41
2030-09-26 19:00:00;0,0;30,18;10921,27
2030-09-26 20:00:00;0,0;31,39;10888,93
2030-09-26 21:00:00;0,0;33,07;10854,9
2030-09-26 22:00:00;0,0;34,52;10819,44
2030-09-26 23:00:00;0,0;36,03;10782,46
2030-09-27 00:00:00;0,0;37,59;10743,93
2030-09-27 01:00:00;0,0;39,55;10703,45
2030-09-27 02:00:00;0,0;41,23;10661,29
2030-09-27 03:00:00;0,0;44,72;10615,63
2030-09-27 04:00:00;0,0;45,57;10569,14
2030-09-27 05:00:00;0,0;45,17;10523,04
2030-09-27 06:00:00;0,0;45,59;10476,54
2030-09-27 07:00:00;0,0;44,86;10430,76
2030-09-27 08:00:00;0,0;45,03;10384,82
2030-09-27 09:00:00;0,0;46,63;10337,28
2030-09-27 10:00:00;0,0;43,56;10292,82
2030-09-27 11:00:00;0,0;31,08;10260,84
2030-09-27 12:00:00;0,0;22,71;10237,24
2030-09-27 13:00:00;0,0;39,24;10197,11
2030-09-27 14:00:00;0,0;46,5;10149,71
2030-09-27 15:00:00;0,0;43,12;10105,71
2030-09-27 16:00:00;53,87;0,0;10158,71
2030-09-27 17:00:00;54,65;0,0;10212,47
2030-09-27 18:00:00;52,84;0,0;10264,42
2030-09-27 19:00:00;52,14;0,0;10315,67
2030-09-27 20:00:00;49,91;0,0;10364,68
2030-09-27 21:00:00;48,87;0,0;10412,65
2030-09-27 22:00:00;47,08;0,0;10458,82
2030-09-27 23:00:00;44,46;0,0;10502,37
2030-09-28 00:00:00;42,75;0,0;10544,21
2030-09-28 01:00:00;0,0;10,89;10532,4
2030-09-28 02:00:00;0,0;54,32;10477,16
2030-09-28 03:00:00;0,0;55,74;10420,51
2030-09-28 04:00:00;0,0;35,84;10383,76
2030-09-28 05:00:00;35,16;0,0;10418,02
2030-09-28 06:00:00;35,34;0,0;10452,45
2030-09-28 07:00:00;40,62;0,0;10492,16
2030-09-28 08:00:00;42,52;0,0;10533,77
2030-09-28 09:00:00;44,02;0,0;10576,87
2030-09-28 10:00:00;50,27;0,0;10626,22
2030-09-28 11:00:00;61,01;0,0;10686,3
2030-09-28 12:00:00;65,05;0,0;10750,42
2030-09-28 13:00:00;65,86;0,0;10815,34
2030-09-28 14:00:00;63,64;0,0;10878,04
2030-09-28 15:00:00;60,84;0,0;10937,93
2030-09-28 16:00:00;2,34;0,0;10939,31
2030-09-28 17:00:00;0,0;6,99;10931,37
2030-09-28 18:00:00;54,15;0,0;10984,57
2030-09-28 19:00:00;0,0;1,06;10982,55
2030-09-28 20:00:00;1,3;0,0;10982,9
2030-09-28 21:00:00;49,99;0,0;11031,93
2030-09-28 22:00:00;48,71;0,0;11079,68
2030-09-28 23:00:00;47,45;0,0;11126,16
2030-09-29 00:00:00;45,48;0,0;11170,67
2030-09-29 01:00:00;0,0;6,95;11162,75
2030-09-29 02:00:00;0,0;52,64;11109,14
2030-09-29 03:00:00;0,0;53,43;11054,73
2030-09-29 04:00:00;0,0;32,38;11021,39
2030-09-29 05:00:00;37,49;0,0;11057,92
2030-09-29 06:00:00;36,95;0,0;11093,91
2030-09-29 07:00:00;38,69;0,0;11131,63
2030-09-29 08:00:00;42,73;0,0;11173,39
2030-09-29 09:00:00;44,52;0,0;11216,93
2030-09-29 10:00:00;46,1;0,0;11262,05
2030-09-29 11:00:00;50,5;0,0;11311,58
2030-09-29 12:00:00;53,16;0,0;11363,75
2030-09-29 13:00:00;0,0;39,25;11323,51
2030-09-29 14:00:00;0,0;4,39;11318,13
2030-09-29 15:00:00;54,17;0,0;11371,31
2030-09-29 16:00:00;0,0;40,55;11329,77
2030-09-29 17:00:00;0,0;42,66;11286,13
2030-09-29 18:00:00;0,0;43,6;11241,54
2030-09-29 19:00:00;0,0;44,95;11195,61
2030-09-29 20:00:00;0,0;46,38;11148,25
2030-09-29 21:00:00;45,38;0,0;11192,66
2030-09-29 22:00:00;43,83;0,0;11235,51
2030-09-29 23:00:00;42,24;0,0;11276,77
2030-09-30 00:00:00;41,34;0,0;11317,13
2030-09-30 01:00:00;0,0;12,67;11303,47
2030-09-30 02:00:00;0,0;53,95;11248,53
2030-09-30 03:00:00;0,0;54,38;11193,16
2030-09-30 04:00:00;0,0;30,05;11162,14
2030-09-30 05:00:00;38,25;0,0;11199,41
2030-09-30 06:00:00;38,38;0,0;11236,81
2030-09-30 07:00:00;38,95;0,0;11274,78
2030-09-30 08:00:00;41,78;0,0;11315,58
2030-09-30 09:00:00;39,18;0,0;11353,77
2030-09-30 10:00:00;42,44;0,0;11395,22
2030-09-30 11:00:00;56,11;0,0;11450,34
2030-09-30 12:00:00;64,74;0,0;11514,08
2030-09-30 13:00:00;70,82;0,0;11583,89
2030-09-30 14:00:00;73,94;0,0;11656,82
2030-09-30 15:00:00;75,97;0,0;11731,77
2030-09-30 16:00:00;80,76;0,0;11811,5
2030-09-30 17:00:00;78,13;0,0;11888,6
2030-09-30 18:00:00;74,18;0,0;11961,74
2030-09-30 19:00:00;70,71;0,0;12031,41
2030-09-30 20:00:00;66,16;0,0;12096,52
2030-09-30 21:00:00;61,6;0,0;12157,07
2030-09-30 22:00:00;55,34;0,0;12211,35
2030-09-30 23:00:00;49,06;0,0;12259,34
2030-10-01 00:00:00;42,3;0,0;12300,58
2030-10-01 01:00:00;0,0;13,76;12285,74
2030-10-01 02:00:00;0,0;28,81;12255,85
2030-10-01 03:00:00;0,0;70,76;12184,03
2030-10-01 04:00:00;0,0;76,01;12106,95
2030-10-01 05:00:00;0,0;69,23;12036,66
2030-10-01 06:00:00;10,72;0,0;12046,33
2030-10-01 07:00:00;11,68;0,0;12056,96
2030-10-01 08:00:00;13,86;0,0;12069,77
2030-10-01 09:00:00;15,55;0,0;12084,26
2030-10-01 10:00:00;0,0;44,26;12038,95
2030-10-01 11:00:00;29,16;0,0;12067,06
2030-10-01 12:00:00;28,38;0,0;12094,38
2030-10-01 13:00:00;25,3;0,0;12118,63
2030-10-01 14:00:00;21,57;0,0;12139,15
2030-10-01 15:00:00;0,0;40,34;12097,75
2030-10-01 16:00:00;24,43;0,0;12121,13
2030-10-01 17:00:00;22,02;0,0;12142,09
2030-10-01 18:00:00;19,15;0,0;12160,17
2030-10-01 19:00:00;15,67;0,0;12174,78
2030-10-01 20:00:00;11,96;0,0;12185,68
2030-10-01 21:00:00;7,69;0,0;12192,31
2030-10-01 22:00:00;3,95;0,0;12195,19
2030-10-01 23:00:00;0,13;0,0;12194,26
2030-10-02 00:00:00;0,0;95,92;12097,28
2030-10-02 01:00:00;0,0;98,99;11997,23
2030-10-02 02:00:00;0,0;101,67;11894,51
2030-10-02 03:00:00;0,0;103,57;11789,9
2030-10-02 04:00:00;0,0;105,69;11683,18
2030-10-02 05:00:00;0,0;107,39;11574,77
2030-10-02 06:00:00;0,0;108,26;11465,5
2030-10-02 07:00:00;0,0;107,39;11357,11
2030-10-02 08:00:00;0,0;102,33;11253,79
2030-10-02 09:00:00;0,0;95,69;11157,12
2030-10-02 10:00:00;0,0;83,74;11072,41
2030-10-02 11:00:00;0,0;76,7;10994,74
2030-10-02 12:00:00;0,0;71,16;10922,62
2030-10-02 13:00:00;0,0;69,04;10852,63
2030-10-02 14:00:00;0,0;66,11;10785,58
2030-10-02 15:00:00;0,0;61,9;10722,74
2030-10-02 16:00:00;0,0;57,58;10664,22
2030-10-02 17:00:00;0,0;61,97;10601,32
2030-10-02 18:00:00;0,0;64,83;10535,57
2030-10-02 19:00:00;0,0;68,04;10466,61
2030-10-02 20:00:00;0,0;71,91;10393,79
2030-10-02 21:00:00;0,0;76,05;10316,83
2030-10-02 22:00:00;0,0;80,42;10235,51
2030-10-02 23:00:00;0,0;84,97;10149,65
2030-10-03 00:00:00;0,0;88,22;10060,54
2030-10-03 01:00:00;0,0;91,77;9967,9
2030-10-03 02:00:00;0,0;94,96;9872,07
2030-10-03 03:00:00;0,0;97,38;9773,83
2030-10-03 04:00:00;0,0;99,31;9673,66
2030-10-03 05:00:00;0,0;101,1;9571,72
2030-10-03 06:00:00;0,0;100,96;9469,92
2030-10-03 07:00:00;0,0;94,43;9374,67
2030-10-03 08:00:00;0,0;89,9;9283,95
2030-10-03 09:00:00;0,0;79,48;9203,66
2030-10-03 10:00:00;0,0;65,34;9137,52
2030-10-03 11:00:00;0,0;49,62;9087,1
2030-10-03 12:00:00;0,0;39,05;9047,25
2030-10-03 13:00:00;0,0;37,14;9009,32
2030-10-03 14:00:00;0,0;41,47;8967,06
2030-10-03 15:00:00;0,0;45,93;8920,35
2030-10-03 16:00:00;0,0;47,66;8871,92
2030-10-03 17:00:00;0,0;52,66;8818,48
2030-10-03 18:00:00;0,0;54,49;8763,22
2030-10-03 19:00:00;0,0;56,31;8706,14
2030-10-03 20:00:00;0,0;58,12;8647,26
2030-10-03 21:00:00;0,0;59,92;8586,59
2030-10-03 22:00:00;0,0;61,71;8524,13
2030-10-03 23:00:00;0,0;63,5;8459,88
2030-10-04 00:00:00;0,0;66,01;8393,14
2030-10-04 01:00:00;0,0;68,23;8324,17
2030-10-04 02:00:00;0,0;71,21;8252,24
2030-10-04 03:00:00;0,0;72,49;8179,03
2030-10-04 04:00:00;0,0;75,08;8103,23
2030-10-04 05:00:00;0,0;75,21;8027,31
2030-10-04 06:00:00;0,0;75,81;7950,8
2030-10-04 07:00:00;0,0;75,81;7874,3
2030-10-04 08:00:00;0,0;76,23;7797,38
2030-10-04 09:00:00;0,0;78,13;7718,57
2030-10-04 10:00:00;0,0;77,42;7640,47
2030-10-04 11:00:00;0,0;74,5;7565,31
2030-10-04 12:00:00;0,0;72,75;7491,9
2030-10-04 13:00:00;0,0;65,19;7426,06
2030-10-04 14:00:00;0,0;61,62;7363,8
2030-10-04 15:00:00;0,0;58,02;7305,14
2030-10-04 16:00:00;0,0;53,58;7250,92
2030-10-04 17:00:00;0,0;54,72;7195,57
2030-10-04 18:00:00;0,0;54,16;7140,78
2030-10-04 19:00:00;0,0;54,07;7086,08
2030-10-04 20:00:00;0,0;54,11;7031,35
2030-10-04 21:00:00;39,36;0,0;7070,09
2030-10-04 22:00:00;39,17;0,0;7108,65
2030-10-04 23:00:00;38,9;0,0;7146,93
2030-10-05 00:00:00;38,94;0,0;7185,24
2030-10-05 01:00:00;0,0;18,49;7166,13
2030-10-05 02:00:00;0,0;53,91;7111,59
2030-10-05 03:00:00;0,0;53,85;7057,13
2030-10-05 04:00:00;0,0;30,7;7025,81
2030-10-05 05:00:00;39,9;0,0;7065,1
2030-10-05 06:00:00;40,33;0,0;7104,82
2030-10-05 07:00:00;44,76;0,0;7148,95
2030-10-05 08:00:00;45,73;0,0;7194,06
2030-10-05 09:00:00;48,79;0,0;7242,22
2030-10-05 10:00:00;53,14;0,0;7294,72
2030-10-05 11:00:00;54,53;0,0;7348,62
2030-10-05 12:00:00;56,14;0,0;7404,12
2030-10-05 13:00:00;67,22;0,0;7470,69
2030-10-05 14:00:00;76,41;0,0;7546,45
2030-10-05 15:00:00;40,44;0,0;7586,23
2030-10-05 16:00:00;0,0;8,31;7577,26
2030-10-05 17:00:00;0,0;11,48;7565,12
2030-10-05 18:00:00;0,0;12,77;7551,69
2030-10-05 19:00:00;78,88;0,0;7629,91
2030-10-05 20:00:00;76,65;0,0;7705,9
2030-10-05 21:00:00;75,25;0,0;7780,48
2030-10-05 22:00:00;73,42;0,0;7853,23
2030-10-05 23:00:00;71,13;0,0;7923,68
2030-10-06 00:00:00;67,99;0,0;7990,98
2030-10-06 01:00:00;46,46;0,0;8036,74
2030-10-06 02:00:00;8,44;0,0;8044,48
2030-10-06 03:00:00;0,0;34,6;8009,18
2030-10-06 04:00:00;12,6;0,0;8021,08
2030-10-06 05:00:00;54,46;0,0;8074,83
2030-10-06 06:00:00;53,9;0,0;8128,03
2030-10-06 07:00:00;55,0;0,0;8182,32
2030-10-06 08:00:00;55,38;0,0;8236,98
2030-10-06 09:00:00;55,91;0,0;8292,17
2030-10-06 10:00:00;44,98;0,0;8336,43
2030-10-06 11:00:00;0,0;35,61;8300,09
2030-10-06 12:00:00;0,0;33,28;8266,08
2030-10-06 13:00:00;0,0;21,81;8243,55
2030-10-06 14:00:00;0,0;11,14;8231,69
2030-10-06 15:00:00;0,0;6,04;8224,93
2030-10-06 16:00:00;0,0;4,32;8219,9
2030-10-06 17:00:00;0,0;7,46;8211,73
2030-10-06 18:00:00;0,0;8,3;8202,71
2030-10-06 19:00:00;0,0;9,35;8192,64
2030-10-06 20:00:00;0,0;10,19;8181,73
2030-10-06 21:00:00;0,0;11,46;8169,56
2030-10-06 22:00:00;0,0;12,83;8156,02
2030-10-06 23:00:00;0,0;14,27;8141,03
2030-10-07 00:00:00;0,0;15,42;8124,91
2030-10-07 01:00:00;0,0;16,21;8107,99
2030-10-07 02:00:00;0,0;17,32;8089,96
2030-10-07 03:00:00;0,0;18,09;8071,16
2030-10-07 04:00:00;0,0;18,1;8052,36
2030-10-07 05:00:00;0,0;18,71;8032,95
2030-10-07 06:00:00;0,0;18,6;8013,64
2030-10-07 07:00:00;0,0;18,27;7994,67
2030-10-07 08:00:00;0,0;18,07;7975,9
2030-10-07 09:00:00;0,0;15,39;7959,82
2030-10-07 10:00:00;0,0;12,49;7946,63
2030-10-07 11:00:00;0,0;7,0;7938,94
2030-10-07 12:00:00;0,0;3,45;7934,8
2030-10-07 13:00:00;0,0;2,79;7931,32
2030-10-07 14:00:00;0,0;4,09;7926,54
2030-10-07 15:00:00;0,0;3,99;7921,86
2030-10-07 16:00:00;0,0;1,81;7919,36
2030-10-07 17:00:00;0,0;2,72;7915,95
2030-10-07 18:00:00;0,0;4,63;7910,64
2030-10-07 19:00:00;0,0;6,53;7903,41
2030-10-07 20:00:00;0,0;9,38;7893,34
2030-10-07 21:00:00;0,0;11,4;7881,26
2030-10-07 22:00:00;0,0;13,84;7866,72
2030-10-07 23:00:00;0,0;16,02;7850,01
2030-10-08 00:00:00;0,0;19,32;7830,01
2030-10-08 01:00:00;0,0;22,78;7806,55
2030-10-08 02:00:00;0,0;26,36;7779,51
2030-10-08 03:00:00;0,0;28,97;7749,86
2030-10-08 04:00:00;0,0;31,52;7717,66
2030-10-08 05:00:00;0,0;33,32;7683,67
2030-10-08 06:00:00;0,0;34,64;7648,36
2030-10-08 07:00:00;0,0;32,44;7615,25
2030-10-08 08:00:00;0,0;29,92;7584,66
2030-10-08 09:00:00;0,0;28,15;7555,85
2030-10-08 10:00:00;0,0;23,42;7531,77
2030-10-08 11:00:00;0,0;16,25;7514,86
2030-10-08 12:00:00;0,0;11,52;7502,69
2030-10-08 13:00:00;0,0;10,1;7491,94
2030-10-08 14:00:00;0,0;11,26;7480,02
2030-10-08 15:00:00;0,0;12,37;7467,01
2030-10-08 16:00:00;0,0;11,35;7455,0
2030-10-08 17:00:00;0,0;14,06;7440,3
2030-10-08 18:00:00;0,0;15,99;7423,66
2030-10-08 19:00:00;0,0;17,4;7405,61
2030-10-08 20:00:00;0,0;19,23;7385,73
2030-10-08 21:00:00;0,0;21,17;7363,91
2030-10-08 22:00:00;0,0;23,19;7340,08
2030-10-08 23:00:00;0,0;25,63;7313,81
2030-10-09 00:00:00;0,0;27,09;7286,09
2030-10-09 01:00:00;0,0;28,13;7257,32
2030-10-09 02:00:00;0,0;29,45;7227,24
2030-10-09 03:00:00;0,0;30,37;7196,24
2030-10-09 04:00:00;0,0;31,24;7164,37
2030-10-09 05:00:00;0,0;32,05;7131,7
2030-10-09 06:00:00;0,0;32,45;7098,62
2030-10-09 07:00:00;0,0;30,13;7067,88
2030-10-09 08:00:00;0,0;28,35;7038,91
2030-10-09 09:00:00;0,0;26,47;7011,82
2030-10-09 10:00:00;0,0;22,03;6989,18
2030-10-09 11:00:00;0,0;15,92;6972,65
2030-10-09 12:00:00;0,0;10,91;6961,13
2030-10-09 13:00:00;0,0;9,17;6951,35
2030-10-09 14:00:00;0,0;9,94;6940,81
2030-10-09 15:00:00;0,0;10,23;6929,98
2030-10-09 16:00:00;0,0;8,34;6921,04
2030-10-09 17:00:00;0,0;10,11;6910,32
2030-10-09 18:00:00;0,0;11,78;6897,94
2030-10-09 19:00:00;0,0;13,7;6883,64
2030-10-09 20:00:00;0,0;15,81;6867,23
2030-10-09 21:00:00;0,0;17,73;6848,9
2030-10-09 22:00:00;0,0;19,73;6828,57
2030-10-09 23:00:00;0,0;22,16;6805,82
2030-10-10 00:00:00;0,0;24,68;6780,54
2030-10-10 01:00:00;0,0;26,93;6753,02
2030-10-10 02:00:00;0,0;29,2;6723,23
2030-10-10 03:00:00;0,0;30,76;6691,88
2030-10-10 04:00:00;0,0;31,89;6659,4
2030-10-10 05:00:00;0,0;32,92;6625,9
2030-10-10 06:00:00;0,0;33,14;6592,19
2030-10-10 07:00:00;0,0;29,03;6562,58
2030-10-10 08:00:00;0,0;24,12;6537,89
2030-10-10 09:00:00;0,0;11,71;6525,61
2030-10-10 10:00:00;0,0;3,13;6521,91
2030-10-10 11:00:00;0,0;0,35;6520,99
2030-10-10 12:00:00;0,0;0,0;6520,42
2030-10-10 13:00:00;0,0;0,0;6519,85
2030-10-10 14:00:00;0,0;0,04;6519,24
2030-10-10 15:00:00;0,0;0,8;6517,87
2030-10-10 16:00:00;0,0;1,18;6516,12
2030-10-10 17:00:00;0,0;2,69;6512,86
2030-10-10 18:00:00;0,0;4,78;6507,51
2030-10-10 19:00:00;0,0;7,68;6499,26
2030-10-10 20:00:00;0,0;10,54;6488,16
2030-10-10 21:00:00;0,0;13,34;6474,25
2030-10-10 22:00:00;0,0;15,34;6458,34
2030-10-10 23:00:00;0,0;17,55;6440,24
2030-10-11 00:00:00;0,0;21,11;6418,56
2030-10-11 01:00:00;61,78;0,0;6479,79
2030-10-11 02:00:00;0,0;27,78;6451,44
2030-10-11 03:00:00;0,0;30,09;6420,8
2030-10-11 04:00:00;0,0;31,93;6388,3
2030-10-11 05:00:00;59,61;0,0;6447,35
2030-10-11 06:00:00;59,08;0,0;6505,87
2030-10-11 07:00:00;63,71;0,0;6569,01
2030-10-11 08:00:00;69,65;0,0;6638,08
2030-10-11 09:00:00;76,58;0,0;6714,08
2030-10-11 10:00:00;87,4;0,0;6800,9
2030-10-11 11:00:00;92,65;0,0;6892,96
2030-10-11 12:00:00;0,0;0,0;6892,36
2030-10-11 13:00:00;0,0;0,0;6891,76
2030-10-11 14:00:00;0,0;0,0;6891,15
2030-10-11 15:00:00;0,0;0,0;6890,55
2030-10-11 16:00:00;0,0;0,0;6889,95
2030-10-11 17:00:00;0,0;0,0;6889,35
2030-10-11 18:00:00;0,0;0,0;6888,75
2030-10-11 19:00:00;93,25;0,0;6981,4
2030-10-11 20:00:00;93,25;0,0;7074,05
2030-10-11 21:00:00;0,0;0,0;7073,43
2030-10-11 22:00:00;76,12;0,0;7148,93
2030-10-11 23:00:00;93,25;0,0;7241,56
2030-10-12 00:00:00;93,04;0,0;7333,98
2030-10-12 01:00:00;91,05;0,0;7424,39
2030-10-12 02:00:00;87,63;0,0;7511,37
2030-10-12 03:00:00;80,98;0,0;7591,7
2030-10-12 04:00:00;61,41;0,0;7652,45
2030-10-12 05:00:00;69,22;0,0;7721,01
2030-10-12 06:00:00;65,82;0,0;7786,16
2030-10-12 07:00:00;27,92;0,0;7813,4
2030-10-12 08:00:00;72,29;0,0;7885,01
2030-10-12 09:00:00;78,08;0,0;7962,4
2030-10-12 10:00:00;86,38;0,0;8048,08
2030-10-12 11:00:00;90,02;0,0;8137,4
2030-10-12 12:00:00;92,18;0,0;8228,87
2030-10-12 13:00:00;93,25;0,0;8321,4
2030-10-12 14:00:00;93,25;0,0;8413,93
2030-10-12 15:00:00;93,25;0,0;8506,45
2030-10-12 16:00:00;93,25;0,0;8598,96
2030-10-12 17:00:00;93,25;0,0;8691,46
2030-10-12 18:00:00;93,08;0,0;8783,78
2030-10-12 19:00:00;91,67;0,0;8874,68
2030-10-12 20:00:00;89,54;0,0;8963,45
2030-10-12 21:00:00;84,27;0,0;9046,93
2030-10-12 22:00:00;77,1;0,0;9123,25
2030-10-12 23:00:00;69,93;0,0;9192,39
2030-10-13 00:00:00;63,24;0,0;9254,82
2030-10-13 01:00:00;32,78;0,0;9286,79
2030-10-13 02:00:00;16,78;0,0;9302,76
2030-10-13 03:00:00;4,37;0,0;9306,32
2030-10-13 04:00:00;0,0;14,6;9290,91
2030-10-13 05:00:00;39,24;0,0;9329,34
2030-10-13 06:00:00;37,4;0,0;9365,92
2030-10-13 07:00:00;42,33;0,0;9407,44
2030-10-13 08:00:00;50,73;0,0;9457,35
2030-10-13 09:00:00;60,95;0,0;9517,48
2030-10-13 10:00:00;71,81;0,0;9588,46
2030-10-13 11:00:00;83,22;0,0;9670,84
2030-10-13 12:00:00;89,57;0,0;9759,57
2030-10-13 13:00:00;91,95;0,0;9850,67
2030-10-13 14:00:00;93,19;0,0;9943,0
2030-10-13 15:00:00;93,25;0,0;10035,39
2030-10-13 16:00:00;92,95;0,0;10127,46
2030-10-13 17:00:00;91,45;0,0;10218,02
