;('Biogas_e', 'District heating_e');('Biomasse_heat_e', 'District heating_e');('District heating_e', 'Heat storage_e');('District heating_e', 'Heat_demand_total_e');('District heating_e', 'excess_b_distheat_e');('Electric boiler_e', 'District heating_e');('GuD_e', 'District heating_e');('Heat storage_e', 'District heating_e');('Heatpump_air_e', 'District heating_e');('Heatpump_water_e', 'District heating_e');('ST_e', 'District heating_e')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-11-04 06:00:00;0,0;0,0;0,0;101,8;0,0;0,0;0,0;101,8;0,0;0,0;0,0
2030-11-04 07:00:00;0,0;0,0;0,0;104,65;0,0;0,0;0,0;104,65;0,0;0,0;0,0
2030-11-04 08:00:00;0,0;0,0;0,0;107,36;0,0;0,0;94,55;12,8;0,0;0,0;0,0
2030-11-04 09:00:00;0,0;0,0;0,0;112,01;0,0;0,0;94,55;17,46;0,0;0,0;0,0
2030-11-04 10:00:00;0,0;0,0;0,0;113,0;0,0;0,0;94,55;18,44;0,0;0,0;0,0
2030-11-04 11:00:00;0,0;0,0;0,0;111,11;0,0;0,0;94,55;16,55;0,0;0,0;0,0
2030-11-04 12:00:00;0,0;0,0;0,0;110,39;0,0;0,0;94,55;15,84;0,0;0,0;0,0
2030-11-04 13:00:00;0,0;0,0;0,0;112,81;0,0;0,0;94,55;18,26;0,0;0,0;0,0
2030-11-04 14:00:00;0,0;0,0;0,0;117,09;0,0;0,0;94,55;22,54;0,0;0,0;0,0
2030-11-04 15:00:00;0,0;0,0;0,0;118,72;0,0;0,0;94,55;24,17;0,0;0,0;0,0
2030-11-04 16:00:00;0,0;0,0;0,0;115,65;0,0;0,0;94,55;21,09;0,0;0,0;0,0
2030-11-04 17:00:00;0,0;0,0;0,0;116,26;0,0;0,0;94,55;21,7;0,0;0,0;0,0
2030-11-04 18:00:00;0,0;0,0;0,0;117,73;0,0;0,0;94,55;23,18;0,0;0,0;0,0
2030-11-04 19:00:00;0,0;0,0;0,0;118,9;0,0;0,0;94,55;24,35;0,0;0,0;0,0
2030-11-04 20:00:00;0,0;0,0;0,0;120,51;0,0;0,0;94,55;25,96;0,0;0,0;0,0
2030-11-04 21:00:00;0,0;0,0;0,0;122,62;0,0;0,0;94,55;28,06;0,0;0,0;0,0
2030-11-04 22:00:00;0,0;0,0;0,0;124,01;0,0;0,0;94,55;29,46;0,0;0,0;0,0
2030-11-04 23:00:00;0,0;0,0;0,0;125,8;0,0;0,0;94,55;31,25;0,0;0,0;0,0
2030-11-05 00:00:00;0,0;0,0;0,0;125,17;0,0;0,0;0,0;125,17;0,0;0,0;0,0
2030-11-05 01:00:00;0,0;0,0;0,0;124,27;0,0;0,0;0,0;124,27;0,0;0,0;0,0
2030-11-05 02:00:00;0,0;0,0;0,0;123,15;0,0;0,0;47,55;75,61;0,0;0,0;0,0
2030-11-05 03:00:00;0,0;0,0;0,0;122,68;0,0;0,0;94,55;28,13;0,0;0,0;0,0
2030-11-05 04:00:00;0,0;0,0;0,0;122,18;0,0;0,0;87,55;34,63;0,0;0,0;0,0
2030-11-05 05:00:00;0,0;0,0;0,0;121,64;0,0;0,0;0,0;121,64;0,0;0,0;0,0
2030-11-05 06:00:00;0,0;0,0;0,0;121,07;0,0;0,0;0,0;121,07;0,0;0,0;0,0
2030-11-05 07:00:00;0,0;0,0;0,0;121,33;0,0;0,0;0,0;121,33;0,0;0,0;0,0
2030-11-05 08:00:00;0,0;0,0;0,0;120,03;0,0;0,0;0,0;120,03;0,0;0,0;0,0
2030-11-05 09:00:00;0,0;0,0;0,0;120,68;0,0;0,0;0,0;120,68;0,0;0,0;0,0
2030-11-05 10:00:00;0,0;0,0;0,0;118,47;0,0;0,0;0,0;118,47;0,0;0,0;0,0
2030-11-05 11:00:00;0,0;0,0;0,0;112,66;0,0;0,0;0,0;112,66;0,0;0,0;0,0
2030-11-05 12:00:00;0,0;0,0;0,0;108,83;0,0;0,0;0,0;108,83;0,0;0,0;0,0
2030-11-05 13:00:00;0,0;0,0;0,0;108,63;0,0;0,0;0,0;108,63;0,0;0,0;0,0
2030-11-05 14:00:00;0,0;0,0;0,0;111,63;0,0;0,0;0,0;111,63;0,0;0,0;0,0
2030-11-05 15:00:00;0,0;0,0;0,0;112,65;0,0;0,0;0,0;112,65;0,0;0,0;0,0
2030-11-05 16:00:00;0,0;0,0;0,0;109,62;0,0;0,0;0,0;109,62;0,0;0,0;0,0
2030-11-05 17:00:00;0,0;0,0;0,0;106,41;0,0;0,0;0,0;106,41;0,0;0,0;0,0
2030-11-05 18:00:00;0,0;0,0;0,0;102,94;0,0;0,0;94,55;8,38;0,0;0,0;0,0
2030-11-05 19:00:00;0,0;0,0;0,0;100,04;0,0;0,0;75,22;24,82;0,0;0,0;0,0
2030-11-05 20:00:00;0,0;0,0;0,0;98,3;0,0;0,0;94,55;3,74;0,0;0,0;0,0
2030-11-05 21:00:00;0,0;0,0;0,0;91,68;0,0;0,0;27,7;63,99;0,0;0,0;0,0
2030-11-05 22:00:00;0,0;0,0;0,0;87,41;0,0;0,0;14,43;72,98;0,0;0,0;0,0
2030-11-05 23:00:00;0,0;0,0;0,0;83,05;0,0;0,0;14,87;68,18;0,0;0,0;0,0
2030-11-06 00:00:00;0,0;0,0;0,0;81,09;0,0;0,0;21,8;59,29;0,0;0,0;0,0
2030-11-06 01:00:00;0,0;0,0;0,0;78,97;0,0;0,0;23,84;55,13;0,0;0,0;0,0
2030-11-06 02:00:00;0,0;0,0;0,0;77,41;0,0;0,0;24,91;52,5;0,0;0,0;0,0
2030-11-06 03:00:00;0,0;0,0;0,0;76,02;0,0;0,0;20,86;55,16;0,0;0,0;0,0
2030-11-06 04:00:00;0,0;0,0;0,0;74,77;0,0;0,0;0,0;74,77;0,0;0,0;0,0
2030-11-06 05:00:00;0,0;0,0;0,0;73,63;0,0;0,0;0,0;73,63;0,0;0,0;0,0
2030-11-06 06:00:00;0,0;0,0;0,0;72,99;0,0;0,0;0,0;72,99;0,0;0,0;0,0
2030-11-06 07:00:00;0,0;0,0;0,0;72,5;0,0;0,0;0,0;72,5;0,0;0,0;0,0
2030-11-06 08:00:00;0,0;0,0;0,0;69,64;0,0;0,0;0,0;69,64;0,0;0,0;0,0
2030-11-06 09:00:00;0,0;0,0;0,0;68,64;0,0;0,0;0,0;68,64;0,0;0,0;0,0
2030-11-06 10:00:00;0,0;0,0;0,0;65,53;0,0;0,0;0,0;65,53;0,0;0,0;0,0
2030-11-06 11:00:00;0,0;0,0;0,0;58,46;0,0;0,0;0,0;58,46;0,0;0,0;0,0
2030-11-06 12:00:00;0,0;0,0;0,0;52,93;0,0;0,0;0,0;52,93;0,0;0,0;0,0
2030-11-06 13:00:00;0,0;0,0;8,01;51,8;0,0;0,0;59,8;0,0;0,0;0,0;0,0
2030-11-06 14:00:00;0,0;0,0;0,0;54,33;0,0;0,0;33,3;21,03;0,0;0,0;0,0
2030-11-06 15:00:00;0,0;0,0;0,0;55,79;0,0;0,0;0,0;55,79;0,0;0,0;0,0
2030-11-06 16:00:00;0,0;0,0;42,0;52,55;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-06 17:00:00;0,0;0,0;42,49;52,06;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-06 18:00:00;0,0;0,0;42,04;52,52;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-06 19:00:00;0,0;0,0;41,82;52,73;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-06 20:00:00;0,0;0,0;41,11;53,44;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-06 21:00:00;0,0;0,0;40,28;54,28;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-06 22:00:00;0,0;0,0;39,75;54,8;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-06 23:00:00;0,0;0,0;38,79;55,76;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 00:00:00;0,0;0,0;37,34;57,21;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 01:00:00;0,0;0,0;35,37;59,18;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 02:00:00;0,0;0,0;33,68;60,88;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 03:00:00;0,0;0,0;32,74;61,81;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 04:00:00;0,0;0,0;31,44;63,11;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 05:00:00;0,0;0,0;30,55;64,01;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 06:00:00;0,0;0,0;29,7;64,86;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 07:00:00;0,0;0,0;28,86;65,7;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 08:00:00;0,0;0,0;29,27;65,28;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 09:00:00;0,0;0,0;29,02;65,53;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 10:00:00;0,0;0,0;30,57;63,98;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 11:00:00;0,0;0,0;35,31;59,24;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 12:00:00;0,0;0,0;38,84;55,71;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 13:00:00;0,0;0,0;38,39;56,16;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 14:00:00;0,0;0,0;35,14;59,41;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 15:00:00;0,0;0,0;33,92;60,63;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 16:00:00;0,0;0,0;37,21;57,35;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 17:00:00;0,0;0,0;36,63;57,92;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 18:00:00;0,0;0,0;35,47;59,09;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 19:00:00;0,0;0,0;34,14;60,42;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 20:00:00;0,0;0,0;32,68;61,88;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 21:00:00;0,0;0,0;31,52;63,03;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 22:00:00;0,0;0,0;29,5;65,05;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-07 23:00:00;0,0;0,0;27,35;67,2;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 00:00:00;0,0;0,0;25,51;69,04;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 01:00:00;0,0;0,0;24,05;70,5;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 02:00:00;0,0;0,0;22,2;72,35;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 03:00:00;0,0;0,0;21,14;73,42;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 04:00:00;0,0;0,0;20,15;74,4;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 05:00:00;0,0;0,0;19,64;74,92;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 06:00:00;0,0;0,0;18,81;75,74;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 07:00:00;0,0;0,0;18,82;75,73;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 08:00:00;0,0;0,0;24,83;69,72;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 09:00:00;0,0;0,0;28,83;65,72;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 10:00:00;0,0;0,0;36,54;58,01;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 11:00:00;0,0;0,0;47,48;47,07;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 12:00:00;0,0;0,0;54,86;39,69;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 13:00:00;0,0;0,0;56,91;37,64;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 14:00:00;0,0;0,0;54,18;40,37;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 15:00:00;0,0;0,0;50,91;43,65;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 16:00:00;0,0;0,0;51,67;42,88;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 17:00:00;0,0;0,0;50,62;43,93;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 18:00:00;0,0;0,0;48,53;46,02;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 19:00:00;0,0;0,0;46,2;48,36;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 20:00:00;0,0;0,0;43,66;50,89;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 21:00:00;0,0;0,0;40,97;53,58;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 22:00:00;0,0;0,0;38,15;56,41;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-08 23:00:00;0,0;0,0;35,63;58,92;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 00:00:00;0,0;0,0;31,43;63,12;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 01:00:00;0,0;0,0;27,42;67,13;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 02:00:00;0,0;0,0;23,27;71,29;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 03:00:00;0,0;0,0;20,24;74,31;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 04:00:00;0,0;0,0;17,28;77,27;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 05:00:00;0,0;0,0;15,2;79,35;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 06:00:00;0,0;0,0;12,85;81,71;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 07:00:00;0,0;0,0;13,03;81,52;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 08:00:00;0,0;0,0;26,84;67,72;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 09:00:00;0,0;0,0;40,08;54,47;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 10:00:00;0,0;0,0;53,46;41,09;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 11:00:00;0,0;0,0;65,36;29,2;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 12:00:00;0,0;0,0;73,99;20,56;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 13:00:00;0,0;0,0;79,29;15,26;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 14:00:00;0,0;0,0;81,58;12,98;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 15:00:00;0,0;0,0;78,92;15,63;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 16:00:00;0,0;0,0;70,91;23,65;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 17:00:00;0,0;0,0;67,09;27,47;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 18:00:00;0,0;0,0;63,5;31,05;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 19:00:00;0,0;0,0;59,41;35,14;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 20:00:00;0,0;0,0;55,2;39,35;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 21:00:00;0,0;0,0;51,31;43,24;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 22:00:00;0,0;0,0;46,97;47,58;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-09 23:00:00;0,0;0,0;42,97;51,58;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 00:00:00;0,0;0,0;38,97;55,59;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 01:00:00;0,0;0,0;34,54;60,01;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 02:00:00;0,0;0,0;29,65;64,91;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 03:00:00;0,0;0,0;26,71;67,84;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 04:00:00;0,0;0,0;23,55;71,01;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 05:00:00;0,0;0,0;21,3;73,26;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 06:00:00;0,0;0,0;19,22;75,33;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 07:00:00;0,0;0,0;18,93;75,62;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 08:00:00;0,0;0,0;30,6;63,96;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 09:00:00;0,0;0,0;43,59;50,97;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 10:00:00;0,0;0,0;55,96;38,6;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 11:00:00;0,0;0,0;67,61;26,94;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 12:00:00;0,0;0,0;76,57;17,98;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 13:00:00;0,0;0,0;82,24;12,31;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 14:00:00;0,0;0,0;84,36;10,19;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 15:00:00;0,0;0,0;81,76;12,79;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 16:00:00;0,0;0,0;74,03;20,52;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 17:00:00;0,0;0,0;71,78;22,78;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 18:00:00;0,0;0,0;69,15;25,4;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 19:00:00;0,0;0,0;66,51;28,04;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 20:00:00;0,0;0,0;64,27;30,28;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 21:00:00;0,0;0,0;61,66;32,89;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 22:00:00;0,0;0,0;59,03;35,52;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-10 23:00:00;0,0;0,0;56,39;38,16;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 00:00:00;0,0;0,0;0,0;40,82;0,0;0,0;0,0;40,82;0,0;0,0;0,0
2030-11-11 01:00:00;0,0;0,0;14,86;44,3;0,0;0,0;59,16;0,0;0,0;0,0;0,0
2030-11-11 02:00:00;0,0;0,0;0,0;47,48;0,0;0,0;45,04;2,45;0,0;0,0;0,0
2030-11-11 03:00:00;0,0;0,0;0,0;49,87;0,0;0,0;0,0;49,87;0,0;0,0;0,0
2030-11-11 04:00:00;0,0;0,0;0,0;51,78;0,0;0,0;0,0;51,78;0,0;0,0;0,0
2030-11-11 05:00:00;0,0;0,0;0,0;53,59;0,0;0,0;0,0;53,59;0,0;0,0;0,0
2030-11-11 06:00:00;0,0;0,0;0,0;55,3;0,0;0,0;0,0;55,3;0,0;0,0;0,0
2030-11-11 07:00:00;0,0;0,0;37,59;56,96;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 08:00:00;0,0;0,0;39,68;54,87;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 09:00:00;0,0;0,0;40,21;54,34;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 10:00:00;0,0;0,0;43,47;51,08;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 11:00:00;0,0;0,0;50,56;43,99;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 12:00:00;0,0;0,0;54,99;39,57;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 13:00:00;0,0;0,0;55,37;39,18;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 14:00:00;0,0;0,0;52,49;42,06;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 15:00:00;0,0;0,0;50,33;44,23;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 16:00:00;0,0;0,0;52,46;42,1;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 17:00:00;0,0;0,0;52,21;42,34;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 18:00:00;0,0;0,0;50,62;43,94;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 19:00:00;0,0;0,0;49,22;45,33;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 20:00:00;0,0;0,0;47,71;46,84;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 21:00:00;0,0;0,0;45,69;48,86;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 22:00:00;0,0;0,0;43,95;50,6;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-11 23:00:00;0,0;0,0;42,15;52,4;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-12 00:00:00;0,0;0,0;40,73;53,82;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-12 01:00:00;0,0;0,0;39,32;55,23;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-12 02:00:00;0,0;0,0;37,51;57,04;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-12 03:00:00;0,0;0,0;36,48;58,07;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-12 04:00:00;0,0;0,0;35,53;59,03;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-12 05:00:00;0,0;0,0;35,03;59,52;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-12 06:00:00;0,0;0,0;34,23;60,33;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-12 07:00:00;0,0;0,0;33,01;61,54;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-12 08:00:00;0,0;0,0;33,82;60,73;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-12 09:00:00;0,0;0,0;31,95;62,6;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-12 10:00:00;0,0;0,0;35,39;59,17;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-12 11:00:00;0,0;0,0;41,47;53,08;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-12 12:00:00;0,0;0,0;46,07;48,48;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-12 13:00:00;0,0;0,0;18,03;48,23;0,0;0,0;66,26;0,0;0,0;0,0;0,0
2030-11-12 14:00:00;0,0;0,0;0,0;50,78;0,0;0,0;0,0;50,78;0,0;0,0;0,0
2030-11-12 15:00:00;0,0;0,0;0,0;51,71;0,0;0,0;0,0;51,71;0,0;0,0;0,0
2030-11-12 16:00:00;0,0;0,0;0,0;48,61;0,0;0,0;0,0;48,61;0,0;0,0;0,0
2030-11-12 17:00:00;0,0;0,0;0,0;48,23;0,0;0,0;0,0;48,23;0,0;0,0;0,0
2030-11-12 18:00:00;0,0;0,0;0,0;48,77;0,0;0,0;0,0;48,77;0,0;0,0;0,0
2030-11-12 19:00:00;0,0;0,0;0,0;49,47;0,0;0,0;0,0;49,47;0,0;0,0;0,0
2030-11-12 20:00:00;0,0;0,0;0,0;50,29;0,0;0,0;0,0;50,29;0,0;0,0;0,0
2030-11-12 21:00:00;0,0;0,0;0,0;51,22;0,0;0,0;0,0;51,22;0,0;0,0;0,0
2030-11-12 22:00:00;0,0;0,0;0,0;52,22;0,0;0,0;0,0;52,22;0,0;0,0;0,0
2030-11-12 23:00:00;0,0;0,0;0,0;52,88;0,0;0,0;0,0;52,88;0,0;0,0;0,0
2030-11-13 00:00:00;0,0;0,0;0,0;53,95;0,0;0,0;0,0;53,95;0,0;0,0;0,0
2030-11-13 01:00:00;0,0;0,0;0,0;54,66;0,0;0,0;0,0;54,66;0,0;0,0;0,0
2030-11-13 02:00:00;0,0;0,0;0,0;55,37;0,0;0,0;0,0;55,37;0,0;0,0;0,0
2030-11-13 03:00:00;0,0;0,0;0,0;56,07;0,0;0,0;0,0;56,07;0,0;0,0;0,0
2030-11-13 04:00:00;0,0;0,0;38,2;56,35;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-13 05:00:00;0,0;0,0;37,56;56,99;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-13 06:00:00;0,0;0,0;37,33;57,22;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-13 07:00:00;0,0;0,0;37,12;57,43;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-13 08:00:00;0,0;0,0;38,59;55,97;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-13 09:00:00;0,0;0,0;39,44;55,11;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-13 10:00:00;0,0;0,0;45,06;49,49;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-13 11:00:00;0,0;0,0;56,84;37,71;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-11-13 12:00:00;0,0;0,0;20,57;30,0;0,0;0,0;50,57;0,0;0,0;0,0;0,0
2030-11-13 13:00:00;0,0;0,0;0,0;26,75;0,0;0,0;0,0;26,75;0,0;0,0;0,0
2030-11-13 14:00:00;0,0;0,0;0,0;27,42;0,0;0,0;0,0;27,42;0,0;0,0;0,0
2030-11-13 15:00:00;0,0;0,0;0,0;29,41;0,0;0,0;0,0;29,41;0,0;0,0;0,0
2030-11-13 16:00:00;0,0;0,0;0,0;28,02;0,0;0,0;0,0;28,02;0,0;0,0;0,0
2030-11-13 17:00:00;0,0;0,0;0,0;27,99;0,0;0,0;0,0;27,99;0,0;0,0;0,0
2030-11-13 18:00:00;0,0;0,0;0,0;28,54;0,0;0,0;0,0;28,54;0,0;0,0;0,0
2030-11-13 19:00:00;0,0;0,0;0,0;29,65;0,0;0,0;0,0;29,65;0,0;0,0;0,0
2030-11-13 20:00:00;0,0;0,0;0,0;30,94;0,0;0,0;0,0;30,94;0,0;0,0;0,0
2030-11-13 21:00:00;0,0;0,0;0,0;32,37;0,0;0,0;0,0;32,37;0,0;0,0;0,0
2030-11-13 22:00:00;0,0;0,0;0,0;33,5;0,0;0,0;0,0;33,5;0,0;0,0;0,0
2030-11-13 23:00:00;0,0;0,0;0,0;35,09;0,0;0,0;0,0;35,09;0,0;0,0;0,0
2030-11-14 00:00:00;0,0;0,0;0,0;37,17;0,0;0,0;0,0;37,17;0,0;0,0;0,0
2030-11-14 01:00:00;0,0;0,0;0,0;39,37;0,0;0,0;0,0;39,37;0,0;0,0;0,0
2030-11-14 02:00:00;0,0;0,0;0,0;41,66;0,0;0,0;0,0;41,66;0,0;0,0;0,0
2030-11-14 03:00:00;0,0;0,0;0,0;43,21;0,0;0,0;0,0;43,21;0,0;0,0;0,0
2030-11-14 04:00:00;0,0;0,0;0,0;44,72;0,0;0,0;0,0;44,72;0,0;0,0;0,0
2030-11-14 05:00:00;0,0;0,0;31,77;45,78;0,0;0,0;77,55;0,0;0,0;0,0;0,0
2030-11-14 06:00:00;0,0;0,0;47,37;47,18;0,0;0,0;94,55;0,0;0,0;0,0;0,0
