;('Import_Oil_m', 'Oil_fuel_m');('Import_Synthetic_fuel_m', 'Oil_fuel_m');('Oil_fuel_m', 'Material_demand_Oil_m');('Oil_fuel_m', 'Mobility_demand_total_m');('Oil_fuel_m', 'Oil_demand_total_m');('Oil_fuel_m', 'excess_b_oil_fuel_m');('PtL_m', 'Oil_fuel_m')
;flow;flow;flow;flow;flow;flow;flow
2030-04-13 22:00:00;556,12;0,0;25,45;519,15;11,52;0,0;0,0
2030-04-13 23:00:00;561,53;0,0;25,45;519,15;16,93;0,0;0,0
2030-04-14 00:00:00;566,03;0,0;25,45;519,15;21,43;0,0;0,0
2030-04-14 01:00:00;570,63;0,0;25,45;519,15;26,04;0,0;0,0
2030-04-14 02:00:00;573,76;0,0;25,45;519,15;29,16;0,0;0,0
2030-04-14 03:00:00;576,63;0,0;25,45;519,15;32,03;0,0;0,0
2030-04-14 04:00:00;579,01;0,0;25,45;519,15;34,42;0,0;0,0
2030-04-14 05:00:00;580,38;0,0;25,45;519,15;35,78;0,0;0,0
2030-04-14 06:00:00;576,56;0,0;25,45;519,15;31,97;0,0;0,0
2030-04-14 07:00:00;570,97;0,0;25,45;519,15;26,37;0,0;0,0
2030-04-14 08:00:00;564,2;0,0;25,45;519,15;19,6;0,0;0,0
2030-04-14 09:00:00;557,21;0,0;25,45;519,15;12,61;0,0;0,0
2030-04-14 10:00:00;551,05;0,0;25,45;519,15;6,45;0,0;0,0
2030-04-14 11:00:00;548,34;0,0;25,45;519,15;3,74;0,0;0,0
2030-04-14 12:00:00;546,71;0,0;25,45;519,15;2,11;0,0;0,0
2030-04-14 13:00:00;546,42;0,0;25,45;519,15;1,83;0,0;0,0
2030-04-14 14:00:00;547,0;0,0;25,45;519,15;2,4;0,0;0,0
2030-04-14 15:00:00;548,54;0,0;25,45;519,15;3,94;0,0;0,0
2030-04-14 16:00:00;552,5;0,0;25,45;519,15;7,9;0,0;0,0
2030-04-14 17:00:00;556,01;0,0;25,45;519,15;11,41;0,0;0,0
2030-04-14 18:00:00;559,73;0,0;25,45;519,15;15,13;0,0;0,0
2030-04-14 19:00:00;563,04;0,0;25,45;519,15;18,44;0,0;0,0
2030-04-14 20:00:00;565,31;0,0;25,45;519,15;20,71;0,0;0,0
2030-04-14 21:00:00;567,21;0,0;25,45;519,15;22,62;0,0;0,0
2030-04-14 22:00:00;569,01;0,0;25,45;519,15;24,41;0,0;0,0
2030-04-14 23:00:00;570,99;0,0;25,45;519,15;26,4;0,0;0,0
2030-04-15 00:00:00;572,39;0,0;25,45;519,15;27,79;0,0;0,0
2030-04-15 01:00:00;573,42;0,0;25,45;519,15;28,82;0,0;0,0
2030-04-15 02:00:00;574,33;0,0;25,45;519,15;29,73;0,0;0,0
2030-04-15 03:00:00;575,16;0,0;25,45;519,15;30,56;0,0;0,0
2030-04-15 04:00:00;575,64;0,0;25,45;519,15;31,04;0,0;0,0
2030-04-15 05:00:00;576,02;0,0;25,45;519,15;31,42;0,0;0,0
2030-04-15 06:00:00;573,24;0,0;25,45;519,15;28,64;0,0;0,0
2030-04-15 07:00:00;569,58;0,0;25,45;519,15;24,99;0,0;0,0
2030-04-15 08:00:00;565,72;0,0;25,45;519,15;21,12;0,0;0,0
2030-04-15 09:00:00;562,5;0,0;25,45;519,15;17,9;0,0;0,0
2030-04-15 10:00:00;556,71;0,0;25,45;519,15;12,11;0,0;0,0
2030-04-15 11:00:00;548,36;0,0;25,45;519,15;3,76;0,0;0,0
2030-04-15 12:00:00;545,59;0,0;25,45;519,15;1,0;0,0;0,0
2030-04-15 13:00:00;544,6;0,0;25,45;519,15;0,01;0,0;0,0
2030-04-15 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-15 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-15 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-15 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-15 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-15 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-15 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-15 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-15 22:00:00;544,89;0,0;25,45;519,15;0,3;0,0;0,0
2030-04-15 23:00:00;546,11;0,0;25,45;519,15;1,51;0,0;0,0
2030-04-16 00:00:00;548,9;0,0;25,45;519,15;4,3;0,0;0,0
2030-04-16 01:00:00;554,45;0,0;25,45;519,15;9,85;0,0;0,0
2030-04-16 02:00:00;558,89;0,0;25,45;519,15;14,29;0,0;0,0
2030-04-16 03:00:00;562,73;0,0;25,45;519,15;18,14;0,0;0,0
2030-04-16 04:00:00;566,0;0,0;25,45;519,15;21,4;0,0;0,0
2030-04-16 05:00:00;568,16;0,0;25,45;519,15;23,56;0,0;0,0
2030-04-16 06:00:00;568,9;0,0;25,45;519,15;24,3;0,0;0,0
2030-04-16 07:00:00;570,51;0,0;25,45;519,15;25,91;0,0;0,0
2030-04-16 08:00:00;571,03;0,0;25,45;519,15;26,43;0,0;0,0
2030-04-16 09:00:00;571,01;0,0;25,45;519,15;26,42;0,0;0,0
2030-04-16 10:00:00;567,5;0,0;25,45;519,15;22,91;0,0;0,0
2030-04-16 11:00:00;563,74;0,0;25,45;519,15;19,14;0,0;0,0
2030-04-16 12:00:00;559,74;0,0;25,45;519,15;15,15;0,0;0,0
2030-04-16 13:00:00;557,86;0,0;25,45;519,15;13,26;0,0;0,0
2030-04-16 14:00:00;557,31;0,0;25,45;519,15;12,72;0,0;0,0
2030-04-16 15:00:00;556,46;0,0;25,45;519,15;11,87;0,0;0,0
2030-04-16 16:00:00;554,47;0,0;25,45;519,15;9,88;0,0;0,0
2030-04-16 17:00:00;555,15;0,0;25,45;519,15;10,56;0,0;0,0
2030-04-16 18:00:00;557,1;0,0;25,45;519,15;12,5;0,0;0,0
2030-04-16 19:00:00;558,83;0,0;25,45;519,15;14,24;0,0;0,0
2030-04-16 20:00:00;560,2;0,0;25,45;519,15;15,6;0,0;0,0
2030-04-16 21:00:00;561,64;0,0;25,45;519,15;17,04;0,0;0,0
2030-04-16 22:00:00;563,42;0,0;25,45;519,15;18,83;0,0;0,0
2030-04-16 23:00:00;565,02;0,0;25,45;519,15;20,42;0,0;0,0
2030-04-17 00:00:00;565,56;0,0;25,45;519,15;20,96;0,0;0,0
2030-04-17 01:00:00;566,27;0,0;25,45;519,15;21,67;0,0;0,0
2030-04-17 02:00:00;566,65;0,0;25,45;519,15;22,06;0,0;0,0
2030-04-17 03:00:00;566,96;0,0;25,45;519,15;22,37;0,0;0,0
2030-04-17 04:00:00;567,49;0,0;25,45;519,15;22,89;0,0;0,0
2030-04-17 05:00:00;567,45;0,0;25,45;519,15;22,85;0,0;0,0
2030-04-17 06:00:00;567,06;0,0;25,45;519,15;22,46;0,0;0,0
2030-04-17 07:00:00;562,3;0,0;25,45;519,15;17,7;0,0;0,0
2030-04-17 08:00:00;557,11;0,0;25,45;519,15;12,51;0,0;0,0
2030-04-17 09:00:00;553,81;0,0;25,45;519,15;9,22;0,0;0,0
2030-04-17 10:00:00;547,62;0,0;25,45;519,15;3,02;0,0;0,0
2030-04-17 11:00:00;546,12;0,0;25,45;519,15;1,52;0,0;0,0
2030-04-17 12:00:00;544,91;0,0;25,45;519,15;0,31;0,0;0,0
2030-04-17 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-17 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-17 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-17 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-17 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-17 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-17 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-17 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-17 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-17 22:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-17 23:00:00;544,97;0,0;25,45;519,15;0,37;0,0;0,0
2030-04-18 00:00:00;546,3;0,0;25,45;519,15;1,7;0,0;0,0
2030-04-18 01:00:00;550,35;0,0;25,45;519,15;5,75;0,0;0,0
2030-04-18 02:00:00;554,8;0,0;25,45;519,15;10,2;0,0;0,0
2030-04-18 03:00:00;558,9;0,0;25,45;519,15;14,3;0,0;0,0
2030-04-18 04:00:00;562,11;0,0;25,45;519,15;17,51;0,0;0,0
2030-04-18 05:00:00;563,6;0,0;25,45;519,15;19,0;0,0;0,0
2030-04-18 06:00:00;560,05;0,0;25,45;519,15;15,45;0,0;0,0
2030-04-18 07:00:00;555,63;0,0;25,45;519,15;11,03;0,0;0,0
2030-04-18 08:00:00;549,81;0,0;25,45;519,15;5,21;0,0;0,0
2030-04-18 09:00:00;546,73;0,0;25,45;519,15;2,13;0,0;0,0
2030-04-18 10:00:00;544,86;0,0;25,45;519,15;0,27;0,0;0,0
2030-04-18 11:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-18 12:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-18 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-18 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-18 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-18 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-18 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-18 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-18 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-18 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-18 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-18 22:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-18 23:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-19 00:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-19 01:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-19 02:00:00;545,6;0,0;25,45;519,15;1,0;0,0;0,0
2030-04-19 03:00:00;547,94;0,0;25,45;519,15;3,35;0,0;0,0
2030-04-19 04:00:00;552,25;0,0;25,45;519,15;7,65;0,0;0,0
2030-04-19 05:00:00;557,29;0,0;25,45;519,15;12,69;0,0;0,0
2030-04-19 06:00:00;557,58;0,0;25,45;519,15;12,98;0,0;0,0
2030-04-19 07:00:00;556,84;0,0;25,45;519,15;12,24;0,0;0,0
2030-04-19 08:00:00;554,34;0,0;25,45;519,15;9,75;0,0;0,0
2030-04-19 09:00:00;552,25;0,0;25,45;519,15;7,66;0,0;0,0
2030-04-19 10:00:00;548,73;0,0;25,45;519,15;4,13;0,0;0,0
2030-04-19 11:00:00;546,17;0,0;25,45;519,15;1,57;0,0;0,0
2030-04-19 12:00:00;544,83;0,0;25,45;519,15;0,23;0,0;0,0
2030-04-19 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-19 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-19 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-19 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-19 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-19 18:00:00;544,65;0,0;25,45;519,15;0,05;0,0;0,0
2030-04-19 19:00:00;545,79;0,0;25,45;519,15;1,2;0,0;0,0
2030-04-19 20:00:00;547,6;0,0;25,45;519,15;3,01;0,0;0,0
2030-04-19 21:00:00;551,56;0,0;25,45;519,15;6,96;0,0;0,0
2030-04-19 22:00:00;557,96;0,0;25,45;519,15;13,36;0,0;0,0
2030-04-19 23:00:00;564,33;0,0;25,45;519,15;19,73;0,0;0,0
2030-04-20 00:00:00;569,05;0,0;25,45;519,15;24,45;0,0;0,0
2030-04-20 01:00:00;573,46;0,0;25,45;519,15;28,87;0,0;0,0
2030-04-20 02:00:00;576,81;0,0;25,45;519,15;32,22;0,0;0,0
2030-04-20 03:00:00;579,59;0,0;25,45;519,15;34,99;0,0;0,0
2030-04-20 04:00:00;582,09;0,0;25,45;519,15;37,5;0,0;0,0
2030-04-20 05:00:00;583,01;0,0;25,45;519,15;38,41;0,0;0,0
2030-04-20 06:00:00;577,89;0,0;25,45;519,15;33,29;0,0;0,0
2030-04-20 07:00:00;571,17;0,0;25,45;519,15;26,58;0,0;0,0
2030-04-20 08:00:00;563,47;0,0;25,45;519,15;18,87;0,0;0,0
2030-04-20 09:00:00;554,97;0,0;25,45;519,15;10,37;0,0;0,0
2030-04-20 10:00:00;548,21;0,0;25,45;519,15;3,61;0,0;0,0
2030-04-20 11:00:00;545,5;0,0;25,45;519,15;0,91;0,0;0,0
2030-04-20 12:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-20 13:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-20 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-20 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-20 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-20 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-20 18:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-20 19:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-20 20:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-20 21:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-20 22:00:00;544,62;0,0;25,45;519,15;0,02;0,0;0,0
2030-04-20 23:00:00;547,05;0,0;25,45;519,15;2,46;0,0;0,0
2030-04-21 00:00:00;553,36;0,0;25,45;519,15;8,76;0,0;0,0
2030-04-21 01:00:00;563,79;0,0;25,45;519,15;19,19;0,0;0,0
2030-04-21 02:00:00;571,72;0,0;25,45;519,15;27,12;0,0;0,0
2030-04-21 03:00:00;579,18;0,0;25,45;519,15;34,58;0,0;0,0
2030-04-21 04:00:00;585,52;0,0;25,45;519,15;40,93;0,0;0,0
2030-04-21 05:00:00;588,88;0,0;25,45;519,15;44,28;0,0;0,0
2030-04-21 06:00:00;586,56;0,0;25,45;519,15;41,96;0,0;0,0
2030-04-21 07:00:00;582,64;0,0;25,45;519,15;38,04;0,0;0,0
2030-04-21 08:00:00;577,52;0,0;25,45;519,15;32,92;0,0;0,0
2030-04-21 09:00:00;571,62;0,0;25,45;519,15;27,02;0,0;0,0
2030-04-21 10:00:00;566,03;0,0;25,45;519,15;21,43;0,0;0,0
2030-04-21 11:00:00;560,9;0,0;25,45;519,15;16,3;0,0;0,0
2030-04-21 12:00:00;555,7;0,0;25,45;519,15;11,11;0,0;0,0
2030-04-21 13:00:00;552,15;0,0;25,45;519,15;7,55;0,0;0,0
2030-04-21 14:00:00;549,68;0,0;25,45;519,15;5,08;0,0;0,0
2030-04-21 15:00:00;548,71;0,0;25,45;519,15;4,11;0,0;0,0
2030-04-21 16:00:00;549,67;0,0;25,45;519,15;5,07;0,0;0,0
2030-04-21 17:00:00;552,7;0,0;25,45;519,15;8,1;0,0;0,0
2030-04-21 18:00:00;556,76;0,0;25,45;519,15;12,16;0,0;0,0
2030-04-21 19:00:00;562,62;0,0;25,45;519,15;18,03;0,0;0,0
2030-04-21 20:00:00;568,32;0,0;25,45;519,15;23,73;0,0;0,0
2030-04-21 21:00:00;573,94;0,0;25,45;519,15;29,35;0,0;0,0
2030-04-21 22:00:00;579,96;0,0;25,45;519,15;35,36;0,0;0,0
2030-04-21 23:00:00;586,11;0,0;25,45;519,15;41,51;0,0;0,0
2030-04-22 00:00:00;590,46;0,0;25,45;519,15;45,86;0,0;0,0
2030-04-22 01:00:00;594,65;0,0;25,45;519,15;50,05;0,0;0,0
2030-04-22 02:00:00;597,63;0,0;25,45;519,15;53,03;0,0;0,0
2030-04-22 03:00:00;600,66;0,0;25,45;519,15;56,06;0,0;0,0
2030-04-22 04:00:00;602,98;0,0;25,45;519,15;58,38;0,0;0,0
2030-04-22 05:00:00;603,75;0,0;25,45;519,15;59,15;0,0;0,0
2030-04-22 06:00:00;599,54;0,0;25,45;519,15;54,94;0,0;0,0
2030-04-22 07:00:00;594,41;0,0;25,45;519,15;49,81;0,0;0,0
2030-04-22 08:00:00;589,55;0,0;25,45;519,15;44,95;0,0;0,0
2030-04-22 09:00:00;584,44;0,0;25,45;519,15;39,84;0,0;0,0
2030-04-22 10:00:00;577,11;0,0;25,45;519,15;32,51;0,0;0,0
2030-04-22 11:00:00;568,83;0,0;25,45;519,15;24,24;0,0;0,0
2030-04-22 12:00:00;562,3;0,0;25,45;519,15;17,71;0,0;0,0
2030-04-22 13:00:00;558,37;0,0;25,45;519,15;13,77;0,0;0,0
2030-04-22 14:00:00;557,05;0,0;25,45;519,15;12,45;0,0;0,0
2030-04-22 15:00:00;555,47;0,0;25,45;519,15;10,88;0,0;0,0
2030-04-22 16:00:00;553,56;0,0;25,45;519,15;8,96;0,0;0,0
2030-04-22 17:00:00;555,86;0,0;25,45;519,15;11,26;0,0;0,0
2030-04-22 18:00:00;559,35;0,0;25,45;519,15;14,75;0,0;0,0
2030-04-22 19:00:00;564,39;0,0;25,45;519,15;19,79;0,0;0,0
2030-04-22 20:00:00;568,49;0,0;25,45;519,15;23,89;0,0;0,0
2030-04-22 21:00:00;573,02;0,0;25,45;519,15;28,42;0,0;0,0
2030-04-22 22:00:00;577,71;0,0;25,45;519,15;33,11;0,0;0,0
2030-04-22 23:00:00;582,25;0,0;25,45;519,15;37,66;0,0;0,0
2030-04-23 00:00:00;586,05;0,0;25,45;519,15;41,45;0,0;0,0
2030-04-23 01:00:00;590,08;0,0;25,45;519,15;45,48;0,0;0,0
2030-04-23 02:00:00;592,74;0,0;25,45;519,15;48,14;0,0;0,0
2030-04-23 03:00:00;595,5;0,0;25,45;519,15;50,9;0,0;0,0
2030-04-23 04:00:00;597,89;0,0;25,45;519,15;53,29;0,0;0,0
2030-04-23 05:00:00;598,25;0,0;25,45;519,15;53,65;0,0;0,0
2030-04-23 06:00:00;593,57;0,0;25,45;519,15;48,97;0,0;0,0
2030-04-23 07:00:00;588,54;0,0;25,45;519,15;43,95;0,0;0,0
2030-04-23 08:00:00;583,25;0,0;25,45;519,15;38,65;0,0;0,0
2030-04-23 09:00:00;578,38;0,0;25,45;519,15;33,79;0,0;0,0
2030-04-23 10:00:00;572,11;0,0;25,45;519,15;27,51;0,0;0,0
2030-04-23 11:00:00;564,54;0,0;25,45;519,15;19,94;0,0;0,0
2030-04-23 12:00:00;557,85;0,0;25,45;519,15;13,25;0,0;0,0
2030-04-23 13:00:00;554,33;0,0;25,45;519,15;9,73;0,0;0,0
2030-04-23 14:00:00;553,02;0,0;25,45;519,15;8,43;0,0;0,0
2030-04-23 15:00:00;551,53;0,0;25,45;519,15;6,94;0,0;0,0
2030-04-23 16:00:00;549,72;0,0;25,45;519,15;5,13;0,0;0,0
2030-04-23 17:00:00;551,82;0,0;25,45;519,15;7,22;0,0;0,0
2030-04-23 18:00:00;555,66;0,0;25,45;519,15;11,07;0,0;0,0
2030-04-23 19:00:00;560,58;0,0;25,45;519,15;15,98;0,0;0,0
2030-04-23 20:00:00;565,46;0,0;25,45;519,15;20,86;0,0;0,0
2030-04-23 21:00:00;570,87;0,0;25,45;519,15;26,28;0,0;0,0
2030-04-23 22:00:00;576,27;0,0;25,45;519,15;31,67;0,0;0,0
2030-04-23 23:00:00;582,1;0,0;25,45;519,15;37,5;0,0;0,0
2030-04-24 00:00:00;586,73;0,0;25,45;519,15;42,14;0,0;0,0
2030-04-24 01:00:00;591,88;0,0;25,45;519,15;47,28;0,0;0,0
2030-04-24 02:00:00;595,7;0,0;25,45;519,15;51,1;0,0;0,0
2030-04-24 03:00:00;599,39;0,0;25,45;519,15;54,79;0,0;0,0
2030-04-24 04:00:00;602,42;0,0;25,45;519,15;57,82;0,0;0,0
2030-04-24 05:00:00;603,39;0,0;25,45;519,15;58,79;0,0;0,0
2030-04-24 06:00:00;598,53;0,0;25,45;519,15;53,94;0,0;0,0
2030-04-24 07:00:00;593,32;0,0;25,45;519,15;48,73;0,0;0,0
2030-04-24 08:00:00;587,75;0,0;25,45;519,15;43,15;0,0;0,0
2030-04-24 09:00:00;583,26;0,0;25,45;519,15;38,66;0,0;0,0
2030-04-24 10:00:00;577,11;0,0;25,45;519,15;32,51;0,0;0,0
2030-04-24 11:00:00;569,91;0,0;25,45;519,15;25,31;0,0;0,0
2030-04-24 12:00:00;564,45;0,0;25,45;519,15;19,85;0,0;0,0
2030-04-24 13:00:00;561,13;0,0;25,45;519,15;16,54;0,0;0,0
2030-04-24 14:00:00;560,28;0,0;25,45;519,15;15,69;0,0;0,0
2030-04-24 15:00:00;559,29;0,0;25,45;519,15;14,69;0,0;0,0
2030-04-24 16:00:00;557,58;0,0;25,45;519,15;12,98;0,0;0,0
2030-04-24 17:00:00;559,54;0,0;25,45;519,15;14,94;0,0;0,0
2030-04-24 18:00:00;563,44;0,0;25,45;519,15;18,84;0,0;0,0
2030-04-24 19:00:00;568,53;0,0;25,45;519,15;23,93;0,0;0,0
2030-04-24 20:00:00;572,69;0,0;25,45;519,15;28,09;0,0;0,0
2030-04-24 21:00:00;577,0;0,0;25,45;519,15;32,4;0,0;0,0
2030-04-24 22:00:00;581,15;0,0;25,45;519,15;36,55;0,0;0,0
2030-04-24 23:00:00;585,63;0,0;25,45;519,15;41,04;0,0;0,0
2030-04-25 00:00:00;588,29;0,0;25,45;519,15;43,69;0,0;0,0
2030-04-25 01:00:00;591,32;0,0;25,45;519,15;46,72;0,0;0,0
2030-04-25 02:00:00;593,47;0,0;25,45;519,15;48,87;0,0;0,0
2030-04-25 03:00:00;595,46;0,0;25,45;519,15;50,86;0,0;0,0
2030-04-25 04:00:00;597,32;0,0;25,45;519,15;52,72;0,0;0,0
2030-04-25 05:00:00;597,72;0,0;25,45;519,15;53,12;0,0;0,0
2030-04-25 06:00:00;594,19;0,0;25,45;519,15;49,6;0,0;0,0
2030-04-25 07:00:00;591,69;0,0;25,45;519,15;47,09;0,0;0,0
2030-04-25 08:00:00;590,68;0,0;25,45;519,15;46,09;0,0;0,0
2030-04-25 09:00:00;587,27;0,0;25,45;519,15;42,67;0,0;0,0
2030-04-25 10:00:00;584,23;0,0;25,45;519,15;39,63;0,0;0,0
2030-04-25 11:00:00;582,51;0,0;25,45;519,15;37,91;0,0;0,0
2030-04-25 12:00:00;579,78;0,0;25,45;519,15;35,19;0,0;0,0
2030-04-25 13:00:00;579,6;0,0;25,45;519,15;35,0;0,0;0,0
2030-04-25 14:00:00;579,93;0,0;25,45;519,15;35,33;0,0;0,0
2030-04-25 15:00:00;578,06;0,0;25,45;519,15;33,47;0,0;0,0
2030-04-25 16:00:00;573,75;0,0;25,45;519,15;29,15;0,0;0,0
2030-04-25 17:00:00;571,66;0,0;25,45;519,15;27,06;0,0;0,0
2030-04-25 18:00:00;572,37;0,0;25,45;519,15;27,77;0,0;0,0
2030-04-25 19:00:00;575,28;0,0;25,45;519,15;30,69;0,0;0,0
2030-04-25 20:00:00;577,57;0,0;25,45;519,15;32,97;0,0;0,0
2030-04-25 21:00:00;580,01;0,0;25,45;519,15;35,41;0,0;0,0
2030-04-25 22:00:00;582,59;0,0;25,45;519,15;37,99;0,0;0,0
2030-04-25 23:00:00;585,0;0,0;25,45;519,15;40,4;0,0;0,0
2030-04-26 00:00:00;586,64;0,0;25,45;519,15;42,04;0,0;0,0
2030-04-26 01:00:00;588,22;0,0;25,45;519,15;43,63;0,0;0,0
2030-04-26 02:00:00;589,21;0,0;25,45;519,15;44,62;0,0;0,0
2030-04-26 03:00:00;590,1;0,0;25,45;519,15;45,5;0,0;0,0
2030-04-26 04:00:00;590,62;0,0;25,45;519,15;46,03;0,0;0,0
2030-04-26 05:00:00;590,78;0,0;25,45;519,15;46,18;0,0;0,0
2030-04-26 06:00:00;590,54;0,0;25,45;519,15;45,94;0,0;0,0
2030-04-26 07:00:00;588,98;0,0;25,45;519,15;44,38;0,0;0,0
2030-04-26 08:00:00;589,26;0,0;25,45;519,15;44,66;0,0;0,0
2030-04-26 09:00:00;589,39;0,0;25,45;519,15;44,79;0,0;0,0
2030-04-26 10:00:00;585,75;0,0;25,45;519,15;41,15;0,0;0,0
2030-04-26 11:00:00;580,17;0,0;25,45;519,15;35,57;0,0;0,0
2030-04-26 12:00:00;575,24;0,0;25,45;519,15;30,64;0,0;0,0
2030-04-26 13:00:00;570,53;0,0;25,45;519,15;25,93;0,0;0,0
2030-04-26 14:00:00;568,88;0,0;25,45;519,15;24,28;0,0;0,0
2030-04-26 15:00:00;566,96;0,0;25,45;519,15;22,36;0,0;0,0
2030-04-26 16:00:00;564,82;0,0;25,45;519,15;20,22;0,0;0,0
2030-04-26 17:00:00;563,96;0,0;25,45;519,15;19,36;0,0;0,0
2030-04-26 18:00:00;564,48;0,0;25,45;519,15;19,89;0,0;0,0
2030-04-26 19:00:00;566,59;0,0;25,45;519,15;22,0;0,0;0,0
2030-04-26 20:00:00;568,85;0,0;25,45;519,15;24,25;0,0;0,0
2030-04-26 21:00:00;571,63;0,0;25,45;519,15;27,03;0,0;0,0
2030-04-26 22:00:00;574,37;0,0;25,45;519,15;29,78;0,0;0,0
2030-04-26 23:00:00;577,55;0,0;25,45;519,15;32,96;0,0;0,0
2030-04-27 00:00:00;581,44;0,0;25,45;519,15;36,84;0,0;0,0
2030-04-27 01:00:00;585,53;0,0;25,45;519,15;40,93;0,0;0,0
2030-04-27 02:00:00;588,41;0,0;25,45;519,15;43,81;0,0;0,0
2030-04-27 03:00:00;591,25;0,0;25,45;519,15;46,65;0,0;0,0
2030-04-27 04:00:00;593,51;0,0;25,45;519,15;48,91;0,0;0,0
2030-04-27 05:00:00;594,31;0,0;25,45;519,15;49,71;0,0;0,0
2030-04-27 06:00:00;593,51;0,0;25,45;519,15;48,91;0,0;0,0
2030-04-27 07:00:00;592,33;0,0;25,45;519,15;47,74;0,0;0,0
2030-04-27 08:00:00;590,3;0,0;25,45;519,15;45,71;0,0;0,0
2030-04-27 09:00:00;588,24;0,0;25,45;519,15;43,65;0,0;0,0
2030-04-27 10:00:00;587,09;0,0;25,45;519,15;42,49;0,0;0,0
2030-04-27 11:00:00;586,73;0,0;25,45;519,15;42,14;0,0;0,0
2030-04-27 12:00:00;586,44;0,0;25,45;519,15;41,84;0,0;0,0
2030-04-27 13:00:00;586,21;0,0;25,45;519,15;41,61;0,0;0,0
2030-04-27 14:00:00;586,0;0,0;25,45;519,15;41,4;0,0;0,0
2030-04-27 15:00:00;585,15;0,0;25,45;519,15;40,55;0,0;0,0
2030-04-27 16:00:00;586,08;0,0;25,45;519,15;41,48;0,0;0,0
2030-04-27 17:00:00;586,38;0,0;25,45;519,15;41,78;0,0;0,0
2030-04-27 18:00:00;587,51;0,0;25,45;519,15;42,91;0,0;0,0
2030-04-27 19:00:00;589,31;0,0;25,45;519,15;44,72;0,0;0,0
2030-04-27 20:00:00;592,11;0,0;25,45;519,15;47,51;0,0;0,0
2030-04-27 21:00:00;595,42;0,0;25,45;519,15;50,82;0,0;0,0
