;('Import_Oil_m', 'Oil_fuel_m');('Import_Synthetic_fuel_m', 'Oil_fuel_m');('Oil_fuel_m', 'Material_demand_Oil_m');('Oil_fuel_m', 'Mobility_demand_total_m');('Oil_fuel_m', 'Oil_demand_total_m');('Oil_fuel_m', 'excess_b_oil_fuel_m');('PtL_m', 'Oil_fuel_m')
;flow;flow;flow;flow;flow;flow;flow
2030-03-30 22:00:00;567,05;0,0;25,45;519,15;22,46;0,0;0,0
2030-03-30 23:00:00;569,48;0,0;25,45;519,15;24,88;0,0;0,0
2030-03-31 00:00:00;571,4;0,0;25,45;519,15;26,81;0,0;0,0
2030-03-31 01:00:00;573,3;0,0;25,45;519,15;28,71;0,0;0,0
2030-03-31 02:00:00;575,46;0,0;25,45;519,15;30,86;0,0;0,0
2030-03-31 03:00:00;576,8;0,0;25,45;519,15;32,21;0,0;0,0
2030-03-31 04:00:00;578,06;0,0;25,45;519,15;33,46;0,0;0,0
2030-03-31 05:00:00;578,98;0,0;25,45;519,15;34,38;0,0;0,0
2030-03-31 06:00:00;578,98;0,0;25,45;519,15;34,38;0,0;0,0
2030-03-31 07:00:00;575,43;0,0;25,45;519,15;30,83;0,0;0,0
2030-03-31 08:00:00;570,96;0,0;25,45;519,15;26,36;0,0;0,0
2030-03-31 09:00:00;566,29;0,0;25,45;519,15;21,69;0,0;0,0
2030-03-31 10:00:00;564,09;0,0;25,45;519,15;19,5;0,0;0,0
2030-03-31 11:00:00;562,92;0,0;25,45;519,15;18,33;0,0;0,0
2030-03-31 12:00:00;560,76;0,0;25,45;519,15;16,17;0,0;0,0
2030-03-31 13:00:00;558,86;0,0;25,45;519,15;14,26;0,0;0,0
2030-03-31 14:00:00;558,94;0,0;25,45;519,15;14,34;0,0;0,0
2030-03-31 15:00:00;558,99;0,0;25,45;519,15;14,4;0,0;0,0
2030-03-31 16:00:00;560,3;0,0;25,45;519,15;15,7;0,0;0,0
2030-03-31 17:00:00;561,22;0,0;25,45;519,15;16,62;0,0;0,0
2030-03-31 18:00:00;563,26;0,0;25,45;519,15;18,66;0,0;0,0
2030-03-31 19:00:00;565,49;0,0;25,45;519,15;20,89;0,0;0,0
2030-03-31 20:00:00;567,88;0,0;25,45;519,15;23,29;0,0;0,0
2030-03-31 21:00:00;570,7;0,0;25,45;519,15;26,1;0,0;0,0
2030-03-31 22:00:00;573,38;0,0;25,45;519,15;28,78;0,0;0,0
2030-03-31 23:00:00;576,15;0,0;25,45;519,15;31,56;0,0;0,0
2030-04-01 00:00:00;579,15;0,0;25,45;519,15;34,56;0,0;0,0
2030-04-01 01:00:00;582,34;0,0;25,45;519,15;37,75;0,0;0,0
2030-04-01 02:00:00;584,51;0,0;25,45;519,15;39,92;0,0;0,0
2030-04-01 03:00:00;587,16;0,0;25,45;519,15;42,56;0,0;0,0
2030-04-01 04:00:00;588,44;0,0;25,45;519,15;43,84;0,0;0,0
2030-04-01 05:00:00;589,29;0,0;25,45;519,15;44,69;0,0;0,0
2030-04-01 06:00:00;589,15;0,0;25,45;519,15;44,55;0,0;0,0
2030-04-01 07:00:00;588,04;0,0;25,45;519,15;43,45;0,0;0,0
2030-04-01 08:00:00;586,29;0,0;25,45;519,15;41,69;0,0;0,0
2030-04-01 09:00:00;585,46;0,0;25,45;519,15;40,86;0,0;0,0
2030-04-01 10:00:00;582,69;0,0;25,45;519,15;38,09;0,0;0,0
2030-04-01 11:00:00;578,84;0,0;25,45;519,15;34,24;0,0;0,0
2030-04-01 12:00:00;576,13;0,0;25,45;519,15;31,53;0,0;0,0
2030-04-01 13:00:00;575,38;0,0;25,45;519,15;30,78;0,0;0,0
2030-04-01 14:00:00;576,24;0,0;25,45;519,15;31,64;0,0;0,0
2030-04-01 15:00:00;576,15;0,0;25,45;519,15;31,55;0,0;0,0
2030-04-01 16:00:00;574,33;0,0;25,45;519,15;29,73;0,0;0,0
2030-04-01 17:00:00;575,17;0,0;25,45;519,15;30,58;0,0;0,0
2030-04-01 18:00:00;576,69;0,0;25,45;519,15;32,09;0,0;0,0
2030-04-01 19:00:00;579,25;0,0;25,45;519,15;34,65;0,0;0,0
2030-04-01 20:00:00;582,09;0,0;25,45;519,15;37,5;0,0;0,0
2030-04-01 21:00:00;585,16;0,0;25,45;519,15;40,57;0,0;0,0
2030-04-01 22:00:00;588,42;0,0;25,45;519,15;43,82;0,0;0,0
2030-04-01 23:00:00;591,54;0,0;25,45;519,15;46,95;0,0;0,0
2030-04-02 00:00:00;594,76;0,0;25,45;519,15;50,16;0,0;0,0
2030-04-02 01:00:00;597,77;0,0;25,45;519,15;53,17;0,0;0,0
2030-04-02 02:00:00;599,98;0,0;25,45;519,15;55,38;0,0;0,0
2030-04-02 03:00:00;602,11;0,0;25,45;519,15;57,51;0,0;0,0
2030-04-02 04:00:00;603,62;0,0;25,45;519,15;59,02;0,0;0,0
2030-04-02 05:00:00;604,47;0,0;25,45;519,15;59,87;0,0;0,0
2030-04-02 06:00:00;603,71;0,0;25,45;519,15;59,11;0,0;0,0
2030-04-02 07:00:00;601,61;0,0;25,45;519,15;57,01;0,0;0,0
2030-04-02 08:00:00;600,12;0,0;25,45;519,15;55,53;0,0;0,0
2030-04-02 09:00:00;599,54;0,0;25,45;519,15;54,94;0,0;0,0
2030-04-02 10:00:00;596,74;0,0;25,45;519,15;52,15;0,0;0,0
2030-04-02 11:00:00;592,23;0,0;25,45;519,15;47,63;0,0;0,0
2030-04-02 12:00:00;588,5;0,0;25,45;519,15;43,91;0,0;0,0
2030-04-02 13:00:00;586,96;0,0;25,45;519,15;42,36;0,0;0,0
2030-04-02 14:00:00;586,93;0,0;25,45;519,15;42,34;0,0;0,0
2030-04-02 15:00:00;587,0;0,0;25,45;519,15;42,4;0,0;0,0
2030-04-02 16:00:00;584,75;0,0;25,45;519,15;40,15;0,0;0,0
2030-04-02 17:00:00;585,49;0,0;25,45;519,15;40,9;0,0;0,0
2030-04-02 18:00:00;587,19;0,0;25,45;519,15;42,59;0,0;0,0
2030-04-02 19:00:00;590,25;0,0;25,45;519,15;45,66;0,0;0,0
2030-04-02 20:00:00;593,67;0,0;25,45;519,15;49,08;0,0;0,0
2030-04-02 21:00:00;597,66;0,0;25,45;519,15;53,06;0,0;0,0
2030-04-02 22:00:00;601,91;0,0;25,45;519,15;57,31;0,0;0,0
2030-04-02 23:00:00;606,37;0,0;25,45;519,15;61,77;0,0;0,0
2030-04-03 00:00:00;611,0;0,0;25,45;519,15;66,41;0,0;0,0
2030-04-03 01:00:00;615,78;0,0;25,45;519,15;71,18;0,0;0,0
2030-04-03 02:00:00;619,3;0,0;25,45;519,15;74,7;0,0;0,0
2030-04-03 03:00:00;622,47;0,0;25,45;519,15;77,87;0,0;0,0
2030-04-03 04:00:00;625,27;0,0;25,45;519,15;80,68;0,0;0,0
2030-04-03 05:00:00;626,87;0,0;25,45;519,15;82,28;0,0;0,0
2030-04-03 06:00:00;624,16;0,0;25,45;519,15;79,57;0,0;0,0
2030-04-03 07:00:00;618,89;0,0;25,45;519,15;74,29;0,0;0,0
2030-04-03 08:00:00;612,61;0,0;25,45;519,15;68,01;0,0;0,0
2030-04-03 09:00:00;606,74;0,0;25,45;519,15;62,14;0,0;0,0
2030-04-03 10:00:00;599,64;0,0;25,45;519,15;55,05;0,0;0,0
2030-04-03 11:00:00;591,29;0,0;25,45;519,15;46,69;0,0;0,0
2030-04-03 12:00:00;584,35;0,0;25,45;519,15;39,75;0,0;0,0
2030-04-03 13:00:00;580,54;0,0;25,45;519,15;35,94;0,0;0,0
2030-04-03 14:00:00;579,07;0,0;25,45;519,15;34,48;0,0;0,0
2030-04-03 15:00:00;577,45;0,0;25,45;519,15;32,86;0,0;0,0
2030-04-03 16:00:00;575,54;0,0;25,45;519,15;30,94;0,0;0,0
2030-04-03 17:00:00;577,71;0,0;25,45;519,15;33,12;0,0;0,0
2030-04-03 18:00:00;583,23;0,0;25,45;519,15;38,64;0,0;0,0
2030-04-03 19:00:00;587,86;0,0;25,45;519,15;43,26;0,0;0,0
2030-04-03 20:00:00;592,71;0,0;25,45;519,15;48,11;0,0;0,0
2030-04-03 21:00:00;598,02;0,0;25,45;519,15;53,43;0,0;0,0
2030-04-03 22:00:00;603,52;0,0;25,45;519,15;58,92;0,0;0,0
2030-04-03 23:00:00;609,16;0,0;25,45;519,15;64,56;0,0;0,0
2030-04-04 00:00:00;613,28;0,0;25,45;519,15;68,68;0,0;0,0
2030-04-04 01:00:00;617,84;0,0;25,45;519,15;73,25;0,0;0,0
2030-04-04 02:00:00;621,02;0,0;25,45;519,15;76,42;0,0;0,0
2030-04-04 03:00:00;624,01;0,0;25,45;519,15;79,42;0,0;0,0
2030-04-04 04:00:00;626,32;0,0;25,45;519,15;81,72;0,0;0,0
2030-04-04 05:00:00;627,88;0,0;25,45;519,15;83,29;0,0;0,0
2030-04-04 06:00:00;624,9;0,0;25,45;519,15;80,3;0,0;0,0
2030-04-04 07:00:00;619,01;0,0;25,45;519,15;74,41;0,0;0,0
2030-04-04 08:00:00;612,35;0,0;25,45;519,15;67,75;0,0;0,0
2030-04-04 09:00:00;606,09;0,0;25,45;519,15;61,5;0,0;0,0
2030-04-04 10:00:00;598,6;0,0;25,45;519,15;54,0;0,0;0,0
2030-04-04 11:00:00;589,84;0,0;25,45;519,15;45,24;0,0;0,0
2030-04-04 12:00:00;582,49;0,0;25,45;519,15;37,89;0,0;0,0
2030-04-04 13:00:00;578,25;0,0;25,45;519,15;33,66;0,0;0,0
2030-04-04 14:00:00;576,63;0,0;25,45;519,15;32,03;0,0;0,0
2030-04-04 15:00:00;574,88;0,0;25,45;519,15;30,28;0,0;0,0
2030-04-04 16:00:00;572,58;0,0;25,45;519,15;27,99;0,0;0,0
2030-04-04 17:00:00;574,62;0,0;25,45;519,15;30,02;0,0;0,0
2030-04-04 18:00:00;580,33;0,0;25,45;519,15;35,73;0,0;0,0
2030-04-04 19:00:00;584,09;0,0;25,45;519,15;39,49;0,0;0,0
2030-04-04 20:00:00;587,71;0,0;25,45;519,15;43,11;0,0;0,0
2030-04-04 21:00:00;591,41;0,0;25,45;519,15;46,82;0,0;0,0
2030-04-04 22:00:00;595,45;0,0;25,45;519,15;50,86;0,0;0,0
2030-04-04 23:00:00;599,3;0,0;25,45;519,15;54,7;0,0;0,0
2030-04-05 00:00:00;602,36;0,0;25,45;519,15;57,77;0,0;0,0
2030-04-05 01:00:00;605,08;0,0;25,45;519,15;60,48;0,0;0,0
2030-04-05 02:00:00;607,15;0,0;25,45;519,15;62,56;0,0;0,0
2030-04-05 03:00:00;609,09;0,0;25,45;519,15;64,49;0,0;0,0
2030-04-05 04:00:00;610,63;0,0;25,45;519,15;66,04;0,0;0,0
2030-04-05 05:00:00;612,05;0,0;25,45;519,15;67,46;0,0;0,0
2030-04-05 06:00:00;611,46;0,0;25,45;519,15;66,86;0,0;0,0
2030-04-05 07:00:00;612,09;0,0;25,45;519,15;67,49;0,0;0,0
2030-04-05 08:00:00;612,0;0,0;25,45;519,15;67,4;0,0;0,0
2030-04-05 09:00:00;613,21;0,0;25,45;519,15;68,61;0,0;0,0
2030-04-05 10:00:00;612,13;0,0;25,45;519,15;67,53;0,0;0,0
2030-04-05 11:00:00;607,6;0,0;25,45;519,15;63,0;0,0;0,0
2030-04-05 12:00:00;604,59;0,0;25,45;519,15;59,99;0,0;0,0
2030-04-05 13:00:00;603,12;0,0;25,45;519,15;58,52;0,0;0,0
2030-04-05 14:00:00;603,74;0,0;25,45;519,15;59,14;0,0;0,0
2030-04-05 15:00:00;603,35;0,0;25,45;519,15;58,75;0,0;0,0
2030-04-05 16:00:00;601,01;0,0;25,45;519,15;56,41;0,0;0,0
2030-04-05 17:00:00;598,71;0,0;25,45;519,15;54,11;0,0;0,0
2030-04-05 18:00:00;599,74;0,0;25,45;519,15;55,14;0,0;0,0
2030-04-05 19:00:00;602,26;0,0;25,45;519,15;57,67;0,0;0,0
2030-04-05 20:00:00;604,62;0,0;25,45;519,15;60,02;0,0;0,0
2030-04-05 21:00:00;607,75;0,0;25,45;519,15;63,15;0,0;0,0
2030-04-05 22:00:00;610,87;0,0;25,45;519,15;66,27;0,0;0,0
2030-04-05 23:00:00;614,16;0,0;25,45;519,15;69,56;0,0;0,0
2030-04-06 00:00:00;617,59;0,0;25,45;519,15;72,99;0,0;0,0
2030-04-06 01:00:00;621,14;0,0;25,45;519,15;76,54;0,0;0,0
2030-04-06 02:00:00;623,68;0,0;25,45;519,15;79,08;0,0;0,0
2030-04-06 03:00:00;626,44;0,0;25,45;519,15;81,84;0,0;0,0
2030-04-06 04:00:00;628,36;0,0;25,45;519,15;83,76;0,0;0,0
2030-04-06 05:00:00;629,62;0,0;25,45;519,15;85,02;0,0;0,0
2030-04-06 06:00:00;627,86;0,0;25,45;519,15;83,26;0,0;0,0
2030-04-06 07:00:00;624,25;0,0;25,45;519,15;79,65;0,0;0,0
2030-04-06 08:00:00;619,33;0,0;25,45;519,15;74,74;0,0;0,0
2030-04-06 09:00:00;612,95;0,0;25,45;519,15;68,35;0,0;0,0
2030-04-06 10:00:00;608,58;0,0;25,45;519,15;63,98;0,0;0,0
2030-04-06 11:00:00;603,3;0,0;25,45;519,15;58,7;0,0;0,0
2030-04-06 12:00:00;600,06;0,0;25,45;519,15;55,46;0,0;0,0
2030-04-06 13:00:00;597,57;0,0;25,45;519,15;52,97;0,0;0,0
2030-04-06 14:00:00;595,21;0,0;25,45;519,15;50,61;0,0;0,0
2030-04-06 15:00:00;593,36;0,0;25,45;519,15;48,77;0,0;0,0
2030-04-06 16:00:00;593,88;0,0;25,45;519,15;49,28;0,0;0,0
2030-04-06 17:00:00;596,19;0,0;25,45;519,15;51,59;0,0;0,0
2030-04-06 18:00:00;600,01;0,0;25,45;519,15;55,42;0,0;0,0
2030-04-06 19:00:00;601,7;0,0;25,45;519,15;57,1;0,0;0,0
2030-04-06 20:00:00;603,68;0,0;25,45;519,15;59,08;0,0;0,0
2030-04-06 21:00:00;605,71;0,0;25,45;519,15;61,11;0,0;0,0
2030-04-06 22:00:00;607,51;0,0;25,45;519,15;62,91;0,0;0,0
2030-04-06 23:00:00;609,58;0,0;25,45;519,15;64,98;0,0;0,0
2030-04-07 00:00:00;610,31;0,0;25,45;519,15;65,71;0,0;0,0
2030-04-07 01:00:00;610,63;0,0;25,45;519,15;66,03;0,0;0,0
2030-04-07 02:00:00;610,8;0,0;25,45;519,15;66,2;0,0;0,0
2030-04-07 03:00:00;611,12;0,0;25,45;519,15;66,52;0,0;0,0
2030-04-07 04:00:00;611,11;0,0;25,45;519,15;66,51;0,0;0,0
2030-04-07 05:00:00;611,01;0,0;25,45;519,15;66,42;0,0;0,0
2030-04-07 06:00:00;608,84;0,0;25,45;519,15;64,24;0,0;0,0
2030-04-07 07:00:00;606,24;0,0;25,45;519,15;61,64;0,0;0,0
2030-04-07 08:00:00;602,45;0,0;25,45;519,15;57,86;0,0;0,0
2030-04-07 09:00:00;602,28;0,0;25,45;519,15;57,68;0,0;0,0
2030-04-07 10:00:00;601,75;0,0;25,45;519,15;57,15;0,0;0,0
2030-04-07 11:00:00;597,02;0,0;25,45;519,15;52,42;0,0;0,0
2030-04-07 12:00:00;591,18;0,0;25,45;519,15;46,59;0,0;0,0
2030-04-07 13:00:00;586,35;0,0;25,45;519,15;41,75;0,0;0,0
2030-04-07 14:00:00;582,97;0,0;25,45;519,15;38,38;0,0;0,0
2030-04-07 15:00:00;579,9;0,0;25,45;519,15;35,3;0,0;0,0
2030-04-07 16:00:00;577,05;0,0;25,45;519,15;32,46;0,0;0,0
2030-04-07 17:00:00;577,63;0,0;25,45;519,15;33,03;0,0;0,0
2030-04-07 18:00:00;579,76;0,0;25,45;519,15;35,16;0,0;0,0
2030-04-07 19:00:00;581,33;0,0;25,45;519,15;36,73;0,0;0,0
2030-04-07 20:00:00;582,85;0,0;25,45;519,15;38,25;0,0;0,0
2030-04-07 21:00:00;584,78;0,0;25,45;519,15;40,18;0,0;0,0
2030-04-07 22:00:00;586,85;0,0;25,45;519,15;42,25;0,0;0,0
2030-04-07 23:00:00;588,77;0,0;25,45;519,15;44,17;0,0;0,0
2030-04-08 00:00:00;591,57;0,0;25,45;519,15;46,97;0,0;0,0
2030-04-08 01:00:00;594,79;0,0;25,45;519,15;50,19;0,0;0,0
2030-04-08 02:00:00;596,8;0,0;25,45;519,15;52,2;0,0;0,0
2030-04-08 03:00:00;599,04;0,0;25,45;519,15;54,44;0,0;0,0
2030-04-08 04:00:00;600,73;0,0;25,45;519,15;56,13;0,0;0,0
2030-04-08 05:00:00;601,81;0,0;25,45;519,15;57,21;0,0;0,0
2030-04-08 06:00:00;601,39;0,0;25,45;519,15;56,79;0,0;0,0
2030-04-08 07:00:00;600,6;0,0;25,45;519,15;56,0;0,0;0,0
2030-04-08 08:00:00;600,32;0,0;25,45;519,15;55,72;0,0;0,0
2030-04-08 09:00:00;600,23;0,0;25,45;519,15;55,63;0,0;0,0
2030-04-08 10:00:00;597,87;0,0;25,45;519,15;53,27;0,0;0,0
2030-04-08 11:00:00;594,79;0,0;25,45;519,15;50,19;0,0;0,0
2030-04-08 12:00:00;593,12;0,0;25,45;519,15;48,53;0,0;0,0
2030-04-08 13:00:00;594,32;0,0;25,45;519,15;49,72;0,0;0,0
2030-04-08 14:00:00;596,71;0,0;25,45;519,15;52,11;0,0;0,0
2030-04-08 15:00:00;597,36;0,0;25,45;519,15;52,77;0,0;0,0
2030-04-08 16:00:00;595,65;0,0;25,45;519,15;51,05;0,0;0,0
2030-04-08 17:00:00;595,68;0,0;25,45;519,15;51,08;0,0;0,0
2030-04-08 18:00:00;596,74;0,0;25,45;519,15;52,15;0,0;0,0
2030-04-08 19:00:00;597,95;0,0;25,45;519,15;53,35;0,0;0,0
2030-04-08 20:00:00;598,71;0,0;25,45;519,15;54,12;0,0;0,0
2030-04-08 21:00:00;600,05;0,0;25,45;519,15;55,46;0,0;0,0
2030-04-08 22:00:00;602,03;0,0;25,45;519,15;57,43;0,0;0,0
2030-04-08 23:00:00;602,77;0,0;25,45;519,15;58,17;0,0;0,0
2030-04-09 00:00:00;602,36;0,0;25,45;519,15;57,76;0,0;0,0
2030-04-09 01:00:00;602,59;0,0;25,45;519,15;57,99;0,0;0,0
2030-04-09 02:00:00;602,77;0,0;25,45;519,15;58,18;0,0;0,0
2030-04-09 03:00:00;602,65;0,0;25,45;519,15;58,05;0,0;0,0
2030-04-09 04:00:00;602,74;0,0;25,45;519,15;58,14;0,0;0,0
2030-04-09 05:00:00;602,81;0,0;25,45;519,15;58,21;0,0;0,0
2030-04-09 06:00:00;601,22;0,0;25,45;519,15;56,63;0,0;0,0
2030-04-09 07:00:00;599,33;0,0;25,45;519,15;54,73;0,0;0,0
2030-04-09 08:00:00;597,68;0,0;25,45;519,15;53,08;0,0;0,0
2030-04-09 09:00:00;596,27;0,0;25,45;519,15;51,67;0,0;0,0
2030-04-09 10:00:00;593,56;0,0;25,45;519,15;48,96;0,0;0,0
2030-04-09 11:00:00;588,58;0,0;25,45;519,15;43,99;0,0;0,0
2030-04-09 12:00:00;584,08;0,0;25,45;519,15;39,48;0,0;0,0
2030-04-09 13:00:00;582,39;0,0;25,45;519,15;37,79;0,0;0,0
2030-04-09 14:00:00;582,58;0,0;25,45;519,15;37,98;0,0;0,0
2030-04-09 15:00:00;582,43;0,0;25,45;519,15;37,83;0,0;0,0
2030-04-09 16:00:00;580,34;0,0;25,45;519,15;35,74;0,0;0,0
2030-04-09 17:00:00;581,52;0,0;25,45;519,15;36,92;0,0;0,0
2030-04-09 18:00:00;582,66;0,0;25,45;519,15;38,06;0,0;0,0
2030-04-09 19:00:00;582,64;0,0;25,45;519,15;38,04;0,0;0,0
2030-04-09 20:00:00;582,63;0,0;25,45;519,15;38,03;0,0;0,0
2030-04-09 21:00:00;582,61;0,0;25,45;519,15;38,02;0,0;0,0
2030-04-09 22:00:00;582,6;0,0;25,45;519,15;38,01;0,0;0,0
2030-04-09 23:00:00;582,6;0,0;25,45;519,15;38,0;0,0;0,0
2030-04-10 00:00:00;582,59;0,0;25,45;519,15;37,99;0,0;0,0
2030-04-10 01:00:00;582,31;0,0;25,45;519,15;37,71;0,0;0,0
2030-04-10 02:00:00;582,27;0,0;25,45;519,15;37,67;0,0;0,0
2030-04-10 03:00:00;581,97;0,0;25,45;519,15;37,37;0,0;0,0
2030-04-10 04:00:00;581,91;0,0;25,45;519,15;37,31;0,0;0,0
2030-04-10 05:00:00;581,59;0,0;25,45;519,15;36,99;0,0;0,0
2030-04-10 06:00:00;581,24;0,0;25,45;519,15;36,64;0,0;0,0
2030-04-10 07:00:00;580,78;0,0;25,45;519,15;36,18;0,0;0,0
2030-04-10 08:00:00;578,52;0,0;25,45;519,15;33,93;0,0;0,0
2030-04-10 09:00:00;578,59;0,0;25,45;519,15;33,99;0,0;0,0
2030-04-10 10:00:00;576,67;0,0;25,45;519,15;32,07;0,0;0,0
2030-04-10 11:00:00;570,73;0,0;25,45;519,15;26,14;0,0;0,0
2030-04-10 12:00:00;563,98;0,0;25,45;519,15;19,39;0,0;0,0
2030-04-10 13:00:00;560,73;0,0;25,45;519,15;16,14;0,0;0,0
2030-04-10 14:00:00;560,48;0,0;25,45;519,15;15,88;0,0;0,0
2030-04-10 15:00:00;561,22;0,0;25,45;519,15;16,62;0,0;0,0
2030-04-10 16:00:00;558,18;0,0;25,45;519,15;13,58;0,0;0,0
2030-04-10 17:00:00;558,72;0,0;25,45;519,15;14,12;0,0;0,0
2030-04-10 18:00:00;560,23;0,0;25,45;519,15;15,64;0,0;0,0
2030-04-10 19:00:00;560,97;0,0;25,45;519,15;16,37;0,0;0,0
2030-04-10 20:00:00;562,64;0,0;25,45;519,15;18,04;0,0;0,0
2030-04-10 21:00:00;564,23;0,0;25,45;519,15;19,63;0,0;0,0
2030-04-10 22:00:00;565,67;0,0;25,45;519,15;21,08;0,0;0,0
2030-04-10 23:00:00;568,28;0,0;25,45;519,15;23,68;0,0;0,0
2030-04-11 00:00:00;570,24;0,0;25,45;519,15;25,65;0,0;0,0
2030-04-11 01:00:00;573,09;0,0;25,45;519,15;28,49;0,0;0,0
2030-04-11 02:00:00;575,52;0,0;25,45;519,15;30,92;0,0;0,0
2030-04-11 03:00:00;576,91;0,0;25,45;519,15;32,31;0,0;0,0
2030-04-11 04:00:00;578,2;0,0;25,45;519,15;33,6;0,0;0,0
2030-04-11 05:00:00;578,87;0,0;25,45;519,15;34,27;0,0;0,0
2030-04-11 06:00:00;576,64;0,0;25,45;519,15;32,04;0,0;0,0
2030-04-11 07:00:00;576,0;0,0;25,45;519,15;31,4;0,0;0,0
2030-04-11 08:00:00;576,92;0,0;25,45;519,15;32,32;0,0;0,0
2030-04-11 09:00:00;579,1;0,0;25,45;519,15;34,5;0,0;0,0
2030-04-11 10:00:00;578,59;0,0;25,45;519,15;33,99;0,0;0,0
2030-04-11 11:00:00;575,55;0,0;25,45;519,15;30,96;0,0;0,0
2030-04-11 12:00:00;571,47;0,0;25,45;519,15;26,88;0,0;0,0
2030-04-11 13:00:00;566,89;0,0;25,45;519,15;22,29;0,0;0,0
2030-04-11 14:00:00;566,65;0,0;25,45;519,15;22,05;0,0;0,0
2030-04-11 15:00:00;566,82;0,0;25,45;519,15;22,22;0,0;0,0
2030-04-11 16:00:00;564,62;0,0;25,45;519,15;20,02;0,0;0,0
2030-04-11 17:00:00;564,81;0,0;25,45;519,15;20,21;0,0;0,0
2030-04-11 18:00:00;566,17;0,0;25,45;519,15;21,57;0,0;0,0
2030-04-11 19:00:00;568,06;0,0;25,45;519,15;23,46;0,0;0,0
2030-04-11 20:00:00;570,46;0,0;25,45;519,15;25,86;0,0;0,0
2030-04-11 21:00:00;572,81;0,0;25,45;519,15;28,21;0,0;0,0
2030-04-11 22:00:00;575,31;0,0;25,45;519,15;30,72;0,0;0,0
2030-04-11 23:00:00;578,21;0,0;25,45;519,15;33,61;0,0;0,0
2030-04-12 00:00:00;580,69;0,0;25,45;519,15;36,09;0,0;0,0
2030-04-12 01:00:00;583,48;0,0;25,45;519,15;38,89;0,0;0,0
2030-04-12 02:00:00;585,52;0,0;25,45;519,15;40,92;0,0;0,0
2030-04-12 03:00:00;587,23;0,0;25,45;519,15;42,64;0,0;0,0
2030-04-12 04:00:00;588,88;0,0;25,45;519,15;44,28;0,0;0,0
2030-04-12 05:00:00;589,64;0,0;25,45;519,15;45,04;0,0;0,0
2030-04-12 06:00:00;587,65;0,0;25,45;519,15;43,05;0,0;0,0
2030-04-12 07:00:00;584,23;0,0;25,45;519,15;39,63;0,0;0,0
2030-04-12 08:00:00;579,69;0,0;25,45;519,15;35,09;0,0;0,0
2030-04-12 09:00:00;576,58;0,0;25,45;519,15;31,98;0,0;0,0
2030-04-12 10:00:00;572,42;0,0;25,45;519,15;27,82;0,0;0,0
2030-04-12 11:00:00;567,03;0,0;25,45;519,15;22,43;0,0;0,0
2030-04-12 12:00:00;561,88;0,0;25,45;519,15;17,29;0,0;0,0
2030-04-12 13:00:00;558,72;0,0;25,45;519,15;14,13;0,0;0,0
2030-04-12 14:00:00;556,95;0,0;25,45;519,15;12,35;0,0;0,0
2030-04-12 15:00:00;554,52;0,0;25,45;519,15;9,93;0,0;0,0
2030-04-12 16:00:00;551,81;0,0;25,45;519,15;7,21;0,0;0,0
2030-04-12 17:00:00;552,42;0,0;25,45;519,15;7,82;0,0;0,0
2030-04-12 18:00:00;556,44;0,0;25,45;519,15;11,85;0,0;0,0
2030-04-12 19:00:00;559,01;0,0;25,45;519,15;14,42;0,0;0,0
2030-04-12 20:00:00;562,05;0,0;25,45;519,15;17,45;0,0;0,0
2030-04-12 21:00:00;565,28;0,0;25,45;519,15;20,68;0,0;0,0
2030-04-12 22:00:00;568,94;0,0;25,45;519,15;24,34;0,0;0,0
2030-04-12 23:00:00;572,47;0,0;25,45;519,15;27,88;0,0;0,0
2030-04-13 00:00:00;575,28;0,0;25,45;519,15;30,69;0,0;0,0
2030-04-13 01:00:00;578,34;0,0;25,45;519,15;33,75;0,0;0,0
2030-04-13 02:00:00;580,6;0,0;25,45;519,15;36,0;0,0;0,0
2030-04-13 03:00:00;582,48;0,0;25,45;519,15;37,89;0,0;0,0
2030-04-13 04:00:00;584,27;0,0;25,45;519,15;39,67;0,0;0,0
2030-04-13 05:00:00;585,14;0,0;25,45;519,15;40,55;0,0;0,0
2030-04-13 06:00:00;581,37;0,0;25,45;519,15;36,78;0,0;0,0
2030-04-13 07:00:00;575,39;0,0;25,45;519,15;30,79;0,0;0,0
2030-04-13 08:00:00;569,47;0,0;25,45;519,15;24,87;0,0;0,0
2030-04-13 09:00:00;563,77;0,0;25,45;519,15;19,17;0,0;0,0
2030-04-13 10:00:00;557,07;0,0;25,45;519,15;12,47;0,0;0,0
2030-04-13 11:00:00;550,42;0,0;25,45;519,15;5,82;0,0;0,0
2030-04-13 12:00:00;546,68;0,0;25,45;519,15;2,08;0,0;0,0
2030-04-13 13:00:00;545,29;0,0;25,45;519,15;0,7;0,0;0,0
2030-04-13 14:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-13 15:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-13 16:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-13 17:00:00;544,6;0,0;25,45;519,15;0,0;0,0;0,0
2030-04-13 18:00:00;544,61;0,0;25,45;519,15;0,02;0,0;0,0
2030-04-13 19:00:00;545,65;0,0;25,45;519,15;1,06;0,0;0,0
2030-04-13 20:00:00;547,33;0,0;25,45;519,15;2,73;0,0;0,0
2030-04-13 21:00:00;550,63;0,0;25,45;519,15;6,03;0,0;0,0
