;('Import_Oil_s', 'Oil_fuel_s');('Import_Synthetic_fuel_s', 'Oil_fuel_s');('Oil_fuel_s', 'Material_demand_Oil_s');('Oil_fuel_s', 'Mobility_demand_total_s');('Oil_fuel_s', 'Oil_demand_total_s');('Oil_fuel_s', 'excess_b_oil_fuel_s');('PtL_s', 'Oil_fuel_s')
;flow;flow;flow;flow;flow;flow;flow
2030-09-16 13:00:00;343,09;0,0;19,61;321,87;1,6;0,0;0,0
2030-09-16 14:00:00;342,84;0,0;19,61;321,87;1,35;0,0;0,0
2030-09-16 15:00:00;342,49;0,0;19,61;321,87;1,01;0,0;0,0
2030-09-16 16:00:00;342,03;0,0;19,61;321,87;0,54;0,0;0,0
2030-09-16 17:00:00;342,78;0,0;19,61;321,87;1,3;0,0;0,0
2030-09-16 18:00:00;345,58;0,0;19,61;321,87;4,09;0,0;0,0
2030-09-16 19:00:00;348,35;0,0;19,61;321,87;6,87;0,0;0,0
2030-09-16 20:00:00;351,28;0,0;19,61;321,87;9,8;0,0;0,0
2030-09-16 21:00:00;354,15;0,0;19,61;321,87;12,67;0,0;0,0
2030-09-16 22:00:00;357,21;0,0;19,61;321,87;15,73;0,0;0,0
2030-09-16 23:00:00;360,31;0,0;19,61;321,87;18,83;0,0;0,0
2030-09-17 00:00:00;362,16;0,0;19,61;321,87;20,68;0,0;0,0
2030-09-17 01:00:00;363,71;0,0;19,61;321,87;22,22;0,0;0,0
2030-09-17 02:00:00;364,76;0,0;19,61;321,87;23,27;0,0;0,0
2030-09-17 03:00:00;365,66;0,0;19,61;321,87;24,18;0,0;0,0
2030-09-17 04:00:00;366,27;0,0;19,61;321,87;24,79;0,0;0,0
2030-09-17 05:00:00;366,76;0,0;19,61;321,87;25,28;0,0;0,0
2030-09-17 06:00:00;365,43;0,0;19,61;321,87;23,94;0,0;0,0
2030-09-17 07:00:00;363,14;0,0;19,61;321,87;21,65;0,0;0,0
2030-09-17 08:00:00;360,6;0,0;19,61;321,87;19,11;0,0;0,0
2030-09-17 09:00:00;355,38;0,0;19,61;321,87;13,89;0,0;0,0
2030-09-17 10:00:00;349,25;0,0;19,61;321,87;7,76;0,0;0,0
2030-09-17 11:00:00;343,48;0,0;19,61;321,87;2,0;0,0;0,0
2030-09-17 12:00:00;341,96;0,0;19,61;321,87;0,48;0,0;0,0
2030-09-17 13:00:00;341,8;0,0;19,61;321,87;0,31;0,0;0,0
2030-09-17 14:00:00;342,21;0,0;19,61;321,87;0,73;0,0;0,0
2030-09-17 15:00:00;343,37;0,0;19,61;321,87;1,88;0,0;0,0
2030-09-17 16:00:00;343,71;0,0;19,61;321,87;2,23;0,0;0,0
2030-09-17 17:00:00;345,64;0,0;19,61;321,87;4,15;0,0;0,0
2030-09-17 18:00:00;347,98;0,0;19,61;321,87;6,49;0,0;0,0
2030-09-17 19:00:00;349,38;0,0;19,61;321,87;7,89;0,0;0,0
2030-09-17 20:00:00;350,55;0,0;19,61;321,87;9,07;0,0;0,0
2030-09-17 21:00:00;351,85;0,0;19,61;321,87;10,37;0,0;0,0
2030-09-17 22:00:00;353,13;0,0;19,61;321,87;11,65;0,0;0,0
2030-09-17 23:00:00;354,39;0,0;19,61;321,87;12,91;0,0;0,0
2030-09-18 00:00:00;356,18;0,0;19,61;321,87;14,69;0,0;0,0
2030-09-18 01:00:00;358,2;0,0;19,61;321,87;16,71;0,0;0,0
2030-09-18 02:00:00;360,1;0,0;19,61;321,87;18,61;0,0;0,0
2030-09-18 03:00:00;361,67;0,0;19,61;321,87;20,18;0,0;0,0
2030-09-18 04:00:00;363,03;0,0;19,61;321,87;21,55;0,0;0,0
2030-09-18 05:00:00;364,18;0,0;19,61;321,87;22,7;0,0;0,0
2030-09-18 06:00:00;363,65;0,0;19,61;321,87;22,17;0,0;0,0
2030-09-18 07:00:00;358,67;0,0;19,61;321,87;17,19;0,0;0,0
2030-09-18 08:00:00;353,95;0,0;19,61;321,87;12,47;0,0;0,0
2030-09-18 09:00:00;349,89;0,0;19,61;321,87;8,4;0,0;0,0
2030-09-18 10:00:00;344,81;0,0;19,61;321,87;3,33;0,0;0,0
2030-09-18 11:00:00;341,99;0,0;19,61;321,87;0,5;0,0;0,0
2030-09-18 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-18 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-18 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-18 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-18 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-18 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-18 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-18 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-18 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-18 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-18 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-18 23:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-19 00:00:00;341,49;0,0;19,61;321,87;0,01;0,0;0,0
2030-09-19 01:00:00;341,68;0,0;19,61;321,87;0,2;0,0;0,0
2030-09-19 02:00:00;341,87;0,0;19,61;321,87;0,38;0,0;0,0
2030-09-19 03:00:00;342,04;0,0;19,61;321,87;0,55;0,0;0,0
2030-09-19 04:00:00;342,17;0,0;19,61;321,87;0,69;0,0;0,0
2030-09-19 05:00:00;342,25;0,0;19,61;321,87;0,76;0,0;0,0
2030-09-19 06:00:00;342,27;0,0;19,61;321,87;0,78;0,0;0,0
2030-09-19 07:00:00;342,12;0,0;19,61;321,87;0,64;0,0;0,0
2030-09-19 08:00:00;341,96;0,0;19,61;321,87;0,48;0,0;0,0
2030-09-19 09:00:00;341,93;0,0;19,61;321,87;0,44;0,0;0,0
2030-09-19 10:00:00;341,71;0,0;19,61;321,87;0,22;0,0;0,0
2030-09-19 11:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-19 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-19 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-19 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-19 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-19 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-19 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-19 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-19 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-19 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-19 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-19 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-19 23:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 00:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 01:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 02:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 03:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 04:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 05:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 06:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 07:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 08:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 09:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 10:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 11:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-20 23:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 00:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 01:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 02:00:00;341,88;0,0;19,61;321,87;0,39;0,0;0,0
2030-09-21 03:00:00;342,69;0,0;19,61;321,87;1,2;0,0;0,0
2030-09-21 04:00:00;343,41;0,0;19,61;321,87;1,93;0,0;0,0
2030-09-21 05:00:00;344,53;0,0;19,61;321,87;3,05;0,0;0,0
2030-09-21 06:00:00;345,39;0,0;19,61;321,87;3,91;0,0;0,0
2030-09-21 07:00:00;343,85;0,0;19,61;321,87;2,37;0,0;0,0
2030-09-21 08:00:00;342,68;0,0;19,61;321,87;1,2;0,0;0,0
2030-09-21 09:00:00;341,69;0,0;19,61;321,87;0,21;0,0;0,0
2030-09-21 10:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 11:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-21 23:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-22 00:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-22 01:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-22 02:00:00;342,3;0,0;19,61;321,87;0,81;0,0;0,0
2030-09-22 03:00:00;343,27;0,0;19,61;321,87;1,79;0,0;0,0
2030-09-22 04:00:00;344,54;0,0;19,61;321,87;3,06;0,0;0,0
2030-09-22 05:00:00;346,39;0,0;19,61;321,87;4,91;0,0;0,0
2030-09-22 06:00:00;348,04;0,0;19,61;321,87;6,56;0,0;0,0
2030-09-22 07:00:00;346,62;0,0;19,61;321,87;5,13;0,0;0,0
2030-09-22 08:00:00;344,9;0,0;19,61;321,87;3,42;0,0;0,0
2030-09-22 09:00:00;343,91;0,0;19,61;321,87;2,43;0,0;0,0
2030-09-22 10:00:00;343,34;0,0;19,61;321,87;1,86;0,0;0,0
2030-09-22 11:00:00;342,78;0,0;19,61;321,87;1,3;0,0;0,0
2030-09-22 12:00:00;341,99;0,0;19,61;321,87;0,51;0,0;0,0
2030-09-22 13:00:00;341,52;0,0;19,61;321,87;0,04;0,0;0,0
2030-09-22 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-22 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-22 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-22 17:00:00;341,5;0,0;19,61;321,87;0,02;0,0;0,0
2030-09-22 18:00:00;342,0;0,0;19,61;321,87;0,51;0,0;0,0
2030-09-22 19:00:00;342,61;0,0;19,61;321,87;1,13;0,0;0,0
2030-09-22 20:00:00;344,02;0,0;19,61;321,87;2,53;0,0;0,0
2030-09-22 21:00:00;346,24;0,0;19,61;321,87;4,75;0,0;0,0
2030-09-22 22:00:00;350,15;0,0;19,61;321,87;8,67;0,0;0,0
2030-09-22 23:00:00;354,35;0,0;19,61;321,87;12,86;0,0;0,0
2030-09-23 00:00:00;358,0;0,0;19,61;321,87;16,52;0,0;0,0
2030-09-23 01:00:00;361,93;0,0;19,61;321,87;20,45;0,0;0,0
2030-09-23 02:00:00;365,63;0,0;19,61;321,87;24,14;0,0;0,0
2030-09-23 03:00:00;368,34;0,0;19,61;321,87;26,85;0,0;0,0
2030-09-23 04:00:00;370,87;0,0;19,61;321,87;29,38;0,0;0,0
2030-09-23 05:00:00;372,71;0,0;19,61;321,87;31,22;0,0;0,0
2030-09-23 06:00:00;373,28;0,0;19,61;321,87;31,79;0,0;0,0
2030-09-23 07:00:00;374,49;0,0;19,61;321,87;33,0;0,0;0,0
2030-09-23 08:00:00;375,77;0,0;19,61;321,87;34,28;0,0;0,0
2030-09-23 09:00:00;377,72;0,0;19,61;321,87;36,23;0,0;0,0
2030-09-23 10:00:00;376,35;0,0;19,61;321,87;34,87;0,0;0,0
2030-09-23 11:00:00;371,87;0,0;19,61;321,87;30,39;0,0;0,0
2030-09-23 12:00:00;367,77;0,0;19,61;321,87;26,29;0,0;0,0
2030-09-23 13:00:00;363,34;0,0;19,61;321,87;21,85;0,0;0,0
2030-09-23 14:00:00;361,79;0,0;19,61;321,87;20,3;0,0;0,0
2030-09-23 15:00:00;359,66;0,0;19,61;321,87;18,18;0,0;0,0
2030-09-23 16:00:00;357,14;0,0;19,61;321,87;15,66;0,0;0,0
2030-09-23 17:00:00;357,49;0,0;19,61;321,87;16,0;0,0;0,0
2030-09-23 18:00:00;359,72;0,0;19,61;321,87;18,23;0,0;0,0
2030-09-23 19:00:00;360,85;0,0;19,61;321,87;19,36;0,0;0,0
2030-09-23 20:00:00;361,86;0,0;19,61;321,87;20,38;0,0;0,0
2030-09-23 21:00:00;363,09;0,0;19,61;321,87;21,61;0,0;0,0
2030-09-23 22:00:00;364,37;0,0;19,61;321,87;22,88;0,0;0,0
2030-09-23 23:00:00;365,5;0,0;19,61;321,87;24,01;0,0;0,0
2030-09-24 00:00:00;366,45;0,0;19,61;321,87;24,97;0,0;0,0
2030-09-24 01:00:00;367,4;0,0;19,61;321,87;25,91;0,0;0,0
2030-09-24 02:00:00;368,15;0,0;19,61;321,87;26,66;0,0;0,0
2030-09-24 03:00:00;368,69;0,0;19,61;321,87;27,2;0,0;0,0
2030-09-24 04:00:00;369,36;0,0;19,61;321,87;27,87;0,0;0,0
2030-09-24 05:00:00;369,65;0,0;19,61;321,87;28,17;0,0;0,0
2030-09-24 06:00:00;369,34;0,0;19,61;321,87;27,86;0,0;0,0
2030-09-24 07:00:00;363,76;0,0;19,61;321,87;22,28;0,0;0,0
2030-09-24 08:00:00;360,31;0,0;19,61;321,87;18,82;0,0;0,0
2030-09-24 09:00:00;358,3;0,0;19,61;321,87;16,82;0,0;0,0
2030-09-24 10:00:00;354,27;0,0;19,61;321,87;12,79;0,0;0,0
2030-09-24 11:00:00;348,6;0,0;19,61;321,87;7,12;0,0;0,0
2030-09-24 12:00:00;347,75;0,0;19,61;321,87;6,26;0,0;0,0
2030-09-24 13:00:00;348,12;0,0;19,61;321,87;6,63;0,0;0,0
2030-09-24 14:00:00;351,56;0,0;19,61;321,87;10,08;0,0;0,0
2030-09-24 15:00:00;353,65;0,0;19,61;321,87;12,16;0,0;0,0
2030-09-24 16:00:00;353,71;0,0;19,61;321,87;12,23;0,0;0,0
2030-09-24 17:00:00;355,22;0,0;19,61;321,87;13,74;0,0;0,0
2030-09-24 18:00:00;357,03;0,0;19,61;321,87;15,55;0,0;0,0
2030-09-24 19:00:00;357,13;0,0;19,61;321,87;15,65;0,0;0,0
2030-09-24 20:00:00;356,92;0,0;19,61;321,87;15,43;0,0;0,0
2030-09-24 21:00:00;356,58;0,0;19,61;321,87;15,09;0,0;0,0
2030-09-24 22:00:00;356,13;0,0;19,61;321,87;14,65;0,0;0,0
2030-09-24 23:00:00;355,78;0,0;19,61;321,87;14,3;0,0;0,0
2030-09-25 00:00:00;355,93;0,0;19,61;321,87;14,45;0,0;0,0
2030-09-25 01:00:00;355,93;0,0;19,61;321,87;14,44;0,0;0,0
2030-09-25 02:00:00;355,92;0,0;19,61;321,87;14,44;0,0;0,0
2030-09-25 03:00:00;355,92;0,0;19,61;321,87;14,43;0,0;0,0
2030-09-25 04:00:00;355,92;0,0;19,61;321,87;14,43;0,0;0,0
2030-09-25 05:00:00;355,91;0,0;19,61;321,87;14,43;0,0;0,0
2030-09-25 06:00:00;355,73;0,0;19,61;321,87;14,25;0,0;0,0
2030-09-25 07:00:00;355,0;0,0;19,61;321,87;13,51;0,0;0,0
2030-09-25 08:00:00;353,82;0,0;19,61;321,87;12,34;0,0;0,0
2030-09-25 09:00:00;353,46;0,0;19,61;321,87;11,98;0,0;0,0
2030-09-25 10:00:00;351,6;0,0;19,61;321,87;10,12;0,0;0,0
2030-09-25 11:00:00;348,09;0,0;19,61;321,87;6,61;0,0;0,0
2030-09-25 12:00:00;347,24;0,0;19,61;321,87;5,75;0,0;0,0
2030-09-25 13:00:00;346,0;0,0;19,61;321,87;4,51;0,0;0,0
2030-09-25 14:00:00;346,79;0,0;19,61;321,87;5,3;0,0;0,0
2030-09-25 15:00:00;347,04;0,0;19,61;321,87;5,56;0,0;0,0
2030-09-25 16:00:00;345,36;0,0;19,61;321,87;3,87;0,0;0,0
2030-09-25 17:00:00;345,79;0,0;19,61;321,87;4,3;0,0;0,0
2030-09-25 18:00:00;346,55;0,0;19,61;321,87;5,07;0,0;0,0
2030-09-25 19:00:00;347,09;0,0;19,61;321,87;5,6;0,0;0,0
2030-09-25 20:00:00;347,69;0,0;19,61;321,87;6,21;0,0;0,0
2030-09-25 21:00:00;348,17;0,0;19,61;321,87;6,68;0,0;0,0
2030-09-25 22:00:00;348,85;0,0;19,61;321,87;7,36;0,0;0,0
2030-09-25 23:00:00;350,11;0,0;19,61;321,87;8,62;0,0;0,0
2030-09-26 00:00:00;350,38;0,0;19,61;321,87;8,89;0,0;0,0
2030-09-26 01:00:00;351,14;0,0;19,61;321,87;9,65;0,0;0,0
2030-09-26 02:00:00;351,92;0,0;19,61;321,87;10,44;0,0;0,0
2030-09-26 03:00:00;352,36;0,0;19,61;321,87;10,88;0,0;0,0
2030-09-26 04:00:00;352,95;0,0;19,61;321,87;11,47;0,0;0,0
2030-09-26 05:00:00;353,37;0,0;19,61;321,87;11,88;0,0;0,0
2030-09-26 06:00:00;353,03;0,0;19,61;321,87;11,54;0,0;0,0
2030-09-26 07:00:00;351,49;0,0;19,61;321,87;10,01;0,0;0,0
2030-09-26 08:00:00;349,69;0,0;19,61;321,87;8,2;0,0;0,0
2030-09-26 09:00:00;347,44;0,0;19,61;321,87;5,95;0,0;0,0
2030-09-26 10:00:00;344,34;0,0;19,61;321,87;2,86;0,0;0,0
2030-09-26 11:00:00;341,98;0,0;19,61;321,87;0,5;0,0;0,0
2030-09-26 12:00:00;341,51;0,0;19,61;321,87;0,02;0,0;0,0
2030-09-26 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-26 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-26 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-26 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-26 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-26 18:00:00;341,6;0,0;19,61;321,87;0,12;0,0;0,0
2030-09-26 19:00:00;341,87;0,0;19,61;321,87;0,39;0,0;0,0
2030-09-26 20:00:00;342,17;0,0;19,61;321,87;0,69;0,0;0,0
2030-09-26 21:00:00;342,8;0,0;19,61;321,87;1,31;0,0;0,0
2030-09-26 22:00:00;344,17;0,0;19,61;321,87;2,68;0,0;0,0
2030-09-26 23:00:00;345,83;0,0;19,61;321,87;4,35;0,0;0,0
2030-09-27 00:00:00;347,47;0,0;19,61;321,87;5,99;0,0;0,0
2030-09-27 01:00:00;349,46;0,0;19,61;321,87;7,97;0,0;0,0
2030-09-27 02:00:00;351,09;0,0;19,61;321,87;9,61;0,0;0,0
2030-09-27 03:00:00;352,15;0,0;19,61;321,87;10,67;0,0;0,0
2030-09-27 04:00:00;353,3;0,0;19,61;321,87;11,82;0,0;0,0
2030-09-27 05:00:00;355,31;0,0;19,61;321,87;13,82;0,0;0,0
2030-09-27 06:00:00;355,21;0,0;19,61;321,87;13,72;0,0;0,0
2030-09-27 07:00:00;355,27;0,0;19,61;321,87;13,79;0,0;0,0
2030-09-27 08:00:00;356,13;0,0;19,61;321,87;14,64;0,0;0,0
2030-09-27 09:00:00;357,55;0,0;19,61;321,87;16,07;0,0;0,0
2030-09-27 10:00:00;357,54;0,0;19,61;321,87;16,06;0,0;0,0
2030-09-27 11:00:00;355,93;0,0;19,61;321,87;14,44;0,0;0,0
2030-09-27 12:00:00;354,99;0,0;19,61;321,87;13,51;0,0;0,0
2030-09-27 13:00:00;352,47;0,0;19,61;321,87;10,98;0,0;0,0
2030-09-27 14:00:00;351,34;0,0;19,61;321,87;9,86;0,0;0,0
2030-09-27 15:00:00;349,9;0,0;19,61;321,87;8,42;0,0;0,0
2030-09-27 16:00:00;347,21;0,0;19,61;321,87;5,73;0,0;0,0
2030-09-27 17:00:00;347,0;0,0;19,61;321,87;5,52;0,0;0,0
2030-09-27 18:00:00;347,78;0,0;19,61;321,87;6,3;0,0;0,0
2030-09-27 19:00:00;348,43;0,0;19,61;321,87;6,95;0,0;0,0
2030-09-27 20:00:00;349,18;0,0;19,61;321,87;7,7;0,0;0,0
2030-09-27 21:00:00;349,83;0,0;19,61;321,87;8,35;0,0;0,0
2030-09-27 22:00:00;350,71;0,0;19,61;321,87;9,23;0,0;0,0
2030-09-27 23:00:00;351,46;0,0;19,61;321,87;9,98;0,0;0,0
2030-09-28 00:00:00;352,24;0,0;19,61;321,87;10,76;0,0;0,0
2030-09-28 01:00:00;353,22;0,0;19,61;321,87;11,74;0,0;0,0
2030-09-28 02:00:00;354,05;0,0;19,61;321,87;12,57;0,0;0,0
2030-09-28 03:00:00;354,54;0,0;19,61;321,87;13,05;0,0;0,0
2030-09-28 04:00:00;355,16;0,0;19,61;321,87;13,68;0,0;0,0
2030-09-28 05:00:00;355,6;0,0;19,61;321,87;14,12;0,0;0,0
2030-09-28 06:00:00;355,83;0,0;19,61;321,87;14,34;0,0;0,0
2030-09-28 07:00:00;354,56;0,0;19,61;321,87;13,08;0,0;0,0
2030-09-28 08:00:00;352,91;0,0;19,61;321,87;11,42;0,0;0,0
2030-09-28 09:00:00;350,86;0,0;19,61;321,87;9,38;0,0;0,0
2030-09-28 10:00:00;349,2;0,0;19,61;321,87;7,72;0,0;0,0
2030-09-28 11:00:00;347,65;0,0;19,61;321,87;6,16;0,0;0,0
2030-09-28 12:00:00;346,78;0,0;19,61;321,87;5,29;0,0;0,0
2030-09-28 13:00:00;345,96;0,0;19,61;321,87;4,48;0,0;0,0
2030-09-28 14:00:00;345,56;0,0;19,61;321,87;4,08;0,0;0,0
2030-09-28 15:00:00;345,78;0,0;19,61;321,87;4,29;0,0;0,0
2030-09-28 16:00:00;346,12;0,0;19,61;321,87;4,64;0,0;0,0
2030-09-28 17:00:00;347,3;0,0;19,61;321,87;5,81;0,0;0,0
2030-09-28 18:00:00;347,92;0,0;19,61;321,87;6,43;0,0;0,0
2030-09-28 19:00:00;348,77;0,0;19,61;321,87;7,28;0,0;0,0
2030-09-28 20:00:00;350,04;0,0;19,61;321,87;8,56;0,0;0,0
2030-09-28 21:00:00;350,32;0,0;19,61;321,87;8,84;0,0;0,0
2030-09-28 22:00:00;351,09;0,0;19,61;321,87;9,61;0,0;0,0
2030-09-28 23:00:00;351,89;0,0;19,61;321,87;10,4;0,0;0,0
2030-09-29 00:00:00;352,51;0,0;19,61;321,87;11,03;0,0;0,0
2030-09-29 01:00:00;352,95;0,0;19,61;321,87;11,47;0,0;0,0
2030-09-29 02:00:00;353,55;0,0;19,61;321,87;12,06;0,0;0,0
2030-09-29 03:00:00;353,96;0,0;19,61;321,87;12,47;0,0;0,0
2030-09-29 04:00:00;354,34;0,0;19,61;321,87;12,86;0,0;0,0
2030-09-29 05:00:00;354,53;0,0;19,61;321,87;13,05;0,0;0,0
2030-09-29 06:00:00;354,32;0,0;19,61;321,87;12,84;0,0;0,0
2030-09-29 07:00:00;351,32;0,0;19,61;321,87;9,84;0,0;0,0
2030-09-29 08:00:00;347,88;0,0;19,61;321,87;6,39;0,0;0,0
2030-09-29 09:00:00;344,27;0,0;19,61;321,87;2,79;0,0;0,0
2030-09-29 10:00:00;342,18;0,0;19,61;321,87;0,7;0,0;0,0
2030-09-29 11:00:00;341,51;0,0;19,61;321,87;0,03;0,0;0,0
2030-09-29 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-29 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-29 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-29 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-29 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-29 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-29 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-29 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-29 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-29 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-29 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-09-29 23:00:00;341,98;0,0;19,61;321,87;0,49;0,0;0,0
2030-09-30 00:00:00;342,68;0,0;19,61;321,87;1,2;0,0;0,0
2030-09-30 01:00:00;344,94;0,0;19,61;321,87;3,46;0,0;0,0
2030-09-30 02:00:00;348,8;0,0;19,61;321,87;7,31;0,0;0,0
2030-09-30 03:00:00;351,84;0,0;19,61;321,87;10,36;0,0;0,0
2030-09-30 04:00:00;354,66;0,0;19,61;321,87;13,18;0,0;0,0
2030-09-30 05:00:00;356,91;0,0;19,61;321,87;15,43;0,0;0,0
2030-09-30 06:00:00;358,24;0,0;19,61;321,87;16,75;0,0;0,0
2030-09-30 07:00:00;357,78;0,0;19,61;321,87;16,3;0,0;0,0
2030-09-30 08:00:00;357,31;0,0;19,61;321,87;15,82;0,0;0,0
2030-09-30 09:00:00;357,57;0,0;19,61;321,87;16,09;0,0;0,0
2030-09-30 10:00:00;356,8;0,0;19,61;321,87;15,32;0,0;0,0
2030-09-30 11:00:00;354,06;0,0;19,61;321,87;12,58;0,0;0,0
2030-09-30 12:00:00;352,59;0,0;19,61;321,87;11,11;0,0;0,0
