;('Biogas_feedin_existing_m', 'Gas_m');('Biogas_feedin_new_m', 'Gas_m');('Gas_m', 'Gas_demand_total_m');('Gas_m', 'Gas_storage_m');('Gas_m', 'GuD_m');('Gas_m', 'Material_demand_Gas_m');('Gas_m', 'excess_b_gas_m');('Gas_storage_m', 'Gas_m');('Hydrogen_feedin_m', 'Gas_m');('Import_Gas_m', 'Gas_m');('Methanisation_m', 'Gas_m')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-09-23 11:00:00;388,17;0,0;252,88;134,93;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-23 12:00:00;388,17;0,0;239,75;148,06;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-23 13:00:00;388,17;0,0;237,96;149,85;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-23 14:00:00;388,17;0,0;241,59;146,22;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-23 15:00:00;388,17;0,0;231,59;156,22;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-23 16:00:00;388,17;0,0;215,91;171,9;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-23 17:00:00;388,17;0,0;204,15;183,66;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-23 18:00:00;388,17;0,0;204,6;183,21;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-23 19:00:00;388,17;0,0;201,68;186,14;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-23 20:00:00;388,17;0,0;199,96;187,86;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-23 21:00:00;388,17;0,0;200,1;187,71;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-23 22:00:00;388,17;0,0;195,23;192,58;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-23 23:00:00;388,17;0,0;203,38;184,43;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 00:00:00;388,17;0,0;168,21;219,6;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 01:00:00;388,17;0,0;170,54;217,27;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 02:00:00;388,17;0,0;183,37;204,44;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 03:00:00;388,17;0,0;187,64;200,17;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 04:00:00;388,17;0,0;196,31;191,5;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 05:00:00;388,17;0,0;204,54;183,28;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 06:00:00;388,17;0,0;204,13;183,68;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 07:00:00;388,17;0,0;193,67;194,14;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 08:00:00;388,17;0,0;198,14;189,67;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 09:00:00;388,17;0,0;195,86;191,95;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 10:00:00;388,17;0,0;197,75;190,06;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 11:00:00;388,17;0,0;164,72;223,09;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 12:00:00;388,17;0,0;132,67;255,14;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 13:00:00;388,17;0,0;93,13;294,68;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 14:00:00;388,17;0,0;77,24;310,57;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 15:00:00;388,17;0,0;64,78;323,04;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 16:00:00;388,17;0,0;59,42;328,39;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 17:00:00;388,17;0,0;53,97;333,84;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 18:00:00;388,17;0,0;53,06;334,76;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 19:00:00;388,17;0,0;57,03;330,78;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 20:00:00;388,17;0,0;61,93;325,89;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 21:00:00;388,17;0,0;72,69;315,12;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 22:00:00;388,17;0,0;83,01;304,8;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-24 23:00:00;388,17;0,0;96,11;291,7;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 00:00:00;388,17;0,0;116,92;270,89;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 01:00:00;388,17;0,0;132,68;255,13;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 02:00:00;388,17;0,0;151,76;236,05;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 03:00:00;388,17;0,0;165,02;222,79;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 04:00:00;388,17;0,0;187,3;200,52;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 05:00:00;388,17;0,0;201,2;186,62;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 06:00:00;388,17;0,0;184,74;203,08;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 07:00:00;388,17;0,0;172,51;215,3;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 08:00:00;388,17;0,0;140,16;247,65;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 09:00:00;388,17;0,0;128,19;259,62;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 10:00:00;388,17;0,0;110,89;276,92;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 11:00:00;388,17;0,0;99,34;288,47;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 12:00:00;388,17;0,0;87,26;300,55;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 13:00:00;388,17;0,0;79,75;308,06;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 14:00:00;388,17;0,0;87,86;299,95;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 15:00:00;388,17;0,0;97,59;290,22;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 16:00:00;388,17;0,0;98,28;289,54;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 17:00:00;388,17;0,0;114,42;273,39;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 18:00:00;388,17;0,0;128,85;258,96;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 19:00:00;388,17;0,0;138,66;249,16;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 20:00:00;388,17;0,0;147,99;239,83;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 21:00:00;388,17;0,0;162,33;225,48;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 22:00:00;388,17;0,0;171,91;215,91;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-25 23:00:00;388,17;0,0;187,58;200,24;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 00:00:00;388,17;0,0;240,8;147,01;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 01:00:00;388,17;0,0;245,97;141,84;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 02:00:00;388,17;0,0;260,15;127,66;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 03:00:00;388,17;0,0;271,07;116,74;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 04:00:00;388,17;0,0;298,43;89,38;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 05:00:00;388,17;0,0;340,8;47,01;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 06:00:00;388,17;0,0;385,05;2,76;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 07:00:00;388,17;0,0;396,58;0,0;0,0;0,36;0,0;8,77;0,0;0,0;0,0
2030-09-26 08:00:00;388,17;0,0;390,84;0,0;0,0;0,36;0,0;3,03;0,0;0,0;0,0
2030-09-26 09:00:00;388,17;0,0;391,16;0,0;0,0;0,36;0,0;3,35;0,0;0,0;0,0
2030-09-26 10:00:00;388,17;0,0;379,58;8,23;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 11:00:00;388,17;0,0;362,91;24,91;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 12:00:00;388,17;0,0;352,58;35,23;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 13:00:00;388,17;0,0;331,43;56,38;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 14:00:00;388,17;0,0;318,89;68,92;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 15:00:00;388,17;0,0;298,02;89,79;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 16:00:00;388,17;0,0;276,19;111,62;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 17:00:00;388,17;0,0;263,27;124,54;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 18:00:00;388,17;0,0;260,74;127,07;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 19:00:00;388,17;0,0;256,9;130,91;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 20:00:00;388,17;0,0;251,24;136,57;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 21:00:00;388,17;0,0;246,59;141,22;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 22:00:00;388,17;0,0;233,92;153,89;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-26 23:00:00;388,17;0,0;236,08;151,73;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-27 00:00:00;388,17;0,0;245,64;142,18;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-27 01:00:00;388,17;0,0;249,54;138,27;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-27 02:00:00;388,17;0,0;259,05;128,76;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-27 03:00:00;388,17;0,0;273,79;114,02;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-27 04:00:00;388,17;0,0;299,0;88,81;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-27 05:00:00;388,17;0,0;327,03;60,79;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-27 06:00:00;388,17;0,0;369,87;17,94;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-27 07:00:00;388,17;0,0;387,83;0,0;0,0;0,36;0,0;0,01;0,0;0,0;0,0
2030-09-27 08:00:00;388,17;0,0;393,81;0,0;0,0;0,36;0,0;5,99;0,0;0,0;0,0
2030-09-27 09:00:00;388,17;0,0;392,46;0,0;0,0;0,36;0,0;4,65;0,0;0,0;0,0
2030-09-27 10:00:00;388,17;0,0;382,69;0,0;5,12;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-27 11:00:00;388,17;0,0;363,81;0,0;24,01;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-27 12:00:00;388,17;0,0;350,53;0,0;37,28;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-27 13:00:00;388,17;0,0;346,55;41,26;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-27 14:00:00;388,17;0,0;365,73;22,08;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-27 15:00:00;388,17;0,0;343,53;44,28;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-27 16:00:00;388,17;0,0;327,81;0,0;216,87;0,36;0,0;156,86;0,0;0,0;0,0
2030-09-27 17:00:00;388,17;0,0;314,65;0,0;216,87;0,36;0,0;143,7;0,0;0,0;0,0
2030-09-27 18:00:00;388,17;0,0;304,7;0,0;216,87;0,36;0,0;133,75;0,0;0,0;0,0
2030-09-27 19:00:00;388,17;0,0;293,75;0,0;216,87;0,36;0,0;122,8;0,0;0,0;0,0
2030-09-27 20:00:00;388,17;0,0;289,07;0,0;216,87;0,36;0,0;118,13;0,0;0,0;0,0
2030-09-27 21:00:00;388,17;0,0;281,3;0,0;216,87;0,36;0,0;110,36;0,0;0,0;0,0
2030-09-27 22:00:00;388,17;0,0;272,68;0,0;216,87;0,36;0,0;101,73;0,0;0,0;0,0
2030-09-27 23:00:00;388,17;0,0;282,09;0,0;216,87;0,36;0,0;111,15;0,0;0,0;0,0
2030-09-28 00:00:00;388,17;0,0;288,26;0,0;216,87;0,36;0,0;117,32;0,0;0,0;0,0
2030-09-28 01:00:00;388,17;0,0;291,68;0,0;96,13;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-28 02:00:00;388,17;0,0;302,84;84,98;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-28 03:00:00;388,17;0,0;311,31;76,51;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-28 04:00:00;388,17;0,0;338,34;0,0;49,47;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-28 05:00:00;388,17;0,0;371,16;0,0;216,87;0,36;0,0;200,21;0,0;0,0;0,0
2030-09-28 06:00:00;388,17;0,0;413,98;0,0;216,87;0,36;0,0;243,03;0,0;0,0;0,0
2030-09-28 07:00:00;388,17;0,0;420,04;0,0;216,87;0,36;0,0;249,1;0,0;0,0;0,0
2030-09-28 08:00:00;388,17;0,0;420,17;0,0;216,87;0,36;0,0;249,23;0,0;0,0;0,0
2030-09-28 09:00:00;388,17;0,0;408,36;0,0;216,87;0,36;0,0;237,41;0,0;0,0;0,0
2030-09-28 10:00:00;388,17;0,0;381,49;0,0;216,87;0,36;0,0;210,55;0,0;0,0;0,0
2030-09-28 11:00:00;388,17;0,0;342,94;0,0;216,87;0,36;0,0;172,0;0,0;0,0;0,0
2030-09-28 12:00:00;388,17;0,0;324,99;0,0;216,87;0,36;0,0;154,05;0,0;0,0;0,0
2030-09-28 13:00:00;388,17;0,0;316,5;0,0;216,87;0,36;0,0;145,55;0,0;0,0;0,0
2030-09-28 14:00:00;388,17;0,0;320,29;0,0;216,87;0,36;0,0;149,35;0,0;0,0;0,0
2030-09-28 15:00:00;388,17;0,0;316,61;0,0;216,87;0,36;0,0;145,67;0,0;0,0;0,0
2030-09-28 16:00:00;388,17;0,0;319,95;0,0;86,78;0,36;0,0;18,92;0,0;0,0;0,0
2030-09-28 17:00:00;388,17;0,0;316,9;0,0;70,91;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-28 18:00:00;388,17;0,0;305,99;0,0;216,87;0,36;0,0;135,05;0,0;0,0;0,0
2030-09-28 19:00:00;388,17;0,0;296,35;0,0;91,46;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-28 20:00:00;388,17;0,0;287,91;0,0;99,9;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-28 21:00:00;388,17;0,0;281,52;0,0;216,87;0,36;0,0;110,58;0,0;0,0;0,0
2030-09-28 22:00:00;388,17;0,0;271,15;0,0;216,87;0,36;0,0;100,21;0,0;0,0;0,0
2030-09-28 23:00:00;388,17;0,0;276,71;0,0;216,87;0,36;0,0;105,76;0,0;0,0;0,0
2030-09-29 00:00:00;388,17;0,0;283,54;0,0;216,87;0,36;0,0;112,6;0,0;0,0;0,0
2030-09-29 01:00:00;388,17;0,0;288,13;0,0;99,68;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-29 02:00:00;388,17;0,0;301,87;85,94;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-29 03:00:00;388,17;0,0;308,44;79,37;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-29 04:00:00;388,17;0,0;335,67;0,0;52,14;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-29 05:00:00;388,17;0,0;369,08;0,0;216,87;0,36;0,0;198,14;0,0;0,0;0,0
2030-09-29 06:00:00;388,17;0,0;415,77;0,0;216,87;0,36;0,0;244,83;0,0;0,0;0,0
2030-09-29 07:00:00;388,17;0,0;434,31;0,0;216,87;0,36;0,0;263,36;0,0;0,0;0,0
2030-09-29 08:00:00;388,17;0,0;428,3;0,0;216,87;0,36;0,0;257,36;0,0;0,0;0,0
2030-09-29 09:00:00;388,17;0,0;414,59;0,0;216,87;0,36;0,0;243,65;0,0;0,0;0,0
2030-09-29 10:00:00;388,17;0,0;400,99;0,0;216,87;0,36;0,0;230,05;0,0;0,0;0,0
2030-09-29 11:00:00;388,17;0,0;381,11;0,0;216,87;0,36;0,0;210,17;0,0;0,0;0,0
2030-09-29 12:00:00;388,17;0,0;366,83;0,0;216,87;0,36;0,0;195,89;0,0;0,0;0,0
2030-09-29 13:00:00;388,17;0,0;357,72;30,09;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-29 14:00:00;388,17;0,0;353,56;0,0;80,25;0,36;0,0;46,0;0,0;0,0;0,0
2030-09-29 15:00:00;388,17;0,0;341,88;0,0;216,87;0,36;0,0;170,93;0,0;0,0;0,0
2030-09-29 16:00:00;388,17;0,0;341,97;45,84;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-29 17:00:00;388,17;0,0;337,95;49,86;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-29 18:00:00;388,17;0,0;324,62;63,19;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-29 19:00:00;388,17;0,0;314,71;73,1;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-29 20:00:00;388,17;0,0;305,95;81,87;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-29 21:00:00;388,17;0,0;298,88;0,0;216,87;0,36;0,0;127,94;0,0;0,0;0,0
2030-09-29 22:00:00;388,17;0,0;289,11;0,0;216,87;0,36;0,0;118,17;0,0;0,0;0,0
2030-09-29 23:00:00;388,17;0,0;295,89;0,0;216,87;0,36;0,0;124,94;0,0;0,0;0,0
2030-09-30 00:00:00;388,17;0,0;291,94;0,0;216,87;0,36;0,0;120,99;0,0;0,0;0,0
2030-09-30 01:00:00;388,17;0,0;293,75;0,0;94,07;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-30 02:00:00;388,17;0,0;301,05;86,76;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-30 03:00:00;388,17;0,0;306,53;81,28;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-30 04:00:00;388,17;0,0;330,42;0,0;57,39;0,36;0,0;0,0;0,0;0,0;0,0
2030-09-30 05:00:00;388,17;0,0;361,03;0,0;216,87;0,36;0,0;190,09;0,0;0,0;0,0
2030-09-30 06:00:00;388,17;0,0;403,7;0,0;216,87;0,36;0,0;232,76;0,0;0,0;0,0
2030-09-30 07:00:00;388,17;0,0;423,69;0,0;216,87;0,36;0,0;252,75;0,0;0,0;0,0
2030-09-30 08:00:00;388,17;0,0;420,92;0,0;216,87;0,36;0,0;249,98;0,0;0,0;0,0
2030-09-30 09:00:00;388,17;0,0;421,66;0,0;216,87;0,36;0,0;250,72;0,0;0,0;0,0
2030-09-30 10:00:00;388,17;0,0;403,98;0,0;216,87;0,36;0,0;233,04;0,0;0,0;0,0
2030-09-30 11:00:00;388,17;0,0;356,63;0,0;216,87;0,36;0,0;185,69;0,0;0,0;0,0
2030-09-30 12:00:00;388,17;0,0;324,92;0,0;216,87;0,36;0,0;153,98;0,0;0,0;0,0
2030-09-30 13:00:00;388,17;0,0;300,64;0,0;216,87;0,36;0,0;129,69;0,0;0,0;0,0
2030-09-30 14:00:00;388,17;0,0;288,32;0,0;216,87;0,36;0,0;117,37;0,0;0,0;0,0
2030-09-30 15:00:00;388,17;0,0;270,11;0,0;216,87;0,36;0,0;99,17;0,0;0,0;0,0
2030-09-30 16:00:00;388,17;0,0;251,26;0,0;216,87;0,36;0,0;80,32;0,0;0,0;0,0
2030-09-30 17:00:00;388,17;0,0;248,55;0,0;216,87;0,36;0,0;77,6;0,0;0,0;0,0
2030-09-30 18:00:00;388,17;0,0;244,73;0,0;216,87;0,36;0,0;73,79;0,0;0,0;0,0
2030-09-30 19:00:00;388,17;0,0;241,76;0,0;216,87;0,36;0,0;70,81;0,0;0,0;0,0
2030-09-30 20:00:00;388,17;0,0;243,35;0,0;216,87;0,36;0,0;72,4;0,0;0,0;0,0
2030-09-30 21:00:00;388,17;0,0;245,91;0,0;216,87;0,36;0,0;74,97;0,0;0,0;0,0
2030-09-30 22:00:00;388,17;0,0;250,6;0,0;216,87;0,36;0,0;79,65;0,0;0,0;0,0
2030-09-30 23:00:00;388,17;0,0;271,26;0,0;216,87;0,36;0,0;100,32;0,0;0,0;0,0
2030-10-01 00:00:00;388,17;0,0;259,34;0,0;216,87;0,36;0,0;88,39;0,0;0,0;0,0
2030-10-01 01:00:00;388,17;0,0;285,54;0,0;102,28;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-01 02:00:00;388,17;0,0;303,51;0,0;84,3;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-01 03:00:00;388,17;0,0;323,19;64,62;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-01 04:00:00;388,17;0,0;343,7;44,12;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-01 05:00:00;388,17;0,0;361,74;0,0;26,07;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-01 06:00:00;388,17;0,0;389,43;0,0;216,87;0,36;0,0;218,48;0,0;0,0;0,0
2030-10-01 07:00:00;388,17;0,0;407,57;0,0;216,87;0,36;0,0;236,63;0,0;0,0;0,0
2030-10-01 08:00:00;388,17;0,0;410,93;0,0;216,87;0,36;0,0;239,99;0,0;0,0;0,0
2030-10-01 09:00:00;388,17;0,0;404,26;0,0;216,87;0,36;0,0;233,32;0,0;0,0;0,0
2030-10-01 10:00:00;388,17;0,0;370,19;0,0;60,93;0,36;0,0;43,31;0,0;0,0;0,0
2030-10-01 11:00:00;388,17;0,0;343,11;0,0;216,87;0,36;0,0;172,17;0,0;0,0;0,0
2030-10-01 12:00:00;388,17;0,0;337,82;0,0;216,87;0,36;0,0;166,87;0,0;0,0;0,0
2030-10-01 13:00:00;388,17;0,0;328,36;0,0;216,87;0,36;0,0;157,42;0,0;0,0;0,0
2030-10-01 14:00:00;388,17;0,0;328,35;0,0;216,87;0,36;0,0;157,41;0,0;0,0;0,0
2030-10-01 15:00:00;388,17;0,0;318,41;0,0;69,41;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-01 16:00:00;388,17;0,0;310,73;0,0;216,87;0,36;0,0;139,78;0,0;0,0;0,0
2030-10-01 17:00:00;388,17;0,0;311,65;0,0;216,87;0,36;0,0;140,71;0,0;0,0;0,0
2030-10-01 18:00:00;388,17;0,0;314,42;0,0;216,87;0,36;0,0;143,48;0,0;0,0;0,0
2030-10-01 19:00:00;388,17;0,0;318,7;0,0;216,87;0,36;0,0;147,76;0,0;0,0;0,0
2030-10-01 20:00:00;388,17;0,0;327,6;0,0;216,87;0,36;0,0;156,66;0,0;0,0;0,0
2030-10-01 21:00:00;388,17;0,0;340,13;0,0;216,87;0,36;0,0;169,18;0,0;0,0;0,0
2030-10-01 22:00:00;388,17;0,0;345,15;0,0;216,87;0,36;0,0;174,21;0,0;0,0;0,0
2030-10-01 23:00:00;388,17;0,0;359,02;0,0;216,87;0,36;0,0;188,08;0,0;0,0;0,0
2030-10-02 00:00:00;388,17;0,0;401,96;0,0;0,0;0,36;0,0;14,14;0,0;0,0;0,0
2030-10-02 01:00:00;388,17;0,0;412,55;0,0;0,0;0,36;0,0;24,74;0,0;0,0;0,0
2030-10-02 02:00:00;388,17;0,0;421,68;0,0;0,0;0,36;0,0;33,87;0,0;0,0;0,0
2030-10-02 03:00:00;388,17;0,0;441,01;0,0;0,0;0,36;0,0;53,2;0,0;0,0;0,0
2030-10-02 04:00:00;388,17;0,0;458,55;0,0;0,0;0,36;0,0;70,73;0,0;0,0;0,0
2030-10-02 05:00:00;388,17;0,0;479,72;0,0;0,0;0,36;0,0;91,91;0,0;0,0;0,0
2030-10-02 06:00:00;388,17;0,0;463,15;0,0;0,0;0,36;0,0;75,34;0,0;0,0;0,0
2030-10-02 07:00:00;388,17;0,0;466,76;0,0;0,0;0,36;0,0;78,95;0,0;0,0;0,0
2030-10-02 08:00:00;388,17;0,0;454,25;0,0;0,0;0,36;0,0;66,44;0,0;0,0;0,0
2030-10-02 09:00:00;388,17;0,0;422,69;0,0;0,0;0,36;0,0;34,87;0,0;0,0;0,0
2030-10-02 10:00:00;388,17;0,0;381,1;6,71;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-02 11:00:00;388,17;0,0;360,97;26,84;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-02 12:00:00;388,17;0,0;340,97;46,84;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-02 13:00:00;388,17;0,0;319,84;67,97;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-02 14:00:00;388,17;0,0;309,97;77,84;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-02 15:00:00;388,17;0,0;298,91;88,9;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-02 16:00:00;388,17;0,0;289,05;98,76;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-02 17:00:00;388,17;0,0;309,45;78,36;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-02 18:00:00;388,17;0,0;321,16;66,65;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-02 19:00:00;388,17;0,0;336,62;51,19;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-02 20:00:00;388,17;0,0;343,1;44,71;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-02 21:00:00;388,17;0,0;369,25;18,56;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-02 22:00:00;388,17;0,0;373,25;14,56;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-02 23:00:00;388,17;0,0;366,0;21,81;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-03 00:00:00;388,17;0,0;376,63;11,19;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-03 01:00:00;388,17;0,0;388,67;0,0;0,0;0,36;0,0;0,86;0,0;0,0;0,0
2030-10-03 02:00:00;388,17;0,0;399,4;0,0;0,0;0,36;0,0;11,59;0,0;0,0;0,0
2030-10-03 03:00:00;388,17;0,0;419,91;0,0;0,0;0,36;0,0;32,1;0,0;0,0;0,0
2030-10-03 04:00:00;388,17;0,0;436,6;0,0;0,0;0,36;0,0;48,79;0,0;0,0;0,0
2030-10-03 05:00:00;388,17;0,0;457,6;0,0;0,0;0,36;0,0;69,79;0,0;0,0;0,0
2030-10-03 06:00:00;388,17;0,0;438,56;0,0;0,0;0,36;0,0;50,75;0,0;0,0;0,0
2030-10-03 07:00:00;388,17;0,0;424,87;0,0;0,0;0,36;0,0;37,06;0,0;0,0;0,0
2030-10-03 08:00:00;388,17;0,0;413,89;0,0;0,0;0,36;0,0;26,08;0,0;0,0;0,0
2030-10-03 09:00:00;388,17;0,0;371,26;16,55;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-03 10:00:00;388,17;0,0;323,26;64,55;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-10-03 11:00:00;388,17;0,0;276,92;110,89;0,0;0,36;0,0;0,0;0,0;0,0;0,0
