;('Electricity_HS', 'HS<->East');('Electricity_HS', 'HS<->Middle');('Electricity_HS', 'HS<->North');('Electricity_HS', 'HS<->Swest');('Electricity_HS', 'HöS<->HS');('HS<->East', 'Electricity_HS');('HS<->Middle', 'Electricity_HS');('HS<->North', 'Electricity_HS');('HS<->Swest', 'Electricity_HS');('HöS<->HS', 'Electricity_HS')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-03-18 08:00:00;0,0;255,48;0,0;0,0;0,0;0,0;0,0;0,0;255,48;0,0
2030-03-18 09:00:00;0,0;384,1;24,0;0,0;0,0;46,78;0,0;0,0;361,32;0,0
2030-03-18 10:00:00;41,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,7;0,0
2030-03-18 11:00:00;44,32;116,4;0,0;0,0;0,0;0,0;0,0;0,0;160,72;0,0
2030-03-18 12:00:00;35,49;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35,49;0,0
2030-03-18 13:00:00;670,56;564,47;240,04;0,0;0,0;0,0;0,0;0,0;0,0;1475,07
2030-03-18 14:00:00;676,67;585,37;240,17;0,0;0,0;0,0;0,0;0,0;0,0;1502,21
2030-03-18 15:00:00;532,8;538,83;247,16;0,0;0,0;0,0;0,0;0,0;0,0;1318,79
2030-03-18 16:00:00;439,61;502,52;0,0;0,0;0,0;0,0;0,0;0,0;0,0;942,14
2030-03-18 17:00:00;96,41;0,0;0,0;0,0;0,0;0,0;0,0;0,0;96,41;0,0
2030-03-18 18:00:00;78,79;0,0;0,0;0,0;0,0;0,0;0,0;0,0;78,79;0,0
2030-03-18 19:00:00;84,35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;84,35;0,0
2030-03-18 20:00:00;508,9;505,58;229,3;0,0;0,0;0,0;0,0;0,0;0,0;1243,78
2030-03-18 21:00:00;442,36;444,34;192,93;0,0;0,0;0,0;0,0;0,0;0,0;1079,63
2030-03-18 22:00:00;406,67;407,41;173,71;36,52;0,0;0,0;0,0;0,0;0,0;1024,3
2030-03-18 23:00:00;386,79;378,61;159,21;295,28;0,0;0,0;0,0;0,0;0,0;1219,87
2030-03-19 00:00:00;254,09;247,11;82,71;300,0;0,0;0,0;0,0;0,0;0,0;883,9
2030-03-19 01:00:00;684,61;720,45;261,99;300,0;0,0;0,0;0,0;0,0;0,0;1967,05
2030-03-19 02:00:00;678,77;723,47;362,7;300,0;0,0;0,0;0,0;0,0;0,0;2064,94
2030-03-19 03:00:00;654,37;711,85;350,3;300,0;0,0;0,0;0,0;0,0;0,0;2016,52
2030-03-19 04:00:00;701,04;727,46;362,8;300,0;0,0;0,0;0,0;0,0;0,0;2091,3
2030-03-19 05:00:00;592,34;574,3;97,8;300,0;0,0;0,0;0,0;0,0;0,0;1564,43
2030-03-19 06:00:00;369,81;350,53;130,1;255,4;0,0;0,0;0,0;0,0;0,0;1105,83
2030-03-19 07:00:00;478,25;474,03;183,33;0,0;0,0;0,0;0,0;0,0;0,0;1135,6
2030-03-19 08:00:00;475,28;505,37;0,0;0,0;0,0;0,0;0,0;0,0;0,0;980,65
2030-03-19 09:00:00;49,16;76,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;125,16
2030-03-19 10:00:00;39,65;12,6;0,0;0,0;0,0;0,0;0,0;0,0;52,25;0,0
2030-03-19 11:00:00;32,27;5,97;0,0;0,0;0,0;0,0;0,0;0,0;38,25;0,0
2030-03-19 12:00:00;28,61;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,61;0,0
2030-03-19 13:00:00;367,15;280,51;134,74;0,0;0,0;0,0;0,0;0,0;0,0;782,4
2030-03-19 14:00:00;242,06;347,01;99,02;150,97;0,0;0,0;0,0;0,0;0,0;839,06
2030-03-19 15:00:00;239,58;238,48;95,15;222,86;0,0;0,0;0,0;0,0;0,0;796,07
2030-03-19 16:00:00;185,43;245,74;76,63;0,0;0,0;0,0;0,0;0,0;0,0;507,8
2030-03-19 17:00:00;0,0;35,62;0,0;0,0;0,0;19,49;0,0;16,13;0,0;0,0
2030-03-19 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-19 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-19 20:00:00;0,0;0,0;0,0;41,95;0,0;15,31;26,64;0,0;0,0;0,0
2030-03-19 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-19 22:00:00;0,0;0,0;0,0;241,99;0,0;0,0;0,0;241,99;0,0;0,0
2030-03-19 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-20 00:00:00;0,0;0,0;0,0;254,37;0,0;0,0;0,0;0,0;0,0;254,37
2030-03-20 01:00:00;0,0;0,0;0,0;163,47;0,0;163,47;0,0;0,0;0,0;0,0
2030-03-20 02:00:00;0,0;0,0;0,0;300,0;0,0;226,15;73,85;0,0;0,0;0,0
2030-03-20 03:00:00;0,0;0,0;0,0;300,0;0,0;0,0;300,0;0,0;0,0;0,0
2030-03-20 04:00:00;0,0;0,0;0,0;300,0;0,0;0,0;300,0;0,0;0,0;0,0
2030-03-20 05:00:00;0,0;0,0;0,0;45,24;0,0;45,24;0,0;0,0;0,0;0,0
2030-03-20 06:00:00;0,0;0,0;0,0;75,09;0,0;75,09;0,0;0,0;0,0;0,0
2030-03-20 07:00:00;0,0;0,0;0,0;300,0;0,0;271,46;0,0;28,54;0,0;0,0
2030-03-20 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-20 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-20 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-20 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-20 12:00:00;0,0;68,01;0,0;0,0;0,0;20,49;0,0;47,52;0,0;0,0
2030-03-20 13:00:00;115,19;167,78;15,36;300,0;0,0;0,0;0,0;0,0;0,0;598,34
2030-03-20 14:00:00;250,92;398,94;59,09;300,0;0,0;0,0;0,0;0,0;0,0;1008,95
2030-03-20 15:00:00;268,96;259,64;74,41;300,0;0,0;0,0;0,0;0,0;0,0;903,0
2030-03-20 16:00:00;293,63;279,87;89,25;300,0;0,0;0,0;0,0;0,0;0,0;962,75
2030-03-20 17:00:00;292,71;325,47;103,26;201,09;0,0;0,0;0,0;0,0;0,0;922,52
2030-03-20 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-20 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-20 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-20 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-20 22:00:00;27,37;256,73;5,37;70,37;0,0;0,0;0,0;0,0;0,0;359,84
2030-03-20 23:00:00;0,0;169,33;0,0;14,72;0,0;0,0;0,0;0,0;0,0;184,06
2030-03-21 00:00:00;37,19;209,73;20,11;300,0;0,0;0,0;0,0;0,0;0,0;567,03
2030-03-21 01:00:00;251,76;428,02;44,25;300,0;0,0;0,0;0,0;0,0;0,0;1024,03
2030-03-21 02:00:00;85,44;258,84;0,0;300,0;0,0;0,0;0,0;0,0;0,0;644,29
2030-03-21 03:00:00;178,47;374,41;1,83;300,0;0,0;0,0;0,0;0,0;0,0;854,71
2030-03-21 04:00:00;233,01;464,16;70,42;300,0;0,0;0,0;0,0;0,0;0,0;1067,59
2030-03-21 05:00:00;120,49;278,48;62,72;300,0;0,0;0,0;0,0;0,0;0,0;761,69
2030-03-21 06:00:00;235,88;395,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;631,01
2030-03-21 07:00:00;0,0;32,53;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32,53
2030-03-21 08:00:00;13,91;38,74;0,0;0,0;0,0;0,0;0,0;0,0;0,0;52,65
2030-03-21 09:00:00;18,7;0,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,97
2030-03-21 10:00:00;401,36;464,11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;865,47
2030-03-21 11:00:00;184,7;329,66;0,0;0,0;0,0;0,0;0,0;0,0;0,0;514,36
2030-03-21 12:00:00;558,13;440,37;208,14;0,0;0,0;0,0;0,0;0,0;0,0;1206,64
2030-03-21 13:00:00;386,11;350,78;164,01;71,94;0,0;0,0;0,0;0,0;0,0;972,84
2030-03-21 14:00:00;0,0;110,19;0,0;0,0;0,0;9,76;0,0;57,01;0,0;43,42
2030-03-21 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-21 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-21 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-21 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-21 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-21 20:00:00;0,0;0,0;0,0;69,89;0,0;0,0;0,0;69,89;0,0;0,0
2030-03-21 21:00:00;47,11;0,0;0,0;0,0;0,0;0,0;0,0;47,11;0,0;0,0
2030-03-21 22:00:00;438,65;0,0;0,0;300,0;0,0;0,0;610,44;128,21;0,0;0,0
2030-03-21 23:00:00;323,1;0,0;0,0;300,0;0,0;0,0;554,65;68,46;0,0;0,0
2030-03-22 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 01:00:00;0,0;0,0;0,0;300,0;0,0;0,0;300,0;0,0;0,0;0,0
2030-03-22 02:00:00;0,0;0,0;0,0;300,0;0,0;0,0;0,0;300,0;0,0;0,0
2030-03-22 03:00:00;0,0;0,0;0,0;300,0;0,0;0,0;300,0;0,0;0,0;0,0
2030-03-22 04:00:00;0,0;0,0;0,0;300,0;0,0;300,0;0,0;0,0;0,0;0,0
2030-03-22 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 13:00:00;0,0;416,62;0,0;0,0;0,0;416,62;0,0;0,0;0,0;0,0
2030-03-22 14:00:00;0,0;434,81;0,0;0,0;0,0;434,81;0,0;0,0;0,0;0,0
2030-03-22 15:00:00;0,0;117,32;0,0;0,0;0,0;117,32;0,0;0,0;0,0;0,0
2030-03-22 16:00:00;0,0;273,55;0,0;0,0;0,0;273,55;0,0;0,0;0,0;0,0
2030-03-22 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-22 23:00:00;0,0;369,61;0,0;0,0;0,0;0,0;0,0;0,0;0,0;369,61
2030-03-23 00:00:00;0,0;308,48;0,0;300,0;0,0;0,0;0,0;0,0;0,0;608,48
2030-03-23 01:00:00;0,0;425,22;20,58;300,0;0,0;0,0;0,0;0,0;0,0;745,79
2030-03-23 02:00:00;0,0;350,31;0,0;172,07;0,0;0,0;0,0;0,0;0,0;522,37
2030-03-23 03:00:00;0,0;211,72;0,0;0,0;0,0;0,0;0,0;0,0;0,0;211,72
2030-03-23 04:00:00;0,0;337,21;0,0;109,35;0,0;0,0;0,0;0,0;0,0;446,56
2030-03-23 05:00:00;0,0;231,56;0,0;256,39;0,0;0,0;0,0;0,0;0,0;487,95
2030-03-23 06:00:00;0,0;92,82;0,0;0,0;0,0;92,82;0,0;0,0;0,0;0,0
2030-03-23 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 10:00:00;0,0;18,91;0,0;7,68;0,0;26,59;0,0;0,0;0,0;0,0
2030-03-23 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 14:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-23 23:00:00;13,69;350,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;363,71
2030-03-24 00:00:00;367,01;310,11;140,25;300,0;0,0;0,0;0,0;0,0;0,0;1117,37
2030-03-24 01:00:00;344,32;315,41;123,34;300,0;0,0;0,0;0,0;0,0;0,0;1083,07
2030-03-24 02:00:00;330,99;469,17;124,91;300,0;0,0;0,0;0,0;0,0;0,0;1225,08
2030-03-24 03:00:00;357,05;473,33;128,92;300,0;0,0;0,0;0,0;0,0;0,0;1259,3
2030-03-24 04:00:00;387,71;308,46;144,74;300,0;0,0;0,0;0,0;0,0;0,0;1140,92
2030-03-24 05:00:00;210,38;346,01;0,0;300,0;0,0;0,0;0,0;0,0;0,0;856,39
2030-03-24 06:00:00;46,16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;46,16
2030-03-24 07:00:00;73,74;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;73,74
2030-03-24 08:00:00;69,56;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;69,56
2030-03-24 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-24 10:00:00;0,0;0,0;0,0;197,04;0,0;197,04;0,0;0,0;0,0;0,0
2030-03-24 11:00:00;0,0;41,91;0,0;76,42;0,0;118,32;0,0;0,0;0,0;0,0
2030-03-24 12:00:00;0,0;61,1;0,0;27,72;0,0;88,82;0,0;0,0;0,0;0,0
2030-03-24 13:00:00;0,0;0,0;0,0;299,66;0,0;299,66;0,0;0,0;0,0;0,0
2030-03-24 14:00:00;0,0;0,0;0,0;300,0;0,0;213,57;86,43;0,0;0,0;0,0
2030-03-24 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-24 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-24 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-24 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-24 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-24 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-24 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-24 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-24 23:00:00;0,0;358,32;0,0;0,0;0,0;0,0;0,0;0,0;0,0;358,32
2030-03-25 00:00:00;41,3;236,76;77,59;300,0;0,0;0,0;0,0;0,0;0,0;655,64
2030-03-25 01:00:00;0,0;95,95;0,0;7,45;0,0;103,4;0,0;0,0;0,0;0,0
2030-03-25 02:00:00;0,0;0,0;0,0;300,0;0,0;95,9;204,1;0,0;0,0;0,0
2030-03-25 03:00:00;0,0;0,0;0,0;300,0;0,0;300,0;0,0;0,0;0,0;0,0
2030-03-25 04:00:00;0,0;263,98;0,0;0,0;0,0;123,84;0,0;0,0;0,0;140,14
2030-03-25 05:00:00;0,0;263,8;0,0;198,74;0,0;0,0;0,0;0,0;0,0;462,53
2030-03-25 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-25 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-25 08:00:00;0,0;72,06;0,0;0,0;0,0;72,06;0,0;0,0;0,0;0,0
2030-03-25 09:00:00;0,0;58,44;0,0;0,0;0,0;40,43;0,0;18,01;0,0;0,0
2030-03-25 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-25 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-25 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-25 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-25 14:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-25 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-25 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-25 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-25 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-25 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-25 20:00:00;8,57;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,57
2030-03-25 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-25 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-25 23:00:00;0,0;342,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;342,1
2030-03-26 00:00:00;0,0;166,98;0,0;273,32;0,0;0,0;0,0;0,0;0,0;440,3
2030-03-26 01:00:00;0,0;159,67;0,0;251,66;0,0;0,0;0,0;0,0;0,0;411,33
2030-03-26 02:00:00;0,0;128,04;9,8;276,3;0,0;0,0;0,0;0,0;0,0;414,15
2030-03-26 03:00:00;0,0;54,78;0,0;140,14;0,0;15,51;0,0;0,0;0,0;179,42
2030-03-26 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 08:00:00;0,0;14,65;0,0;0,0;0,0;0,0;0,0;0,0;14,65;0,0
2030-03-26 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 11:00:00;0,0;27,96;0,0;0,0;0,0;0,0;0,0;27,96;0,0;0,0
2030-03-26 12:00:00;0,0;97,85;0,0;0,0;0,0;0,0;0,0;97,85;0,0;0,0
2030-03-26 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 14:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-26 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-27 00:00:00;0,0;0,0;67,03;0,0;0,0;67,03;0,0;0,0;0,0;0,0
2030-03-27 01:00:00;0,0;0,0;217,69;0,0;0,0;141,47;0,0;0,0;76,22;0,0
2030-03-27 02:00:00;0,0;0,0;104,31;0,0;0,0;104,31;0,0;0,0;0,0;0,0
2030-03-27 03:00:00;0,0;0,0;74,22;0,0;0,0;74,22;0,0;0,0;0,0;0,0
2030-03-27 04:00:00;0,0;257,39;76,79;0,0;0,0;334,18;0,0;0,0;0,0;0,0
2030-03-27 05:00:00;0,0;0,0;79,72;0,0;0,0;79,72;0,0;0,0;0,0;0,0
2030-03-27 06:00:00;0,0;0,0;59,33;0,0;0,0;59,33;0,0;0,0;0,0;0,0
2030-03-27 07:00:00;0,0;0,0;261,76;0,0;0,0;261,76;0,0;0,0;0,0;0,0
2030-03-27 08:00:00;0,0;0,0;2,43;0,0;0,0;0,0;0,0;0,0;2,43;0,0
2030-03-27 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-27 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-27 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-27 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-27 13:00:00;0,0;0,0;72,39;0,0;0,0;0,0;0,0;0,0;72,39;0,0
2030-03-27 14:00:00;0,0;0,0;6,94;0,0;0,0;0,0;0,0;0,0;6,94;0,0
2030-03-27 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-27 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-27 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-27 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-27 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-27 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-27 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-27 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-27 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 03:00:00;0,0;0,0;0,0;300,0;0,0;0,0;0,0;300,0;0,0;0,0
2030-03-28 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 05:00:00;0,0;0,0;0,0;35,85;0,0;0,0;0,0;35,85;0,0;0,0
2030-03-28 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 08:00:00;0,0;18,66;0,0;0,0;0,0;0,0;0,0;18,66;0,0;0,0
2030-03-28 09:00:00;0,0;25,39;0,0;0,0;0,0;0,0;0,0;25,39;0,0;0,0
2030-03-28 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 14:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 19:00:00;71,11;0,0;0,0;235,12;0,0;0,0;0,0;306,23;0,0;0,0
2030-03-28 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-28 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-29 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-29 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-03-29 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
