;('Biogas_feedin_existing_e', 'Gas_e');('Biogas_feedin_new_e', 'Gas_e');('Gas_e', 'Gas_demand_total_e');('Gas_e', 'Gas_storage_e');('Gas_e', 'GuD_e');('Gas_e', 'Material_demand_Gas_e');('Gas_e', 'excess_b_gas_e');('Gas_storage_e', 'Gas_e');('Hydrogen_feedin_e', 'Gas_e');('Import_Gas_e', 'Gas_e');('Methanisation_e', 'Gas_e')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-10-12 17:00:00;419,76;0,0;213,61;0,0;219,89;0,37;0,0;14,11;0,0;0,0;0,0
2030-10-12 18:00:00;419,76;0,0;200,02;0,0;219,89;0,37;0,0;0,52;0,0;0,0;0,0
2030-10-12 19:00:00;419,76;0,0;190,5;8,99;219,89;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-12 20:00:00;419,76;0,0;183,31;16,19;219,89;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-12 21:00:00;419,76;0,0;168,77;30,73;219,89;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-12 22:00:00;419,76;0,0;150,33;49,17;219,89;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-12 23:00:00;419,76;0,0;151,03;48,47;219,89;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-13 00:00:00;419,76;0,0;151,47;267,92;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-13 01:00:00;419,76;0,0;151,46;267,93;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-13 02:00:00;419,76;0,0;160,59;258,79;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-13 03:00:00;419,76;0,0;173,34;246,05;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-13 04:00:00;419,76;0,0;212,36;207,03;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-13 05:00:00;419,76;0,0;262,11;157,28;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-13 06:00:00;419,76;0,0;313,24;0,0;219,89;0,37;0,0;113,74;0,0;0,0;0,0
2030-10-13 07:00:00;419,76;0,0;329,32;0,0;219,89;0,37;0,0;129,82;0,0;0,0;0,0
2030-10-13 08:00:00;419,76;0,0;329,06;0,0;219,89;0,37;0,0;129,56;0,0;0,0;0,0
2030-10-13 09:00:00;419,76;0,0;326,85;0,0;219,89;0,37;0,0;127,36;0,0;0,0;0,0
2030-10-13 10:00:00;419,76;0,0;319,52;0,0;219,89;0,37;0,0;120,03;0,0;0,0;0,0
2030-10-13 11:00:00;419,76;0,0;313,16;0,0;219,89;0,37;0,0;113,67;0,0;0,0;0,0
2030-10-13 12:00:00;419,76;0,0;308,78;0,0;219,89;0,37;0,0;109,28;0,0;0,0;0,0
2030-10-13 13:00:00;419,76;0,0;281,97;0,0;219,89;0,37;0,0;82,47;0,0;0,0;0,0
2030-10-13 14:00:00;419,76;0,0;264,32;0,0;219,89;0,37;0,0;64,82;0,0;0,0;0,0
2030-10-13 15:00:00;419,76;0,0;245,53;0,0;219,89;0,37;0,0;46,04;0,0;0,0;0,0
2030-10-13 16:00:00;419,76;0,0;237,7;0,0;219,89;0,37;0,0;38,21;0,0;0,0;0,0
2030-10-13 17:00:00;419,76;0,0;222,66;0,0;219,89;0,37;0,0;23,16;0,0;0,0;0,0
2030-10-13 18:00:00;419,76;0,0;210,55;0,0;219,89;0,37;0,0;11,05;0,0;0,0;0,0
2030-10-13 19:00:00;419,76;0,0;204,6;0,0;219,89;0,37;0,0;5,1;0,0;0,0;0,0
2030-10-13 20:00:00;419,76;0,0;206,23;0,0;219,89;0,37;0,0;6,73;0,0;0,0;0,0
2030-10-13 21:00:00;419,76;0,0;208,23;0,0;219,89;0,37;0,0;8,74;0,0;0,0;0,0
2030-10-13 22:00:00;419,76;0,0;204,1;0,0;219,89;0,37;0,0;4,6;0,0;0,0;0,0
2030-10-13 23:00:00;419,76;0,0;217,71;0,0;201,68;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-14 00:00:00;419,76;0,0;236,43;182,95;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-14 01:00:00;419,76;0,0;251,34;168,05;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-14 02:00:00;419,76;0,0;276,91;142,47;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-14 03:00:00;419,76;0,0;297,41;121,98;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-14 04:00:00;419,76;0,0;337,97;81,42;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-14 05:00:00;419,76;0,0;392,26;27,13;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-14 06:00:00;419,76;0,0;445,88;0,0;219,89;0,37;0,0;246,39;0,0;0,0;0,0
2030-10-14 07:00:00;419,76;0,0;447,24;0,0;219,89;0,37;0,0;247,74;0,0;0,0;0,0
2030-10-14 08:00:00;419,76;0,0;425,18;0,0;219,89;0,37;0,0;225,68;0,0;0,0;0,0
2030-10-14 09:00:00;419,76;0,0;406,27;0,0;219,89;0,37;0,0;206,78;0,0;0,0;0,0
2030-10-14 10:00:00;419,76;0,0;373,42;0,0;219,89;0,37;0,0;173,92;0,0;0,0;0,0
2030-10-14 11:00:00;419,76;0,0;338,67;0,0;219,89;0,37;0,0;139,17;0,0;0,0;0,0
2030-10-14 12:00:00;419,76;0,0;312,92;0,0;219,89;0,37;0,0;113,42;0,0;0,0;0,0
2030-10-14 13:00:00;419,76;0,0;300,91;0,0;219,89;0,37;0,0;101,42;0,0;0,0;0,0
2030-10-14 14:00:00;419,76;0,0;298,68;0,0;219,89;0,37;0,0;99,19;0,0;0,0;0,0
2030-10-14 15:00:00;419,76;0,0;289,16;0,0;219,89;0,37;0,0;89,66;0,0;0,0;0,0
2030-10-14 16:00:00;419,76;0,0;283,23;0,0;219,89;0,37;0,0;83,73;0,0;0,0;0,0
2030-10-14 17:00:00;419,76;0,0;281,77;0,0;219,89;0,37;0,0;82,27;0,0;0,0;0,0
2030-10-14 18:00:00;419,76;0,0;275,87;0,0;219,89;0,37;0,0;76,37;0,0;0,0;0,0
2030-10-14 19:00:00;419,76;0,0;275,01;0,0;219,89;0,37;0,0;75,52;0,0;0,0;0,0
2030-10-14 20:00:00;419,76;0,0;274,05;0,0;219,89;0,37;0,0;74,56;0,0;0,0;0,0
2030-10-14 21:00:00;419,76;0,0;272,65;0,0;219,89;0,37;0,0;73,15;0,0;0,0;0,0
2030-10-14 22:00:00;419,76;0,0;262,73;0,0;219,89;0,37;0,0;63,24;0,0;0,0;0,0
2030-10-14 23:00:00;419,76;0,0;271,9;0,0;219,89;0,37;0,0;72,4;0,0;0,0;0,0
2030-10-15 00:00:00;419,76;0,0;226,89;92,23;100,27;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 01:00:00;419,76;0,0;222,88;91,76;104,74;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 02:00:00;419,76;0,0;234,73;82,41;102,25;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 03:00:00;419,76;0,0;234,85;184,54;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 04:00:00;419,76;0,0;241,86;177,53;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 05:00:00;419,76;0,0;252,53;166,86;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 06:00:00;419,76;0,0;258,4;160,98;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 07:00:00;419,76;0,0;260,61;158,78;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 08:00:00;419,76;0,0;264,06;155,32;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 09:00:00;419,76;0,0;266,87;152,52;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 10:00:00;419,76;0,0;265,45;153,94;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 11:00:00;419,76;0,0;233,76;185,63;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 12:00:00;419,76;0,0;218,28;201,11;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 13:00:00;419,76;0,0;201,56;194,61;23,21;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 14:00:00;419,76;0,0;199,26;220,13;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 15:00:00;419,76;0,0;190,22;229,17;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 16:00:00;419,76;0,0;181,45;237,94;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 17:00:00;419,76;0,0;175,81;243,57;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 18:00:00;419,76;0,0;171,48;247,91;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 19:00:00;419,76;0,0;173,6;245,79;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 20:00:00;419,76;0,0;172,57;246,82;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 21:00:00;419,76;0,0;172,18;195,06;52,14;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 22:00:00;419,76;0,0;175,1;244,29;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-15 23:00:00;419,76;0,0;175,11;244,28;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 00:00:00;419,76;0,0;186,03;233,36;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 01:00:00;419,76;0,0;190,83;228,55;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 02:00:00;419,76;0,0;201,46;217,92;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 03:00:00;419,76;0,0;207,77;211,61;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 04:00:00;419,76;0,0;226,33;193,06;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 05:00:00;419,76;0,0;236,3;183,09;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 06:00:00;419,76;0,0;212,93;206,46;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 07:00:00;419,76;0,0;223,87;195,52;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 08:00:00;419,76;0,0;211,81;207,57;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 09:00:00;419,76;0,0;203,83;215,55;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 10:00:00;419,76;0,0;200,24;219,14;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 11:00:00;419,76;0,0;183,92;235,47;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 12:00:00;419,76;0,0;176,29;243,1;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 13:00:00;419,76;0,0;166,93;252,46;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 14:00:00;419,76;0,0;174,96;244,43;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 15:00:00;419,76;0,0;172,98;246,41;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 16:00:00;419,76;0,0;169,28;250,11;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 17:00:00;419,76;0,0;177,61;241,78;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 18:00:00;419,76;0,0;187,55;231,84;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 19:00:00;419,76;0,0;187,44;231,94;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 20:00:00;419,76;0,0;188,63;230,75;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 21:00:00;419,76;0,0;196,33;223,06;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 22:00:00;419,76;0,0;200,89;218,5;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-16 23:00:00;419,76;0,0;216,58;202,8;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 00:00:00;419,76;0,0;254,84;164,55;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 01:00:00;419,76;0,0;254,47;164,92;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 02:00:00;419,76;0,0;262,69;156,7;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 03:00:00;419,76;0,0;271,0;148,38;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 04:00:00;419,76;0,0;299,81;119,58;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 05:00:00;419,76;0,0;346,23;73,16;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 06:00:00;419,76;0,0;396,08;23,31;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 07:00:00;419,76;0,0;408,3;11,09;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 08:00:00;419,76;0,0;399,65;19,73;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 09:00:00;419,76;0,0;393,08;26,31;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 10:00:00;419,76;0,0;372,0;47,39;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 11:00:00;419,76;0,0;349,08;70,31;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 12:00:00;419,76;0,0;334,01;85,37;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 13:00:00;419,76;0,0;329,2;90,19;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 14:00:00;419,76;0,0;330,92;88,47;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 15:00:00;419,76;0,0;316,4;102,99;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 16:00:00;419,76;0,0;303,14;116,25;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 17:00:00;419,76;0,0;288,53;130,86;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 18:00:00;419,76;0,0;278,24;141,15;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 19:00:00;419,76;0,0;271,87;147,52;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 20:00:00;419,76;0,0;264,21;155,18;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 21:00:00;419,76;0,0;256,54;162,84;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 22:00:00;419,76;0,0;241,0;178,39;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-17 23:00:00;419,76;0,0;248,78;170,61;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-18 00:00:00;419,76;0,0;247,64;171,74;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-18 01:00:00;419,76;0,0;250,07;169,32;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-18 02:00:00;419,76;0,0;262,03;157,35;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-18 03:00:00;419,76;0,0;271,78;147,6;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-18 04:00:00;419,76;0,0;305,46;113,92;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-18 05:00:00;419,76;0,0;350,21;69,17;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-18 06:00:00;419,76;0,0;401,56;17,83;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-18 07:00:00;419,76;0,0;416,87;2,52;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-18 08:00:00;419,76;0,0;404,67;0,0;219,89;0,37;0,0;205,17;0,0;0,0;0,0
2030-10-18 09:00:00;419,76;0,0;405,99;0,0;219,89;0,37;0,0;206,5;0,0;0,0;0,0
2030-10-18 10:00:00;419,76;0,0;391,29;0,0;219,89;0,37;0,0;191,8;0,0;0,0;0,0
2030-10-18 11:00:00;419,76;0,0;357,89;0,0;219,89;0,37;0,0;158,4;0,0;0,0;0,0
2030-10-18 12:00:00;419,76;0,0;339,43;0,0;219,89;0,37;0,0;139,94;0,0;0,0;0,0
2030-10-18 13:00:00;419,76;0,0;327,72;0,0;219,89;0,37;0,0;128,22;0,0;0,0;0,0
2030-10-18 14:00:00;419,76;0,0;324,66;0,0;219,89;0,37;0,0;125,17;0,0;0,0;0,0
2030-10-18 15:00:00;419,76;0,0;310,11;0,0;219,89;0,37;0,0;110,61;0,0;0,0;0,0
2030-10-18 16:00:00;419,76;0,0;297,16;0,0;219,89;0,37;0,0;97,66;0,0;0,0;0,0
2030-10-18 17:00:00;419,76;0,0;284,45;0,0;219,89;0,37;0,0;84,96;0,0;0,0;0,0
2030-10-18 18:00:00;419,76;0,0;275,08;0,0;219,89;0,37;0,0;75,59;0,0;0,0;0,0
2030-10-18 19:00:00;419,76;0,0;271,07;0,0;219,89;0,37;0,0;71,58;0,0;0,0;0,0
2030-10-18 20:00:00;419,76;0,0;266,36;0,0;219,89;0,37;0,0;66,87;0,0;0,0;0,0
2030-10-18 21:00:00;419,76;0,0;261,79;0,0;219,89;0,37;0,0;62,29;0,0;0,0;0,0
2030-10-18 22:00:00;419,76;0,0;249,67;0,0;219,89;0,37;0,0;50,17;0,0;0,0;0,0
2030-10-18 23:00:00;419,76;0,0;254,74;0,0;219,89;0,37;0,0;55,24;0,0;0,0;0,0
2030-10-19 00:00:00;419,76;0,0;259,72;0,0;159,66;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 01:00:00;419,76;0,0;265,55;153,83;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 02:00:00;419,76;0,0;281,87;137,52;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 03:00:00;419,76;0,0;295,39;123,99;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 04:00:00;419,76;0,0;330,39;89,0;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 05:00:00;419,76;0,0;378,27;0,0;219,89;0,37;0,0;178,77;0,0;0,0;0,0
2030-10-19 06:00:00;419,76;0,0;429,29;0,0;219,89;0,37;0,0;229,8;0,0;0,0;0,0
2030-10-19 07:00:00;419,76;0,0;425,51;0,0;0,0;0,37;0,0;6,13;0,0;0,0;0,0
2030-10-19 08:00:00;419,76;0,0;393,98;25,41;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 09:00:00;419,76;0,0;358,93;60,45;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 10:00:00;419,76;0,0;319,65;99,74;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 11:00:00;419,76;0,0;288,62;130,76;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 12:00:00;419,76;0,0;274,61;144,77;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 13:00:00;419,76;0,0;265,85;153,54;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 14:00:00;419,76;0,0;261,01;158,38;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 15:00:00;419,76;0,0;246,32;173,06;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 16:00:00;419,76;0,0;239,76;179,63;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 17:00:00;419,76;0,0;224,29;0,0;219,89;0,37;0,0;24,79;0,0;0,0;0,0
2030-10-19 18:00:00;419,76;0,0;212,79;0,0;219,89;0,37;0,0;13,29;0,0;0,0;0,0
2030-10-19 19:00:00;419,76;0,0;204,85;0,0;219,89;0,37;0,0;5,35;0,0;0,0;0,0
2030-10-19 20:00:00;419,76;0,0;199,66;0,0;219,89;0,37;0,0;0,17;0,0;0,0;0,0
2030-10-19 21:00:00;419,76;0,0;194,76;4,74;219,89;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 22:00:00;419,76;0,0;189,03;10,46;219,89;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-19 23:00:00;419,76;0,0;201,69;0,0;219,89;0,37;0,0;2,2;0,0;0,0;0,0
2030-10-20 00:00:00;419,76;0,0;211,71;0,0;207,67;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-20 01:00:00;419,76;0,0;221,12;149,69;48,57;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-20 02:00:00;419,76;0,0;239,02;180,37;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-20 03:00:00;419,76;0,0;254,74;164,65;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-20 04:00:00;419,76;0,0;290,26;0,0;129,13;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-20 05:00:00;419,76;0,0;339,11;0,0;219,89;0,37;0,0;139,61;0,0;0,0;0,0
2030-10-20 06:00:00;419,76;0,0;390,85;0,0;219,89;0,37;0,0;191,36;0,0;0,0;0,0
2030-10-20 07:00:00;419,76;0,0;397,66;0,0;219,89;0,37;0,0;198,16;0,0;0,0;0,0
2030-10-20 08:00:00;419,76;0,0;367,93;0,0;219,89;0,37;0,0;168,43;0,0;0,0;0,0
2030-10-20 09:00:00;419,76;0,0;341,35;0,0;219,89;0,37;0,0;141,85;0,0;0,0;0,0
2030-10-20 10:00:00;419,76;0,0;306,61;0,0;219,89;0,37;0,0;107,11;0,0;0,0;0,0
2030-10-20 11:00:00;419,76;0,0;291,81;0,0;219,89;0,37;0,0;92,31;0,0;0,0;0,0
2030-10-20 12:00:00;419,76;0,0;281,9;0,0;219,89;0,37;0,0;82,41;0,0;0,0;0,0
2030-10-20 13:00:00;419,76;0,0;270,33;0,0;219,89;0,37;0,0;70,83;0,0;0,0;0,0
2030-10-20 14:00:00;419,76;0,0;265,93;0,0;219,89;0,37;0,0;66,43;0,0;0,0;0,0
2030-10-20 15:00:00;419,76;0,0;249,74;0,0;219,89;0,37;0,0;50,24;0,0;0,0;0,0
2030-10-20 16:00:00;419,76;0,0;244,99;0,0;219,89;0,37;0,0;45,49;0,0;0,0;0,0
2030-10-20 17:00:00;419,76;0,0;234,53;0,0;219,89;0,37;0,0;35,03;0,0;0,0;0,0
2030-10-20 18:00:00;419,76;0,0;232,9;0,0;219,89;0,37;0,0;33,4;0,0;0,0;0,0
2030-10-20 19:00:00;419,76;0,0;236,61;0,0;219,89;0,37;0,0;37,11;0,0;0,0;0,0
2030-10-20 20:00:00;419,76;0,0;243,31;0,0;219,89;0,37;0,0;43,81;0,0;0,0;0,0
2030-10-20 21:00:00;419,76;0,0;247,56;171,82;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-20 22:00:00;419,76;0,0;245,94;173,44;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-20 23:00:00;419,76;0,0;261,26;158,13;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-21 00:00:00;419,76;0,0;285,35;8,76;125,28;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-21 01:00:00;419,76;0,0;304,27;30,82;84,3;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-21 02:00:00;419,76;0,0;332,6;86,78;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-21 03:00:00;419,76;0,0;354,38;65,01;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-21 04:00:00;419,76;0,0;398,54;20,85;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-21 05:00:00;419,76;0,0;458,81;0,0;0,0;0,37;0,0;39,42;0,0;0,0;0,0
2030-10-21 06:00:00;419,76;0,0;518,11;0,0;0,0;0,37;0,0;98,73;0,0;0,0;0,0
2030-10-21 07:00:00;419,76;0,0;518,73;0,0;0,0;0,37;0,0;99,34;0,0;0,0;0,0
2030-10-21 08:00:00;419,76;0,0;488,52;0,0;0,0;0,37;0,0;69,13;0,0;0,0;0,0
2030-10-21 09:00:00;419,76;0,0;461,97;0,0;0,0;0,37;0,0;42,58;0,0;0,0;0,0
2030-10-21 10:00:00;419,76;0,0;423,27;0,0;0,0;0,37;0,0;3,88;0,0;0,0;0,0
2030-10-21 11:00:00;419,76;0,0;384,74;34,65;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-21 12:00:00;419,76;0,0;355,55;63,84;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-21 13:00:00;419,76;0,0;342,12;77,27;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-21 14:00:00;419,76;0,0;338,04;81,35;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-21 15:00:00;419,76;0,0;327,67;0,0;219,89;0,37;0,0;128,17;0,0;0,0;0,0
2030-10-21 16:00:00;419,76;0,0;325,15;0,0;219,89;0,37;0,0;125,66;0,0;0,0;0,0
2030-10-21 17:00:00;419,76;0,0;325,03;0,0;219,89;0,37;0,0;125,53;0,0;0,0;0,0
2030-10-21 18:00:00;419,76;0,0;325,11;0,0;219,89;0,37;0,0;125,62;0,0;0,0;0,0
2030-10-21 19:00:00;419,76;0,0;329,12;0,0;219,89;0,37;0,0;129,63;0,0;0,0;0,0
2030-10-21 20:00:00;419,76;0,0;331,93;0,0;219,89;0,37;0,0;132,43;0,0;0,0;0,0
2030-10-21 21:00:00;419,76;0,0;335,42;0,0;219,89;0,37;0,0;135,92;0,0;0,0;0,0
2030-10-21 22:00:00;419,76;0,0;326,81;0,0;219,89;0,37;0,0;127,32;0,0;0,0;0,0
2030-10-21 23:00:00;419,76;0,0;340,37;0,0;219,89;0,37;0,0;140,87;0,0;0,0;0,0
2030-10-22 00:00:00;419,76;0,0;292,71;126,67;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 01:00:00;419,76;0,0;308,5;110,89;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 02:00:00;419,76;0,0;319,49;99,9;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 03:00:00;419,76;0,0;330,44;88,94;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 04:00:00;419,76;0,0;342,29;77,1;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 05:00:00;419,76;0,0;354,51;64,88;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 06:00:00;419,76;0,0;372,33;47,05;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 07:00:00;419,76;0,0;366,05;53,34;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 08:00:00;419,76;0,0;343,22;76,17;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 09:00:00;419,76;0,0;315,94;103,45;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 10:00:00;419,76;0,0;273,81;145,58;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 11:00:00;419,76;0,0;228,85;190,54;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 12:00:00;419,76;0,0;189,14;230,25;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 13:00:00;419,76;0,0;157,08;262,31;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 14:00:00;419,76;0,0;142,46;276,93;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 15:00:00;419,76;0,0;140,21;279,18;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 16:00:00;419,76;0,0;140,18;279,21;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-10-22 17:00:00;419,76;0,0;154,88;264,51;0,0;0,37;0,0;0,0;0,0;0,0;0,0
