;('Import_Oil_e', 'Oil_fuel_e');('Import_Synthetic_fuel_e', 'Oil_fuel_e');('Oil_fuel_e', 'Material_demand_Oil_e');('Oil_fuel_e', 'Mobility_demand_total_e');('Oil_fuel_e', 'Oil_demand_total_e');('Oil_fuel_e', 'excess_b_oil_fuel_e');('PtL_e', 'Oil_fuel_e')
;flow;flow;flow;flow;flow;flow;flow
2030-10-30 02:00:00;579,94;0,0;26,18;485,24;68,52;0,0;0,0
2030-10-30 03:00:00;580,22;0,0;26,18;485,24;68,8;0,0;0,0
2030-10-30 04:00:00;580,14;0,0;26,18;485,24;68,72;0,0;0,0
2030-10-30 05:00:00;580,28;0,0;26,18;485,24;68,86;0,0;0,0
2030-10-30 06:00:00;580,09;0,0;26,18;485,24;68,67;0,0;0,0
2030-10-30 07:00:00;579,41;0,0;26,18;485,24;67,99;0,0;0,0
2030-10-30 08:00:00;578,19;0,0;26,18;485,24;66,77;0,0;0,0
2030-10-30 09:00:00;579,73;0,0;26,18;485,24;68,31;0,0;0,0
2030-10-30 10:00:00;576,62;0,0;26,18;485,24;65,2;0,0;0,0
2030-10-30 11:00:00;567,73;0,0;26,18;485,24;56,31;0,0;0,0
2030-10-30 12:00:00;560,54;0,0;26,18;485,24;49,12;0,0;0,0
2030-10-30 13:00:00;558,47;0,0;26,18;485,24;47,05;0,0;0,0
2030-10-30 14:00:00;557,43;0,0;26,18;485,24;46,01;0,0;0,0
2030-10-30 15:00:00;558,3;0,0;26,18;485,24;46,88;0,0;0,0
2030-10-30 16:00:00;557,27;0,0;26,18;485,24;45,84;0,0;0,0
2030-10-30 17:00:00;557,9;0,0;26,18;485,24;46,48;0,0;0,0
2030-10-30 18:00:00;559,27;0,0;26,18;485,24;47,85;0,0;0,0
2030-10-30 19:00:00;560,56;0,0;26,18;485,24;49,13;0,0;0,0
2030-10-30 20:00:00;562,61;0,0;26,18;485,24;51,19;0,0;0,0
2030-10-30 21:00:00;564,55;0,0;26,18;485,24;53,13;0,0;0,0
2030-10-30 22:00:00;566,92;0,0;26,18;485,24;55,5;0,0;0,0
2030-10-30 23:00:00;569,42;0,0;26,18;485,24;58,0;0,0;0,0
2030-10-31 00:00:00;572,97;0,0;26,18;485,24;61,55;0,0;0,0
2030-10-31 01:00:00;576,41;0,0;26,18;485,24;64,99;0,0;0,0
2030-10-31 02:00:00;580,28;0,0;26,18;485,24;68,86;0,0;0,0
2030-10-31 03:00:00;582,74;0,0;26,18;485,24;71,31;0,0;0,0
2030-10-31 04:00:00;585,11;0,0;26,18;485,24;73,69;0,0;0,0
2030-10-31 05:00:00;586,8;0,0;26,18;485,24;75,37;0,0;0,0
2030-10-31 06:00:00;588,66;0,0;26,18;485,24;77,24;0,0;0,0
2030-10-31 07:00:00;588,48;0,0;26,18;485,24;77,06;0,0;0,0
2030-10-31 08:00:00;586,32;0,0;26,18;485,24;74,9;0,0;0,0
2030-10-31 09:00:00;584,7;0,0;26,18;485,24;73,28;0,0;0,0
2030-10-31 10:00:00;580,73;0,0;26,18;485,24;69,31;0,0;0,0
2030-10-31 11:00:00;574,61;0,0;26,18;485,24;63,18;0,0;0,0
2030-10-31 12:00:00;569,83;0,0;26,18;485,24;58,41;0,0;0,0
2030-10-31 13:00:00;568,23;0,0;26,18;485,24;56,8;0,0;0,0
2030-10-31 14:00:00;569,88;0,0;26,18;485,24;58,45;0,0;0,0
2030-10-31 15:00:00;571,53;0,0;26,18;485,24;60,1;0,0;0,0
2030-10-31 16:00:00;571,09;0,0;26,18;485,24;59,67;0,0;0,0
2030-10-31 17:00:00;572,02;0,0;26,18;485,24;60,6;0,0;0,0
2030-10-31 18:00:00;573,94;0,0;26,18;485,24;62,51;0,0;0,0
2030-10-31 19:00:00;575,76;0,0;26,18;485,24;64,34;0,0;0,0
2030-10-31 20:00:00;577,72;0,0;26,18;485,24;66,3;0,0;0,0
2030-10-31 21:00:00;579,8;0,0;26,18;485,24;68,38;0,0;0,0
2030-10-31 22:00:00;582,28;0,0;26,18;485,24;70,86;0,0;0,0
2030-10-31 23:00:00;584,56;0,0;26,18;485,24;73,14;0,0;0,0
2030-11-01 00:00:00;587,65;0,0;26,18;485,24;76,23;0,0;0,0
2030-11-01 01:00:00;590,74;0,0;26,18;485,24;79,32;0,0;0,0
2030-11-01 02:00:00;594,24;0,0;26,18;485,24;82,82;0,0;0,0
2030-11-01 03:00:00;596,29;0,0;26,18;485,24;84,87;0,0;0,0
2030-11-01 04:00:00;598,55;0,0;26,18;485,24;87,13;0,0;0,0
2030-11-01 05:00:00;600,46;0,0;26,18;485,24;89,03;0,0;0,0
2030-11-01 06:00:00;602,29;0,0;26,18;485,24;90,87;0,0;0,0
2030-11-01 07:00:00;602,52;0,0;26,18;485,24;91,1;0,0;0,0
2030-11-01 08:00:00;599,07;0,0;26,18;485,24;87,65;0,0;0,0
2030-11-01 09:00:00;596,18;0,0;26,18;485,24;84,76;0,0;0,0
2030-11-01 10:00:00;589,98;0,0;26,18;485,24;78,56;0,0;0,0
2030-11-01 11:00:00;581,88;0,0;26,18;485,24;70,45;0,0;0,0
2030-11-01 12:00:00;577,49;0,0;26,18;485,24;66,06;0,0;0,0
2030-11-01 13:00:00;576,85;0,0;26,18;485,24;65,43;0,0;0,0
2030-11-01 14:00:00;578,01;0,0;26,18;485,24;66,59;0,0;0,0
2030-11-01 15:00:00;580,58;0,0;26,18;485,24;69,16;0,0;0,0
2030-11-01 16:00:00;580,66;0,0;26,18;485,24;69,24;0,0;0,0
2030-11-01 17:00:00;581,88;0,0;26,18;485,24;70,46;0,0;0,0
2030-11-01 18:00:00;583,9;0,0;26,18;485,24;72,48;0,0;0,0
2030-11-01 19:00:00;586,44;0,0;26,18;485,24;75,02;0,0;0,0
2030-11-01 20:00:00;588,86;0,0;26,18;485,24;77,44;0,0;0,0
2030-11-01 21:00:00;591,41;0,0;26,18;485,24;79,99;0,0;0,0
2030-11-01 22:00:00;594,37;0,0;26,18;485,24;82,94;0,0;0,0
2030-11-01 23:00:00;597,13;0,0;26,18;485,24;85,71;0,0;0,0
2030-11-02 00:00:00;599,64;0,0;26,18;485,24;88,22;0,0;0,0
2030-11-02 01:00:00;602,47;0,0;26,18;485,24;91,05;0,0;0,0
2030-11-02 02:00:00;605,35;0,0;26,18;485,24;93,93;0,0;0,0
2030-11-02 03:00:00;607,64;0,0;26,18;485,24;96,21;0,0;0,0
2030-11-02 04:00:00;609,87;0,0;26,18;485,24;98,45;0,0;0,0
2030-11-02 05:00:00;611,76;0,0;26,18;485,24;100,34;0,0;0,0
2030-11-02 06:00:00;613,58;0,0;26,18;485,24;102,16;0,0;0,0
2030-11-02 07:00:00;613,48;0,0;26,18;485,24;102,05;0,0;0,0
2030-11-02 08:00:00;606,47;0,0;26,18;485,24;95,05;0,0;0,0
2030-11-02 09:00:00;600,35;0,0;26,18;485,24;88,93;0,0;0,0
2030-11-02 10:00:00;595,18;0,0;26,18;485,24;83,76;0,0;0,0
2030-11-02 11:00:00;589,91;0,0;26,18;485,24;78,49;0,0;0,0
2030-11-02 12:00:00;586,45;0,0;26,18;485,24;75,03;0,0;0,0
2030-11-02 13:00:00;584,67;0,0;26,18;485,24;73,25;0,0;0,0
2030-11-02 14:00:00;585,79;0,0;26,18;485,24;74,37;0,0;0,0
2030-11-02 15:00:00;589,06;0,0;26,18;485,24;77,64;0,0;0,0
2030-11-02 16:00:00;593,47;0,0;26,18;485,24;82,05;0,0;0,0
2030-11-02 17:00:00;593,73;0,0;26,18;485,24;82,31;0,0;0,0
2030-11-02 18:00:00;593,84;0,0;26,18;485,24;82,42;0,0;0,0
2030-11-02 19:00:00;594,14;0,0;26,18;485,24;82,72;0,0;0,0
2030-11-02 20:00:00;594,07;0,0;26,18;485,24;82,65;0,0;0,0
2030-11-02 21:00:00;593,91;0,0;26,18;485,24;82,49;0,0;0,0
2030-11-02 22:00:00;593,69;0,0;26,18;485,24;82,27;0,0;0,0
2030-11-02 23:00:00;593,41;0,0;26,18;485,24;81,99;0,0;0,0
2030-11-03 00:00:00;591,84;0,0;26,18;485,24;80,42;0,0;0,0
2030-11-03 01:00:00;589,76;0,0;26,18;485,24;78,34;0,0;0,0
2030-11-03 02:00:00;587,5;0,0;26,18;485,24;76,07;0,0;0,0
2030-11-03 03:00:00;585,7;0,0;26,18;485,24;74,28;0,0;0,0
2030-11-03 04:00:00;584,17;0,0;26,18;485,24;72,75;0,0;0,0
2030-11-03 05:00:00;582,64;0,0;26,18;485,24;71,22;0,0;0,0
2030-11-03 06:00:00;581,42;0,0;26,18;485,24;70,0;0,0;0,0
2030-11-03 07:00:00;579,61;0,0;26,18;485,24;68,19;0,0;0,0
2030-11-03 08:00:00;575,26;0,0;26,18;485,24;63,84;0,0;0,0
2030-11-03 09:00:00;570,57;0,0;26,18;485,24;59,15;0,0;0,0
2030-11-03 10:00:00;566,54;0,0;26,18;485,24;55,11;0,0;0,0
2030-11-03 11:00:00;563,02;0,0;26,18;485,24;51,6;0,0;0,0
2030-11-03 12:00:00;560,11;0,0;26,18;485,24;48,69;0,0;0,0
2030-11-03 13:00:00;557,9;0,0;26,18;485,24;46,48;0,0;0,0
2030-11-03 14:00:00;557,07;0,0;26,18;485,24;45,65;0,0;0,0
2030-11-03 15:00:00;557,44;0,0;26,18;485,24;46,01;0,0;0,0
2030-11-03 16:00:00;558,44;0,0;26,18;485,24;47,02;0,0;0,0
2030-11-03 17:00:00;558,8;0,0;26,18;485,24;47,38;0,0;0,0
2030-11-03 18:00:00;559,29;0,0;26,18;485,24;47,87;0,0;0,0
2030-11-03 19:00:00;559,26;0,0;26,18;485,24;47,84;0,0;0,0
2030-11-03 20:00:00;559,86;0,0;26,18;485,24;48,44;0,0;0,0
2030-11-03 21:00:00;560,86;0,0;26,18;485,24;49,43;0,0;0,0
2030-11-03 22:00:00;562,27;0,0;26,18;485,24;50,84;0,0;0,0
2030-11-03 23:00:00;562,55;0,0;26,18;485,24;51,13;0,0;0,0
2030-11-04 00:00:00;566,21;0,0;26,18;485,24;54,79;0,0;0,0
2030-11-04 01:00:00;570,88;0,0;26,18;485,24;59,46;0,0;0,0
2030-11-04 02:00:00;575,93;0,0;26,18;485,24;64,51;0,0;0,0
2030-11-04 03:00:00;579,41;0,0;26,18;485,24;67,99;0,0;0,0
2030-11-04 04:00:00;582,91;0,0;26,18;485,24;71,49;0,0;0,0
2030-11-04 05:00:00;585,8;0,0;26,18;485,24;74,37;0,0;0,0
2030-11-04 06:00:00;588,62;0,0;26,18;485,24;77,2;0,0;0,0
2030-11-04 07:00:00;590,78;0,0;26,18;485,24;79,36;0,0;0,0
2030-11-04 08:00:00;592,83;0,0;26,18;485,24;81,41;0,0;0,0
2030-11-04 09:00:00;596,37;0,0;26,18;485,24;84,94;0,0;0,0
2030-11-04 10:00:00;597,11;0,0;26,18;485,24;85,69;0,0;0,0
2030-11-04 11:00:00;595,68;0,0;26,18;485,24;84,26;0,0;0,0
2030-11-04 12:00:00;595,13;0,0;26,18;485,24;83,71;0,0;0,0
2030-11-04 13:00:00;596,97;0,0;26,18;485,24;85,55;0,0;0,0
2030-11-04 14:00:00;600,22;0,0;26,18;485,24;88,79;0,0;0,0
2030-11-04 15:00:00;601,45;0,0;26,18;485,24;90,03;0,0;0,0
2030-11-04 16:00:00;599,12;0,0;26,18;485,24;87,7;0,0;0,0
2030-11-04 17:00:00;599,58;0,0;26,18;485,24;88,16;0,0;0,0
2030-11-04 18:00:00;600,7;0,0;26,18;485,24;89,28;0,0;0,0
2030-11-04 19:00:00;601,59;0,0;26,18;485,24;90,16;0,0;0,0
2030-11-04 20:00:00;602,81;0,0;26,18;485,24;91,39;0,0;0,0
2030-11-04 21:00:00;604,4;0,0;26,18;485,24;92,98;0,0;0,0
2030-11-04 22:00:00;605,46;0,0;26,18;485,24;94,04;0,0;0,0
2030-11-04 23:00:00;606,82;0,0;26,18;485,24;95,4;0,0;0,0
2030-11-05 00:00:00;606,34;0,0;26,18;485,24;94,92;0,0;0,0
2030-11-05 01:00:00;605,66;0,0;26,18;485,24;94,24;0,0;0,0
2030-11-05 02:00:00;604,81;0,0;26,18;485,24;93,39;0,0;0,0
2030-11-05 03:00:00;604,46;0,0;26,18;485,24;93,04;0,0;0,0
2030-11-05 04:00:00;604,07;0,0;26,18;485,24;92,65;0,0;0,0
2030-11-05 05:00:00;603,66;0,0;26,18;485,24;92,24;0,0;0,0
2030-11-05 06:00:00;603,23;0,0;26,18;485,24;91,81;0,0;0,0
2030-11-05 07:00:00;603,43;0,0;26,18;485,24;92,01;0,0;0,0
2030-11-05 08:00:00;602,45;0,0;26,18;485,24;91,02;0,0;0,0
2030-11-05 09:00:00;602,94;0,0;26,18;485,24;91,52;0,0;0,0
2030-11-05 10:00:00;601,26;0,0;26,18;485,24;89,84;0,0;0,0
2030-11-05 11:00:00;596,86;0,0;26,18;485,24;85,44;0,0;0,0
2030-11-05 12:00:00;593,95;0,0;26,18;485,24;82,53;0,0;0,0
2030-11-05 13:00:00;593,8;0,0;26,18;485,24;82,38;0,0;0,0
2030-11-05 14:00:00;596,08;0,0;26,18;485,24;84,66;0,0;0,0
2030-11-05 15:00:00;596,85;0,0;26,18;485,24;85,43;0,0;0,0
2030-11-05 16:00:00;594,55;0,0;26,18;485,24;83,13;0,0;0,0
2030-11-05 17:00:00;592,12;0,0;26,18;485,24;80,69;0,0;0,0
2030-11-05 18:00:00;589,48;0,0;26,18;485,24;78,06;0,0;0,0
2030-11-05 19:00:00;587,29;0,0;26,18;485,24;75,87;0,0;0,0
2030-11-05 20:00:00;585,96;0,0;26,18;485,24;74,54;0,0;0,0
2030-11-05 21:00:00;580,95;0,0;26,18;485,24;69,53;0,0;0,0
2030-11-05 22:00:00;577,71;0,0;26,18;485,24;66,28;0,0;0,0
2030-11-05 23:00:00;574,4;0,0;26,18;485,24;62,98;0,0;0,0
2030-11-06 00:00:00;572,91;0,0;26,18;485,24;61,49;0,0;0,0
2030-11-06 01:00:00;571,31;0,0;26,18;485,24;59,88;0,0;0,0
2030-11-06 02:00:00;570,12;0,0;26,18;485,24;58,7;0,0;0,0
2030-11-06 03:00:00;569,07;0,0;26,18;485,24;57,65;0,0;0,0
2030-11-06 04:00:00;568,12;0,0;26,18;485,24;56,7;0,0;0,0
2030-11-06 05:00:00;567,26;0,0;26,18;485,24;55,84;0,0;0,0
2030-11-06 06:00:00;566,77;0,0;26,18;485,24;55,35;0,0;0,0
2030-11-06 07:00:00;566,4;0,0;26,18;485,24;54,98;0,0;0,0
2030-11-06 08:00:00;564,23;0,0;26,18;485,24;52,81;0,0;0,0
2030-11-06 09:00:00;563,47;0,0;26,18;485,24;52,05;0,0;0,0
2030-11-06 10:00:00;561,12;0,0;26,18;485,24;49,7;0,0;0,0
2030-11-06 11:00:00;555,75;0,0;26,18;485,24;44,33;0,0;0,0
2030-11-06 12:00:00;551,56;0,0;26,18;485,24;40,14;0,0;0,0
2030-11-06 13:00:00;550,7;0,0;26,18;485,24;39,28;0,0;0,0
2030-11-06 14:00:00;552,62;0,0;26,18;485,24;41,2;0,0;0,0
2030-11-06 15:00:00;553,73;0,0;26,18;485,24;42,31;0,0;0,0
2030-11-06 16:00:00;551,28;0,0;26,18;485,24;39,85;0,0;0,0
2030-11-06 17:00:00;550,9;0,0;26,18;485,24;39,48;0,0;0,0
2030-11-06 18:00:00;551,25;0,0;26,18;485,24;39,82;0,0;0,0
2030-11-06 19:00:00;551,41;0,0;26,18;485,24;39,99;0,0;0,0
2030-11-06 20:00:00;551,95;0,0;26,18;485,24;40,53;0,0;0,0
2030-11-06 21:00:00;552,58;0,0;26,18;485,24;41,16;0,0;0,0
2030-11-06 22:00:00;552,98;0,0;26,18;485,24;41,56;0,0;0,0
2030-11-06 23:00:00;553,71;0,0;26,18;485,24;42,29;0,0;0,0
2030-11-07 00:00:00;554,81;0,0;26,18;485,24;43,38;0,0;0,0
2030-11-07 01:00:00;556,3;0,0;26,18;485,24;44,88;0,0;0,0
2030-11-07 02:00:00;557,59;0,0;26,18;485,24;46,17;0,0;0,0
2030-11-07 03:00:00;558,3;0,0;26,18;485,24;46,88;0,0;0,0
2030-11-07 04:00:00;559,28;0,0;26,18;485,24;47,86;0,0;0,0
2030-11-07 05:00:00;559,96;0,0;26,18;485,24;48,54;0,0;0,0
2030-11-07 06:00:00;560,61;0,0;26,18;485,24;49,18;0,0;0,0
2030-11-07 07:00:00;561,24;0,0;26,18;485,24;49,82;0,0;0,0
2030-11-07 08:00:00;560,92;0,0;26,18;485,24;49,5;0,0;0,0
2030-11-07 09:00:00;561,12;0,0;26,18;485,24;49,7;0,0;0,0
2030-11-07 10:00:00;559,94;0,0;26,18;485,24;48,52;0,0;0,0
2030-11-07 11:00:00;556,35;0,0;26,18;485,24;44,93;0,0;0,0
2030-11-07 12:00:00;553,67;0,0;26,18;485,24;42,25;0,0;0,0
2030-11-07 13:00:00;554,01;0,0;26,18;485,24;42,59;0,0;0,0
2030-11-07 14:00:00;556,48;0,0;26,18;485,24;45,06;0,0;0,0
2030-11-07 15:00:00;557,4;0,0;26,18;485,24;45,98;0,0;0,0
2030-11-07 16:00:00;554,91;0,0;26,18;485,24;43,49;0,0;0,0
2030-11-07 17:00:00;555,35;0,0;26,18;485,24;43,93;0,0;0,0
2030-11-07 18:00:00;556,23;0,0;26,18;485,24;44,81;0,0;0,0
2030-11-07 19:00:00;557,24;0,0;26,18;485,24;45,82;0,0;0,0
2030-11-07 20:00:00;558,35;0,0;26,18;485,24;46,92;0,0;0,0
2030-11-07 21:00:00;559,22;0,0;26,18;485,24;47,8;0,0;0,0
2030-11-07 22:00:00;560,75;0,0;26,18;485,24;49,33;0,0;0,0
2030-11-07 23:00:00;562,38;0,0;26,18;485,24;50,96;0,0;0,0
2030-11-08 00:00:00;563,78;0,0;26,18;485,24;52,35;0,0;0,0
2030-11-08 01:00:00;564,89;0,0;26,18;485,24;53,46;0,0;0,0
2030-11-08 02:00:00;566,29;0,0;26,18;485,24;54,87;0,0;0,0
2030-11-08 03:00:00;567,1;0,0;26,18;485,24;55,67;0,0;0,0
2030-11-08 04:00:00;567,84;0,0;26,18;485,24;56,42;0,0;0,0
2030-11-08 05:00:00;568,23;0,0;26,18;485,24;56,81;0,0;0,0
2030-11-08 06:00:00;568,86;0,0;26,18;485,24;57,44;0,0;0,0
2030-11-08 07:00:00;568,85;0,0;26,18;485,24;57,43;0,0;0,0
2030-11-08 08:00:00;564,29;0,0;26,18;485,24;52,87;0,0;0,0
2030-11-08 09:00:00;561,26;0,0;26,18;485,24;49,84;0,0;0,0
2030-11-08 10:00:00;555,42;0,0;26,18;485,24;43,99;0,0;0,0
2030-11-08 11:00:00;547,12;0,0;26,18;485,24;35,69;0,0;0,0
2030-11-08 12:00:00;541,52;0,0;26,18;485,24;30,1;0,0;0,0
2030-11-08 13:00:00;539,97;0,0;26,18;485,24;28,54;0,0;0,0
2030-11-08 14:00:00;542,04;0,0;26,18;485,24;30,62;0,0;0,0
2030-11-08 15:00:00;544,52;0,0;26,18;485,24;33,1;0,0;0,0
2030-11-08 16:00:00;543,94;0,0;26,18;485,24;32,52;0,0;0,0
2030-11-08 17:00:00;544,74;0,0;26,18;485,24;33,32;0,0;0,0
2030-11-08 18:00:00;546,32;0,0;26,18;485,24;34,9;0,0;0,0
2030-11-08 19:00:00;548,09;0,0;26,18;485,24;36,67;0,0;0,0
2030-11-08 20:00:00;550,01;0,0;26,18;485,24;38,59;0,0;0,0
2030-11-08 21:00:00;552,05;0,0;26,18;485,24;40,63;0,0;0,0
2030-11-08 22:00:00;554,2;0,0;26,18;485,24;42,77;0,0;0,0
2030-11-08 23:00:00;556,1;0,0;26,18;485,24;44,68;0,0;0,0
2030-11-09 00:00:00;559,29;0,0;26,18;485,24;47,87;0,0;0,0
2030-11-09 01:00:00;562,33;0,0;26,18;485,24;50,91;0,0;0,0
2030-11-09 02:00:00;565,48;0,0;26,18;485,24;54,06;0,0;0,0
2030-11-09 03:00:00;567,77;0,0;26,18;485,24;56,35;0,0;0,0
2030-11-09 04:00:00;570,02;0,0;26,18;485,24;58,6;0,0;0,0
2030-11-09 05:00:00;571,6;0,0;26,18;485,24;60,18;0,0;0,0
2030-11-09 06:00:00;573,38;0,0;26,18;485,24;61,96;0,0;0,0
2030-11-09 07:00:00;573,24;0,0;26,18;485,24;61,82;0,0;0,0
2030-11-09 08:00:00;562,77;0,0;26,18;485,24;51,35;0,0;0,0
2030-11-09 09:00:00;552,73;0,0;26,18;485,24;41,31;0,0;0,0
2030-11-09 10:00:00;542,58;0,0;26,18;485,24;31,16;0,0;0,0
2030-11-09 11:00:00;533,56;0,0;26,18;485,24;22,14;0,0;0,0
2030-11-09 12:00:00;527,01;0,0;26,18;485,24;15,59;0,0;0,0
2030-11-09 13:00:00;522,99;0,0;26,18;485,24;11,57;0,0;0,0
2030-11-09 14:00:00;521,26;0,0;26,18;485,24;9,84;0,0;0,0
2030-11-09 15:00:00;523,28;0,0;26,18;485,24;11,86;0,0;0,0
2030-11-09 16:00:00;529,35;0,0;26,18;485,24;17,93;0,0;0,0
2030-11-09 17:00:00;532,25;0,0;26,18;485,24;20,83;0,0;0,0
2030-11-09 18:00:00;534,97;0,0;26,18;485,24;23,55;0,0;0,0
2030-11-09 19:00:00;538,07;0,0;26,18;485,24;26,65;0,0;0,0
2030-11-09 20:00:00;541,26;0,0;26,18;485,24;29,84;0,0;0,0
2030-11-09 21:00:00;544,22;0,0;26,18;485,24;32,79;0,0;0,0
2030-11-09 22:00:00;547,5;0,0;26,18;485,24;36,08;0,0;0,0
2030-11-09 23:00:00;550,54;0,0;26,18;485,24;39,12;0,0;0,0
2030-11-10 00:00:00;553,58;0,0;26,18;485,24;42,15;0,0;0,0
2030-11-10 01:00:00;556,93;0,0;26,18;485,24;45,51;0,0;0,0
2030-11-10 02:00:00;560,64;0,0;26,18;485,24;49,22;0,0;0,0
2030-11-10 03:00:00;562,87;0,0;26,18;485,24;51,44;0,0;0,0
2030-11-10 04:00:00;565,27;0,0;26,18;485,24;53,85;0,0;0,0
2030-11-10 05:00:00;566,97;0,0;26,18;485,24;55,55;0,0;0,0
2030-11-10 06:00:00;568,55;0,0;26,18;485,24;57,13;0,0;0,0
2030-11-10 07:00:00;568,77;0,0;26,18;485,24;57,35;0,0;0,0
2030-11-10 08:00:00;559,92;0,0;26,18;485,24;48,5;0,0;0,0
2030-11-10 09:00:00;550,07;0,0;26,18;485,24;38,65;0,0;0,0
2030-11-10 10:00:00;540,69;0,0;26,18;485,24;29,27;0,0;0,0
2030-11-10 11:00:00;531,85;0,0;26,18;485,24;20,43;0,0;0,0
2030-11-10 12:00:00;525,05;0,0;26,18;485,24;13,63;0,0;0,0
2030-11-10 13:00:00;520,76;0,0;26,18;485,24;9,34;0,0;0,0
2030-11-10 14:00:00;519,15;0,0;26,18;485,24;7,73;0,0;0,0
2030-11-10 15:00:00;521,12;0,0;26,18;485,24;9,7;0,0;0,0
2030-11-10 16:00:00;526,98;0,0;26,18;485,24;15,56;0,0;0,0
2030-11-10 17:00:00;528,69;0,0;26,18;485,24;17,27;0,0;0,0
2030-11-10 18:00:00;530,68;0,0;26,18;485,24;19,26;0,0;0,0
2030-11-10 19:00:00;532,69;0,0;26,18;485,24;21,27;0,0;0,0
2030-11-10 20:00:00;534,39;0,0;26,18;485,24;22,96;0,0;0,0
2030-11-10 21:00:00;536,37;0,0;26,18;485,24;24,94;0,0;0,0
2030-11-10 22:00:00;538,36;0,0;26,18;485,24;26,94;0,0;0,0
2030-11-10 23:00:00;540,36;0,0;26,18;485,24;28,94;0,0;0,0
2030-11-11 00:00:00;542,37;0,0;26,18;485,24;30,95;0,0;0,0
2030-11-11 01:00:00;545,02;0,0;26,18;485,24;33,59;0,0;0,0
2030-11-11 02:00:00;547,43;0,0;26,18;485,24;36,01;0,0;0,0
2030-11-11 03:00:00;549,24;0,0;26,18;485,24;37,82;0,0;0,0
2030-11-11 04:00:00;550,69;0,0;26,18;485,24;39,27;0,0;0,0
2030-11-11 05:00:00;552,06;0,0;26,18;485,24;40,64;0,0;0,0
2030-11-11 06:00:00;553,36;0,0;26,18;485,24;41,94;0,0;0,0
2030-11-11 07:00:00;554,62;0,0;26,18;485,24;43,2;0,0;0,0
2030-11-11 08:00:00;553,03;0,0;26,18;485,24;41,61;0,0;0,0
2030-11-11 09:00:00;552,63;0,0;26,18;485,24;41,21;0,0;0,0
2030-11-11 10:00:00;550,16;0,0;26,18;485,24;38,73;0,0;0,0
2030-11-11 11:00:00;544,78;0,0;26,18;485,24;33,36;0,0;0,0
2030-11-11 12:00:00;541,43;0,0;26,18;485,24;30,0;0,0;0,0
2030-11-11 13:00:00;541,14;0,0;26,18;485,24;29,71;0,0;0,0
2030-11-11 14:00:00;543,32;0,0;26,18;485,24;31,9;0,0;0,0
2030-11-11 15:00:00;544,96;0,0;26,18;485,24;33,54;0,0;0,0
2030-11-11 16:00:00;543,34;0,0;26,18;485,24;31,92;0,0;0,0
2030-11-11 17:00:00;543,53;0,0;26,18;485,24;32,11;0,0;0,0
2030-11-11 18:00:00;544,74;0,0;26,18;485,24;33,32;0,0;0,0
2030-11-11 19:00:00;545,8;0,0;26,18;485,24;34,37;0,0;0,0
2030-11-11 20:00:00;546,94;0,0;26,18;485,24;35,52;0,0;0,0
2030-11-11 21:00:00;548,48;0,0;26,18;485,24;37,06;0,0;0,0
2030-11-11 22:00:00;549,8;0,0;26,18;485,24;38,38;0,0;0,0
2030-11-11 23:00:00;551,16;0,0;26,18;485,24;39,74;0,0;0,0
2030-11-12 00:00:00;552,24;0,0;26,18;485,24;40,82;0,0;0,0
2030-11-12 01:00:00;553,31;0,0;26,18;485,24;41,89;0,0;0,0
2030-11-12 02:00:00;554,68;0,0;26,18;485,24;43,26;0,0;0,0
2030-11-12 03:00:00;555,46;0,0;26,18;485,24;44,04;0,0;0,0
2030-11-12 04:00:00;556,18;0,0;26,18;485,24;44,76;0,0;0,0
2030-11-12 05:00:00;556,56;0,0;26,18;485,24;45,13;0,0;0,0
2030-11-12 06:00:00;557,17;0,0;26,18;485,24;45,75;0,0;0,0
2030-11-12 07:00:00;558,09;0,0;26,18;485,24;46,67;0,0;0,0
2030-11-12 08:00:00;557,48;0,0;26,18;485,24;46,06;0,0;0,0
2030-11-12 09:00:00;558,89;0,0;26,18;485,24;47,47;0,0;0,0
2030-11-12 10:00:00;556,29;0,0;26,18;485,24;44,87;0,0;0,0
2030-11-12 11:00:00;551,68;0,0;26,18;485,24;40,25;0,0;0,0
2030-11-12 12:00:00;548,19;0,0;26,18;485,24;36,77;0,0;0,0
2030-11-12 13:00:00;547,99;0,0;26,18;485,24;36,57;0,0;0,0
2030-11-12 14:00:00;549,93;0,0;26,18;485,24;38,51;0,0;0,0
2030-11-12 15:00:00;550,64;0,0;26,18;485,24;39,21;0,0;0,0
2030-11-12 16:00:00;548,29;0,0;26,18;485,24;36,86;0,0;0,0
2030-11-12 17:00:00;548,0;0,0;26,18;485,24;36,57;0,0;0,0
2030-11-12 18:00:00;548,41;0,0;26,18;485,24;36,99;0,0;0,0
2030-11-12 19:00:00;548,94;0,0;26,18;485,24;37,51;0,0;0,0
2030-11-12 20:00:00;549,56;0,0;26,18;485,24;38,14;0,0;0,0
2030-11-12 21:00:00;550,26;0,0;26,18;485,24;38,84;0,0;0,0
2030-11-12 22:00:00;551,02;0,0;26,18;485,24;39,6;0,0;0,0
2030-11-12 23:00:00;551,52;0,0;26,18;485,24;40,1;0,0;0,0
2030-11-13 00:00:00;552,33;0,0;26,18;485,24;40,91;0,0;0,0
2030-11-13 01:00:00;552,87;0,0;26,18;485,24;41,45;0,0;0,0
