;('Biogas_feedin_existing_s', 'Gas_s');('Biogas_feedin_new_s', 'Gas_s');('Gas_s', 'Gas_demand_total_s');('Gas_s', 'Gas_storage_s');('Gas_s', 'GuD_s');('Gas_s', 'Material_demand_Gas_s');('Gas_s', 'excess_b_gas_s');('Gas_storage_s', 'Gas_s');('Hydrogen_feedin_s', 'Gas_s');('Import_Gas_s', 'Gas_s');('Methanisation_s', 'Gas_s')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-02-24 05:00:00;327,16;0,0;374,74;0,0;149,3;0,28;0,0;197,16;0,0;0,0;0,0
2030-02-24 06:00:00;327,16;0,0;438,42;0,0;149,3;0,28;0,0;260,83;0,0;0,0;0,0
2030-02-24 07:00:00;327,16;0,0;467,53;0,0;149,3;0,28;0,0;289,95;0,0;0,0;0,0
2030-02-24 08:00:00;327,16;0,0;469,0;0,0;149,3;0,28;0,0;291,42;0,0;0,0;0,0
2030-02-24 09:00:00;327,16;0,0;464,23;0,0;149,3;0,28;0,0;286,65;0,0;0,0;0,0
2030-02-24 10:00:00;327,16;0,0;452,79;0,0;149,3;0,28;0,0;275,21;0,0;0,0;0,0
2030-02-24 11:00:00;327,16;0,0;443,37;0,0;149,3;0,28;0,0;265,79;0,0;0,0;0,0
2030-02-24 12:00:00;327,16;0,0;430,09;0,0;149,3;0,28;0,0;252,51;0,0;0,0;0,0
2030-02-24 13:00:00;327,16;0,0;415,8;0,0;149,3;0,28;0,0;238,22;0,0;0,0;0,0
2030-02-24 14:00:00;327,16;0,0;414,28;0,0;149,3;0,28;0,0;236,69;0,0;0,0;0,0
2030-02-24 15:00:00;327,16;0,0;399,97;0,0;149,3;0,28;0,0;222,39;0,0;0,0;0,0
2030-02-24 16:00:00;327,16;0,0;387,03;0,0;149,3;0,28;0,0;209,45;0,0;0,0;0,0
2030-02-24 17:00:00;327,16;0,0;370,74;0,0;149,3;0,28;0,0;193,16;0,0;0,0;0,0
2030-02-24 18:00:00;327,16;0,0;351,34;0,0;149,3;0,28;0,0;173,76;0,0;0,0;0,0
2030-02-24 19:00:00;327,16;0,0;330,43;0,0;149,3;0,28;0,0;152,85;0,0;0,0;0,0
2030-02-24 20:00:00;327,16;0,0;314,43;0,0;149,3;0,28;0,0;136,84;0,0;0,0;0,0
2030-02-24 21:00:00;327,16;0,0;303,85;0,0;149,3;0,28;0,0;126,27;0,0;0,0;0,0
2030-02-24 22:00:00;327,16;0,0;291,89;0,0;149,3;0,28;0,0;114,31;0,0;0,0;0,0
2030-02-24 23:00:00;327,16;0,0;296,79;0,0;149,3;0,28;0,0;119,21;0,0;0,0;0,0
2030-02-25 00:00:00;327,16;0,0;296,95;0,0;149,3;0,28;0,0;119,37;0,0;0,0;0,0
2030-02-25 01:00:00;327,16;0,0;308,64;0,0;149,3;0,28;0,0;131,06;0,0;0,0;0,0
2030-02-25 02:00:00;327,16;0,0;327,47;0,0;149,3;0,28;0,0;149,89;0,0;0,0;0,0
2030-02-25 03:00:00;327,16;0,0;343,65;0,0;0,0;0,28;0,0;16,77;0,0;0,0;0,0
2030-02-25 04:00:00;327,16;0,0;382,3;0,0;0,0;0,28;0,0;55,42;0,0;0,0;0,0
2030-02-25 05:00:00;327,16;0,0;428,54;0,0;149,3;0,28;0,0;250,96;0,0;0,0;0,0
2030-02-25 06:00:00;327,16;0,0;495,9;0,0;149,3;0,28;0,0;318,32;0,0;0,0;0,0
2030-02-25 07:00:00;327,16;0,0;528,58;0,0;149,3;0,28;0,0;350,99;0,0;0,0;0,0
2030-02-25 08:00:00;327,16;0,0;520,86;0,0;149,3;0,28;0,0;343,28;0,0;0,0;0,0
2030-02-25 09:00:00;327,16;0,0;501,26;0,0;149,3;0,28;0,0;323,68;0,0;0,0;0,0
2030-02-25 10:00:00;327,16;0,0;473,8;0,0;149,3;0,28;0,0;296,22;0,0;0,0;0,0
2030-02-25 11:00:00;327,16;0,0;442,71;0,0;149,3;0,28;0,0;265,12;0,0;0,0;0,0
2030-02-25 12:00:00;327,16;0,0;415,72;0,0;149,3;0,28;0,0;238,13;0,0;0,0;0,0
2030-02-25 13:00:00;327,16;0,0;397,11;0,0;149,3;0,28;0,0;219,53;0,0;0,0;0,0
2030-02-25 14:00:00;327,16;0,0;390,73;0,0;149,3;0,28;0,0;213,15;0,0;0,0;0,0
2030-02-25 15:00:00;327,16;0,0;376,19;0,0;149,3;0,28;0,0;198,61;0,0;0,0;0,0
2030-02-25 16:00:00;327,16;0,0;370,89;0,0;149,3;0,28;0,0;193,31;0,0;0,0;0,0
2030-02-25 17:00:00;327,16;0,0;369,63;0,0;149,3;0,28;0,0;192,05;0,0;0,0;0,0
2030-02-25 18:00:00;327,16;0,0;357,67;0,0;149,3;0,28;0,0;180,09;0,0;0,0;0,0
2030-02-25 19:00:00;327,16;0,0;341,95;0,0;149,3;0,28;0,0;164,37;0,0;0,0;0,0
2030-02-25 20:00:00;327,16;0,0;330,86;0,0;149,3;0,28;0,0;153,28;0,0;0,0;0,0
2030-02-25 21:00:00;327,16;0,0;323,65;0,0;149,3;0,28;0,0;146,07;0,0;0,0;0,0
2030-02-25 22:00:00;327,16;0,0;314,81;0,0;149,3;0,28;0,0;137,22;0,0;0,0;0,0
2030-02-25 23:00:00;327,16;0,0;323,36;0,0;149,3;0,28;0,0;145,78;0,0;0,0;0,0
2030-02-26 00:00:00;327,16;0,0;278,06;0,0;149,3;0,28;0,0;100,48;0,0;0,0;0,0
2030-02-26 01:00:00;327,16;0,0;281,34;0,0;149,3;0,28;0,0;103,76;0,0;0,0;0,0
2030-02-26 02:00:00;327,16;0,0;285,67;0,0;149,3;0,28;0,0;108,08;0,0;0,0;0,0
2030-02-26 03:00:00;327,16;0,0;284,44;0,0;149,3;0,28;0,0;106,86;0,0;0,0;0,0
2030-02-26 04:00:00;327,16;0,0;290,65;0,0;149,3;0,28;0,0;113,06;0,0;0,0;0,0
2030-02-26 05:00:00;327,16;0,0;291,64;0,0;149,3;0,28;0,0;114,06;0,0;0,0;0,0
2030-02-26 06:00:00;327,16;0,0;328,93;0,0;149,3;0,28;0,0;151,35;0,0;0,0;0,0
2030-02-26 07:00:00;327,16;0,0;351,24;0,0;149,3;0,28;0,0;173,66;0,0;0,0;0,0
2030-02-26 08:00:00;327,16;0,0;337,15;0,0;149,3;0,28;0,0;159,57;0,0;0,0;0,0
2030-02-26 09:00:00;327,16;0,0;320,0;0,0;149,3;0,28;0,0;142,42;0,0;0,0;0,0
2030-02-26 10:00:00;327,16;0,0;303,77;0,0;149,3;0,28;0,0;126,19;0,0;0,0;0,0
2030-02-26 11:00:00;327,16;0,0;280,07;0,0;149,3;0,28;0,0;102,49;0,0;0,0;0,0
2030-02-26 12:00:00;327,16;0,0;253,29;0,0;149,3;0,28;0,0;75,71;0,0;0,0;0,0
2030-02-26 13:00:00;327,16;0,0;243,29;0,0;149,3;0,28;0,0;65,7;0,0;0,0;0,0
2030-02-26 14:00:00;327,16;0,0;226,55;0,0;149,3;0,28;0,0;48,97;0,0;0,0;0,0
2030-02-26 15:00:00;327,16;0,0;200,24;0,0;149,3;0,28;0,0;22,66;0,0;0,0;0,0
2030-02-26 16:00:00;327,16;0,0;191,99;0,0;149,3;0,28;0,0;14,41;0,0;0,0;0,0
2030-02-26 17:00:00;327,16;0,0;174,57;3,01;149,3;0,28;0,0;0,0;0,0;0,0;0,0
2030-02-26 18:00:00;327,16;0,0;163,24;14,34;149,3;0,28;0,0;0,0;0,0;0,0;0,0
2030-02-26 19:00:00;327,16;0,0;163,96;13,62;149,3;0,28;0,0;0,0;0,0;0,0;0,0
2030-02-26 20:00:00;327,16;0,0;170,96;6,62;149,3;0,28;0,0;0,0;0,0;0,0;0,0
2030-02-26 21:00:00;327,16;0,0;176,44;1,14;149,3;0,28;0,0;0,0;0,0;0,0;0,0
2030-02-26 22:00:00;327,16;0,0;172,66;4,92;149,3;0,28;0,0;0,0;0,0;0,0;0,0
2030-02-26 23:00:00;327,16;0,0;186,45;0,0;149,3;0,28;0,0;8,87;0,0;0,0;0,0
2030-02-27 00:00:00;327,16;0,0;220,98;0,0;149,3;0,28;0,0;43,4;0,0;0,0;0,0
2030-02-27 01:00:00;327,16;0,0;238,18;0,0;149,3;0,28;0,0;60,6;0,0;0,0;0,0
2030-02-27 02:00:00;327,16;0,0;261,3;0,0;149,3;0,28;0,0;83,72;0,0;0,0;0,0
2030-02-27 03:00:00;327,16;0,0;277,3;0,0;149,3;0,28;0,0;99,72;0,0;0,0;0,0
2030-02-27 04:00:00;327,16;0,0;279,62;0,0;149,3;0,28;0,0;102,04;0,0;0,0;0,0
2030-02-27 05:00:00;327,16;0,0;306,54;0,0;149,3;0,28;0,0;128,96;0,0;0,0;0,0
2030-02-27 06:00:00;327,16;0,0;297,04;0,0;149,3;0,28;0,0;119,46;0,0;0,0;0,0
2030-02-27 07:00:00;327,16;0,0;324,77;0,0;149,3;0,28;0,0;147,19;0,0;0,0;0,0
2030-02-27 08:00:00;327,16;0,0;304,14;0,0;149,3;0,28;0,0;126,56;0,0;0,0;0,0
2030-02-27 09:00:00;327,16;0,0;301,83;0,0;149,3;0,28;0,0;124,25;0,0;0,0;0,0
2030-02-27 10:00:00;327,16;0,0;289,11;0,0;149,3;0,28;0,0;111,53;0,0;0,0;0,0
2030-02-27 11:00:00;327,16;0,0;271,51;0,0;149,3;0,28;0,0;93,93;0,0;0,0;0,0
2030-02-27 12:00:00;327,16;0,0;250,88;0,0;149,3;0,28;0,0;73,3;0,0;0,0;0,0
2030-02-27 13:00:00;327,16;0,0;244,11;0,0;149,3;0,28;0,0;66,52;0,0;0,0;0,0
2030-02-27 14:00:00;327,16;0,0;247,79;0,0;149,3;0,28;0,0;70,21;0,0;0,0;0,0
2030-02-27 15:00:00;327,16;0,0;261,2;0,0;149,3;0,28;0,0;83,62;0,0;0,0;0,0
2030-02-27 16:00:00;327,16;0,0;264,27;0,0;149,3;0,28;0,0;86,69;0,0;0,0;0,0
2030-02-27 17:00:00;327,16;0,0;282,41;0,0;149,3;0,28;0,0;104,83;0,0;0,0;0,0
2030-02-27 18:00:00;327,16;0,0;297,08;0,0;149,3;0,28;0,0;119,5;0,0;0,0;0,0
2030-02-27 19:00:00;327,16;0,0;299,15;0,0;149,3;0,28;0,0;121,57;0,0;0,0;0,0
2030-02-27 20:00:00;327,16;0,0;312,45;0,0;149,3;0,28;0,0;134,87;0,0;0,0;0,0
2030-02-27 21:00:00;327,16;0,0;334,32;0,0;149,3;0,28;0,0;156,74;0,0;0,0;0,0
2030-02-27 22:00:00;327,16;0,0;322,09;0,0;108,14;0,28;0,0;103,35;0,0;0,0;0,0
2030-02-27 23:00:00;327,16;0,0;355,38;0,0;0,0;0,28;0,0;28,5;0,0;0,0;0,0
2030-02-28 00:00:00;327,16;0,0;387,07;0,0;0,0;0,28;0,0;60,18;0,0;0,0;0,0
2030-02-28 01:00:00;327,16;0,0;389,38;0,0;0,0;0,28;0,0;62,49;0,0;0,0;0,0
2030-02-28 02:00:00;327,16;0,0;400,48;0,0;0,0;0,28;0,0;73,6;0,0;0,0;0,0
2030-02-28 03:00:00;327,16;0,0;411,7;0,0;0,0;0,28;0,0;84,82;0,0;0,0;0,0
2030-02-28 04:00:00;327,16;0,0;441,71;0,0;0,0;0,28;0,0;114,82;0,0;0,0;0,0
2030-02-28 05:00:00;327,16;0,0;484,02;0,0;0,0;0,28;0,0;157,14;0,0;0,0;0,0
2030-02-28 06:00:00;327,16;0,0;550,23;0,0;0,0;0,28;0,0;223,35;0,0;0,0;0,0
2030-02-28 07:00:00;327,16;0,0;582,18;0,0;149,3;0,28;0,0;404,6;0,0;0,0;0,0
2030-02-28 08:00:00;327,16;0,0;593,23;0,0;149,3;0,28;0,0;415,64;0,0;0,0;0,0
2030-02-28 09:00:00;327,16;0,0;593,56;0,0;149,3;0,28;0,0;415,98;0,0;0,0;0,0
2030-02-28 10:00:00;327,16;0,0;587,99;0,0;149,3;0,28;0,0;410,41;0,0;0,0;0,0
2030-02-28 11:00:00;327,16;0,0;577,57;0,0;149,3;0,28;0,0;399,98;0,0;0,0;0,0
2030-02-28 12:00:00;327,16;0,0;562,1;0,0;149,3;0,28;0,0;384,52;0,0;0,0;0,0
2030-02-28 13:00:00;327,16;0,0;525,18;0,0;149,3;0,28;0,0;347,6;0,0;0,0;0,0
2030-02-28 14:00:00;327,16;0,0;513,26;0,0;149,3;0,28;0,0;335,68;0,0;0,0;0,0
2030-02-28 15:00:00;327,16;0,0;489,29;0,0;149,3;0,28;0,0;311,7;0,0;0,0;0,0
2030-02-28 16:00:00;327,16;0,0;463,81;0,0;149,3;0,28;0,0;286,22;0,0;0,0;0,0
2030-02-28 17:00:00;327,16;0,0;453,24;0,0;149,3;0,28;0,0;275,66;0,0;0,0;0,0
2030-02-28 18:00:00;327,16;0,0;439,41;0,0;149,3;0,28;0,0;261,83;0,0;0,0;0,0
2030-02-28 19:00:00;327,16;0,0;420,31;0,0;149,3;0,28;0,0;242,73;0,0;0,0;0,0
2030-02-28 20:00:00;327,16;0,0;403,57;0,0;149,3;0,28;0,0;225,99;0,0;0,0;0,0
2030-02-28 21:00:00;327,16;0,0;400,67;0,0;149,3;0,28;0,0;223,09;0,0;0,0;0,0
2030-02-28 22:00:00;327,16;0,0;383,76;0,0;149,3;0,28;0,0;206,18;0,0;0,0;0,0
2030-02-28 23:00:00;327,16;0,0;386,65;0,0;149,3;0,28;0,0;209,07;0,0;0,0;0,0
2030-03-01 00:00:00;327,16;0,0;371,77;0,0;149,3;0,28;0,0;194,19;0,0;0,0;0,0
2030-03-01 01:00:00;327,16;0,0;375,36;0,0;149,3;0,28;0,0;197,78;0,0;0,0;0,0
2030-03-01 02:00:00;327,16;0,0;384,51;0,0;149,3;0,28;0,0;206,93;0,0;0,0;0,0
2030-03-01 03:00:00;327,16;0,0;396,4;0,0;149,3;0,28;0,0;218,82;0,0;0,0;0,0
2030-03-01 04:00:00;327,16;0,0;428,13;0,0;149,3;0,28;0,0;250,55;0,0;0,0;0,0
2030-03-01 05:00:00;327,16;0,0;473,89;0,0;149,3;0,28;0,0;296,31;0,0;0,0;0,0
2030-03-01 06:00:00;327,16;0,0;541,16;0,0;149,3;0,28;0,0;363,58;0,0;0,0;0,0
2030-03-01 07:00:00;327,16;0,0;572,23;0,0;149,3;0,28;0,0;394,65;0,0;0,0;0,0
2030-03-01 08:00:00;327,16;0,0;569,32;0,0;149,3;0,28;0,0;391,74;0,0;0,0;0,0
2030-03-01 09:00:00;327,16;0,0;565,04;0,0;149,3;0,28;0,0;387,46;0,0;0,0;0,0
2030-03-01 10:00:00;327,16;0,0;549,41;0,0;149,3;0,28;0,0;371,82;0,0;0,0;0,0
2030-03-01 11:00:00;327,16;0,0;529,15;0,0;149,3;0,28;0,0;351,57;0,0;0,0;0,0
2030-03-01 12:00:00;327,16;0,0;504,25;0,0;149,3;0,28;0,0;326,67;0,0;0,0;0,0
2030-03-01 13:00:00;327,16;0,0;493,14;0,0;149,3;0,28;0,0;315,56;0,0;0,0;0,0
2030-03-01 14:00:00;327,16;0,0;495,3;0,0;149,3;0,28;0,0;317,72;0,0;0,0;0,0
2030-03-01 15:00:00;327,16;0,0;476,4;0,0;149,3;0,28;0,0;298,82;0,0;0,0;0,0
2030-03-01 16:00:00;327,16;0,0;462,08;0,0;149,3;0,28;0,0;284,5;0,0;0,0;0,0
2030-03-01 17:00:00;327,16;0,0;451,32;0,0;149,3;0,28;0,0;273,74;0,0;0,0;0,0
2030-03-01 18:00:00;327,16;0,0;435,31;0,0;149,3;0,28;0,0;257,73;0,0;0,0;0,0
2030-03-01 19:00:00;327,16;0,0;417,97;0,0;149,3;0,28;0,0;240,39;0,0;0,0;0,0
2030-03-01 20:00:00;327,16;0,0;406,45;0,0;149,3;0,28;0,0;228,87;0,0;0,0;0,0
2030-03-01 21:00:00;327,16;0,0;400,69;0,0;149,3;0,28;0,0;223,11;0,0;0,0;0,0
2030-03-01 22:00:00;327,16;0,0;393,76;0,0;149,3;0,28;0,0;216,18;0,0;0,0;0,0
2030-03-01 23:00:00;327,16;0,0;403,15;0,0;149,3;0,28;0,0;225,56;0,0;0,0;0,0
2030-03-02 00:00:00;327,16;0,0;395,11;0,0;149,3;0,28;0,0;217,53;0,0;0,0;0,0
2030-03-02 01:00:00;327,16;0,0;399,29;0,0;149,3;0,28;0,0;221,71;0,0;0,0;0,0
2030-03-02 02:00:00;327,16;0,0;410,99;0,0;149,3;0,28;0,0;233,41;0,0;0,0;0,0
2030-03-02 03:00:00;327,16;0,0;421,6;0,0;149,3;0,28;0,0;244,02;0,0;0,0;0,0
2030-03-02 04:00:00;327,16;0,0;454,95;0,0;149,3;0,28;0,0;277,37;0,0;0,0;0,0
2030-03-02 05:00:00;327,16;0,0;496,23;0,0;149,3;0,28;0,0;318,65;0,0;0,0;0,0
2030-03-02 06:00:00;327,16;0,0;557,6;0,0;149,3;0,28;0,0;380,02;0,0;0,0;0,0
2030-03-02 07:00:00;327,16;0,0;587,89;0,0;149,3;0,28;0,0;410,31;0,0;0,0;0,0
2030-03-02 08:00:00;327,16;0,0;592,87;0,0;149,3;0,28;0,0;415,28;0,0;0,0;0,0
2030-03-02 09:00:00;327,16;0,0;583,77;0,0;149,3;0,28;0,0;406,18;0,0;0,0;0,0
2030-03-02 10:00:00;327,16;0,0;568,98;0,0;149,3;0,28;0,0;391,39;0,0;0,0;0,0
2030-03-02 11:00:00;327,16;0,0;553,54;0,0;149,3;0,28;0,0;375,96;0,0;0,0;0,0
2030-03-02 12:00:00;327,16;0,0;538,41;0,0;149,3;0,28;0,0;360,82;0,0;0,0;0,0
2030-03-02 13:00:00;327,16;0,0;524,89;0,0;149,3;0,28;0,0;347,31;0,0;0,0;0,0
2030-03-02 14:00:00;327,16;0,0;520,07;0,0;149,3;0,28;0,0;342,48;0,0;0,0;0,0
2030-03-02 15:00:00;327,16;0,0;507,24;0,0;149,3;0,28;0,0;329,66;0,0;0,0;0,0
2030-03-02 16:00:00;327,16;0,0;503,16;0,0;149,3;0,28;0,0;325,58;0,0;0,0;0,0
2030-03-02 17:00:00;327,16;0,0;491,83;0,0;149,3;0,28;0,0;314,25;0,0;0,0;0,0
2030-03-02 18:00:00;327,16;0,0;475,96;0,0;149,3;0,28;0,0;298,37;0,0;0,0;0,0
2030-03-02 19:00:00;327,16;0,0;455,49;0,0;149,3;0,28;0,0;277,91;0,0;0,0;0,0
2030-03-02 20:00:00;327,16;0,0;440,28;0,0;149,3;0,28;0,0;262,7;0,0;0,0;0,0
2030-03-02 21:00:00;327,16;0,0;429,24;0,0;149,3;0,28;0,0;251,66;0,0;0,0;0,0
2030-03-02 22:00:00;327,16;0,0;415,75;0,0;149,3;0,28;0,0;238,17;0,0;0,0;0,0
2030-03-02 23:00:00;327,16;0,0;419,53;0,0;149,3;0,28;0,0;241,95;0,0;0,0;0,0
2030-03-03 00:00:00;327,16;0,0;413,3;0,0;149,3;0,28;0,0;235,72;0,0;0,0;0,0
2030-03-03 01:00:00;327,16;0,0;411,23;0,0;149,3;0,28;0,0;233,64;0,0;0,0;0,0
2030-03-03 02:00:00;327,16;0,0;415,03;0,0;149,3;0,28;0,0;237,45;0,0;0,0;0,0
2030-03-03 03:00:00;327,16;0,0;421,14;0,0;149,3;0,28;0,0;243,56;0,0;0,0;0,0
2030-03-03 04:00:00;327,16;0,0;449,27;0,0;149,3;0,28;0,0;271,69;0,0;0,0;0,0
2030-03-03 05:00:00;327,16;0,0;485,87;0,0;149,3;0,28;0,0;308,29;0,0;0,0;0,0
2030-03-03 06:00:00;327,16;0,0;541,65;0,0;149,3;0,28;0,0;364,07;0,0;0,0;0,0
2030-03-03 07:00:00;327,16;0,0;566,66;0,0;149,3;0,28;0,0;389,08;0,0;0,0;0,0
2030-03-03 08:00:00;327,16;0,0;571,85;0,0;149,3;0,28;0,0;394,26;0,0;0,0;0,0
2030-03-03 09:00:00;327,16;0,0;562,0;0,0;149,3;0,28;0,0;384,41;0,0;0,0;0,0
2030-03-03 10:00:00;327,16;0,0;535,4;0,0;149,3;0,28;0,0;357,82;0,0;0,0;0,0
2030-03-03 11:00:00;327,16;0,0;514,25;0,0;149,3;0,28;0,0;336,67;0,0;0,0;0,0
2030-03-03 12:00:00;327,16;0,0;485,54;0,0;149,3;0,28;0,0;307,96;0,0;0,0;0,0
2030-03-03 13:00:00;327,16;0,0;468,2;0,0;149,3;0,28;0,0;290,62;0,0;0,0;0,0
2030-03-03 14:00:00;327,16;0,0;459,08;0,0;149,3;0,28;0,0;281,49;0,0;0,0;0,0
2030-03-03 15:00:00;327,16;0,0;442,37;0,0;149,3;0,28;0,0;264,79;0,0;0,0;0,0
2030-03-03 16:00:00;327,16;0,0;439,21;0,0;149,3;0,28;0,0;261,63;0,0;0,0;0,0
2030-03-03 17:00:00;327,16;0,0;429,14;0,0;149,3;0,28;0,0;251,56;0,0;0,0;0,0
2030-03-03 18:00:00;327,16;0,0;413,63;0,0;149,3;0,28;0,0;236,05;0,0;0,0;0,0
2030-03-03 19:00:00;327,16;0,0;395,7;0,0;149,3;0,28;0,0;218,12;0,0;0,0;0,0
2030-03-03 20:00:00;327,16;0,0;382,62;0,0;149,3;0,28;0,0;205,04;0,0;0,0;0,0
2030-03-03 21:00:00;327,16;0,0;372,68;0,0;149,3;0,28;0,0;195,1;0,0;0,0;0,0
2030-03-03 22:00:00;327,16;0,0;360,88;0,0;149,3;0,28;0,0;183,3;0,0;0,0;0,0
2030-03-03 23:00:00;327,16;0,0;367,05;0,0;149,3;0,28;0,0;189,47;0,0;0,0;0,0
2030-03-04 00:00:00;327,16;0,0;361,29;0,0;149,3;0,28;0,0;183,71;0,0;0,0;0,0
2030-03-04 01:00:00;327,16;0,0;366,44;0,0;149,3;0,28;0,0;188,86;0,0;0,0;0,0
2030-03-04 02:00:00;327,16;0,0;379,19;0,0;149,3;0,28;0,0;201,61;0,0;0,0;0,0
2030-03-04 03:00:00;327,16;0,0;389,35;0,0;149,3;0,28;0,0;211,77;0,0;0,0;0,0
2030-03-04 04:00:00;327,16;0,0;421,95;0,0;149,3;0,28;0,0;244,37;0,0;0,0;0,0
2030-03-04 05:00:00;327,16;0,0;462,05;0,0;149,3;0,28;0,0;284,47;0,0;0,0;0,0
2030-03-04 06:00:00;327,16;0,0;517,86;0,0;149,3;0,28;0,0;340,28;0,0;0,0;0,0
2030-03-04 07:00:00;327,16;0,0;545,57;0,0;149,3;0,28;0,0;367,99;0,0;0,0;0,0
2030-03-04 08:00:00;327,16;0,0;551,09;0,0;149,3;0,28;0,0;373,51;0,0;0,0;0,0
2030-03-04 09:00:00;327,16;0,0;542,68;0,0;149,3;0,28;0,0;365,1;0,0;0,0;0,0
2030-03-04 10:00:00;327,16;0,0;529,57;0,0;149,3;0,28;0,0;351,99;0,0;0,0;0,0
2030-03-04 11:00:00;327,16;0,0;513,37;0,0;149,3;0,28;0,0;335,79;0,0;0,0;0,0
2030-03-04 12:00:00;327,16;0,0;501,9;0,0;149,3;0,28;0,0;324,31;0,0;0,0;0,0
2030-03-04 13:00:00;327,16;0,0;495,83;0,0;149,3;0,28;0,0;318,25;0,0;0,0;0,0
2030-03-04 14:00:00;327,16;0,0;499,03;0,0;149,3;0,28;0,0;321,45;0,0;0,0;0,0
2030-03-04 15:00:00;327,16;0,0;486,8;0,0;149,3;0,28;0,0;309,22;0,0;0,0;0,0
2030-03-04 16:00:00;327,16;0,0;475,86;0,0;149,3;0,28;0,0;298,28;0,0;0,0;0,0
2030-03-04 17:00:00;327,16;0,0;465,54;0,0;149,3;0,28;0,0;287,96;0,0;0,0;0,0
2030-03-04 18:00:00;327,16;0,0;448,91;0,0;149,3;0,28;0,0;271,33;0,0;0,0;0,0
2030-03-04 19:00:00;327,16;0,0;436,0;0,0;149,3;0,28;0,0;258,42;0,0;0,0;0,0
2030-03-04 20:00:00;327,16;0,0;425,05;0,0;149,3;0,28;0,0;247,47;0,0;0,0;0,0
2030-03-04 21:00:00;327,16;0,0;416,06;0,0;149,3;0,28;0,0;238,48;0,0;0,0;0,0
2030-03-04 22:00:00;327,16;0,0;400,78;0,0;149,3;0,28;0,0;223,2;0,0;0,0;0,0
2030-03-04 23:00:00;327,16;0,0;406,69;0,0;149,3;0,28;0,0;229,11;0,0;0,0;0,0
2030-03-05 00:00:00;327,16;0,0;346,37;0,0;149,3;0,28;0,0;168,79;0,0;0,0;0,0
2030-03-05 01:00:00;327,16;0,0;347,4;0,0;149,3;0,28;0,0;169,82;0,0;0,0;0,0
2030-03-05 02:00:00;327,16;0,0;351,69;0,0;149,3;0,28;0,0;174,11;0,0;0,0;0,0
2030-03-05 03:00:00;327,16;0,0;352,36;0,0;149,3;0,28;0,0;174,78;0,0;0,0;0,0
2030-03-05 04:00:00;327,16;0,0;357,4;0,0;149,3;0,28;0,0;179,81;0,0;0,0;0,0
2030-03-05 05:00:00;327,16;0,0;360,81;0,0;149,3;0,28;0,0;183,23;0,0;0,0;0,0
2030-03-05 06:00:00;327,16;0,0;388,76;0,0;149,3;0,28;0,0;211,18;0,0;0,0;0,0
2030-03-05 07:00:00;327,16;0,0;397,52;0,0;149,3;0,28;0,0;219,93;0,0;0,0;0,0
2030-03-05 08:00:00;327,16;0,0;405,44;0,0;149,3;0,28;0,0;227,86;0,0;0,0;0,0
2030-03-05 09:00:00;327,16;0,0;409,41;0,0;149,3;0,28;0,0;231,83;0,0;0,0;0,0
2030-03-05 10:00:00;327,16;0,0;401,56;0,0;149,3;0,28;0,0;223,98;0,0;0,0;0,0
2030-03-05 11:00:00;327,16;0,0;383,67;0,0;149,3;0,28;0,0;206,09;0,0;0,0;0,0
2030-03-05 12:00:00;327,16;0,0;354,56;0,0;149,3;0,28;0,0;176,98;0,0;0,0;0,0
2030-03-05 13:00:00;327,16;0,0;335,03;0,0;149,3;0,28;0,0;157,45;0,0;0,0;0,0
2030-03-05 14:00:00;327,16;0,0;315,77;0,0;149,3;0,28;0,0;138,19;0,0;0,0;0,0
2030-03-05 15:00:00;327,16;0,0;293,82;0,0;149,3;0,28;0,0;116,24;0,0;0,0;0,0
2030-03-05 16:00:00;327,16;0,0;275,9;0,0;149,3;0,28;0,0;98,32;0,0;0,0;0,0
2030-03-05 17:00:00;327,16;0,0;272,74;0,0;149,3;0,28;0,0;95,16;0,0;0,0;0,0
2030-03-05 18:00:00;327,16;0,0;261,88;0,0;149,3;0,28;0,0;84,3;0,0;0,0;0,0
2030-03-05 19:00:00;327,16;0,0;258,76;0,0;149,3;0,28;0,0;81,17;0,0;0,0;0,0
2030-03-05 20:00:00;327,16;0,0;255,72;0,0;149,3;0,28;0,0;78,14;0,0;0,0;0,0
2030-03-05 21:00:00;327,16;0,0;257,16;0,0;149,3;0,28;0,0;79,58;0,0;0,0;0,0
2030-03-05 22:00:00;327,16;0,0;251,06;0,0;149,3;0,28;0,0;73,48;0,0;0,0;0,0
2030-03-05 23:00:00;327,16;0,0;258,37;0,0;149,3;0,28;0,0;80,79;0,0;0,0;0,0
2030-03-06 00:00:00;327,16;0,0;279,67;0,0;149,3;0,28;0,0;102,08;0,0;0,0;0,0
2030-03-06 01:00:00;327,16;0,0;282,76;0,0;149,3;0,28;0,0;105,17;0,0;0,0;0,0
2030-03-06 02:00:00;327,16;0,0;287,16;0,0;149,3;0,28;0,0;109,58;0,0;0,0;0,0
2030-03-06 03:00:00;327,16;0,0;298,3;0,0;149,3;0,28;0,0;120,71;0,0;0,0;0,0
2030-03-06 04:00:00;327,16;0,0;308,36;0,0;149,3;0,28;0,0;130,78;0,0;0,0;0,0
2030-03-06 05:00:00;327,16;0,0;321,24;0,0;149,3;0,28;0,0;143,65;0,0;0,0;0,0
