;('Biogas_feedin_existing_s', 'Gas_s');('Biogas_feedin_new_s', 'Gas_s');('Gas_s', 'Gas_demand_total_s');('Gas_s', 'Gas_storage_s');('Gas_s', 'GuD_s');('Gas_s', 'Material_demand_Gas_s');('Gas_s', 'excess_b_gas_s');('Gas_storage_s', 'Gas_s');('Hydrogen_feedin_s', 'Gas_s');('Import_Gas_s', 'Gas_s');('Methanisation_s', 'Gas_s')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-01-11 01:00:00;327,16;0,0;336,74;0,0;149,3;0,28;0,0;0,0;0,0;159,16;0,0
2030-01-11 02:00:00;327,16;0,0;344,93;0,0;149,3;0,28;0,0;0,0;0,0;167,35;0,0
2030-01-11 03:00:00;327,16;0,0;354,32;0,0;149,3;0,28;0,0;0,0;0,0;176,74;0,0
2030-01-11 04:00:00;327,16;0,0;382,19;0,0;149,3;0,28;0,0;0,0;0,0;204,6;0,0
2030-01-11 05:00:00;327,16;0,0;423,4;0,0;149,3;0,28;0,0;0,0;0,0;245,82;0,0
2030-01-11 06:00:00;327,16;0,0;486,88;0,0;149,3;0,28;0,0;0,0;0,0;309,3;0,0
2030-01-11 07:00:00;327,16;0,0;518,48;0,0;149,3;0,28;0,0;0,0;0,0;340,9;0,0
2030-01-11 08:00:00;327,16;0,0;533,5;0,0;149,3;0,28;0,0;0,0;0,0;355,92;0,0
2030-01-11 09:00:00;327,16;0,0;537,47;0,0;149,3;0,28;0,0;0,0;0,0;359,89;0,0
2030-01-11 10:00:00;327,16;0,0;532,56;0,0;149,3;0,28;0,0;0,0;0,0;354,98;0,0
2030-01-11 11:00:00;327,16;0,0;519,5;0,0;149,3;0,28;0,0;0,0;0,0;341,92;0,0
2030-01-11 12:00:00;327,16;0,0;504,77;0,0;149,3;0,28;0,0;0,0;0,0;327,18;0,0
2030-01-11 13:00:00;327,16;0,0;489,12;0,0;149,3;0,28;0,0;0,0;0,0;311,54;0,0
2030-01-11 14:00:00;327,16;0,0;489,37;0,0;149,3;0,28;0,0;0,0;0,0;311,79;0,0
2030-01-11 15:00:00;327,16;0,0;475,12;0,0;149,3;0,28;0,0;0,0;0,0;297,54;0,0
2030-01-11 16:00:00;327,16;0,0;454,53;0,0;149,3;0,28;0,0;0,0;0,0;276,95;0,0
2030-01-11 17:00:00;327,16;0,0;440,99;0,0;149,3;0,28;0,0;0,0;0,0;263,41;0,0
2030-01-11 18:00:00;327,16;0,0;427,38;0,0;149,3;0,28;0,0;0,0;0,0;249,8;0,0
2030-01-11 19:00:00;327,16;0,0;408,93;0,0;149,3;0,28;0,0;231,34;0,0;0,0;0,0
2030-01-11 20:00:00;327,16;0,0;388,51;0,0;149,3;0,28;0,0;0,0;0,0;210,93;0,0
2030-01-11 21:00:00;327,16;0,0;383,73;0,0;149,3;0,28;0,0;0,0;0,0;206,15;0,0
2030-01-11 22:00:00;327,16;0,0;364,02;0,0;149,3;0,28;0,0;0,0;0,0;186,44;0,0
2030-01-11 23:00:00;327,16;0,0;364,27;0,0;149,3;0,28;0,0;0,0;0,0;186,69;0,0
2030-01-12 00:00:00;327,16;0,0;368,68;0,0;149,3;0,28;0,0;0,0;0,0;191,1;0,0
2030-01-12 01:00:00;327,16;0,0;370,09;0,0;149,3;0,28;0,0;0,0;0,0;192,51;0,0
2030-01-12 02:00:00;327,16;0,0;378,48;0,0;149,3;0,28;0,0;0,0;0,0;200,9;0,0
2030-01-12 03:00:00;327,16;0,0;388,51;0,0;149,3;0,28;0,0;0,0;0,0;210,93;0,0
2030-01-12 04:00:00;327,16;0,0;417,57;0,0;149,3;0,28;0,0;0,0;0,0;239,99;0,0
2030-01-12 05:00:00;327,16;0,0;459,66;0,0;149,3;0,28;0,0;0,0;0,0;282,08;0,0
2030-01-12 06:00:00;327,16;0,0;525,51;0,0;149,3;0,28;0,0;0,0;0,0;347,93;0,0
2030-01-12 07:00:00;327,16;0,0;557,26;0,0;149,3;0,28;0,0;0,0;0,0;379,68;0,0
2030-01-12 08:00:00;327,16;0,0;569,76;0,0;149,3;0,28;0,0;0,0;0,0;392,18;0,0
2030-01-12 09:00:00;327,16;0,0;565,89;0,0;149,3;0,28;0,0;0,0;0,0;388,31;0,0
2030-01-12 10:00:00;327,16;0,0;559,93;0,0;149,3;0,28;0,0;0,0;0,0;382,35;0,0
2030-01-12 11:00:00;327,16;0,0;548,49;0,0;149,3;0,28;0,0;0,0;0,0;370,91;0,0
2030-01-12 12:00:00;327,16;0,0;534,59;0,0;149,3;0,28;0,0;0,0;0,0;357,01;0,0
2030-01-12 13:00:00;327,16;0,0;514,97;0,0;149,3;0,28;0,0;0,0;0,0;337,39;0,0
2030-01-12 14:00:00;327,16;0,0;509,92;0,0;149,3;0,28;0,0;0,0;0,0;332,34;0,0
2030-01-12 15:00:00;327,16;0,0;494,25;0,0;149,3;0,28;0,0;0,0;0,0;316,67;0,0
2030-01-12 16:00:00;327,16;0,0;481,22;0,0;149,3;0,28;0,0;0,0;0,0;303,63;0,0
2030-01-12 17:00:00;327,16;0,0;467,81;0,0;149,3;0,28;0,0;290,23;0,0;0,0;0,0
2030-01-12 18:00:00;327,16;0,0;452,99;0,0;149,3;0,28;0,0;0,0;0,0;275,41;0,0
2030-01-12 19:00:00;327,16;0,0;431,9;0,0;149,3;0,28;0,0;0,0;0,0;254,32;0,0
2030-01-12 20:00:00;327,16;0,0;412,76;0,0;149,3;0,28;0,0;0,0;0,0;235,18;0,0
2030-01-12 21:00:00;327,16;0,0;407,46;0,0;149,3;0,28;0,0;0,0;0,0;229,88;0,0
2030-01-12 22:00:00;327,16;0,0;387,4;0,0;149,3;0,28;0,0;0,0;0,0;209,82;0,0
2030-01-12 23:00:00;327,16;0,0;386,79;0,0;149,3;0,28;0,0;0,0;0,0;209,21;0,0
2030-01-13 00:00:00;327,16;0,0;385,91;0,0;149,3;0,28;0,0;0,0;0,0;208,33;0,0
2030-01-13 01:00:00;327,16;0,0;383,31;0,0;149,3;0,28;0,0;0,0;0,0;205,73;0,0
2030-01-13 02:00:00;327,16;0,0;389,53;0,0;149,3;0,28;0,0;0,0;0,0;211,95;0,0
2030-01-13 03:00:00;327,16;0,0;396,63;0,0;149,3;0,28;0,0;0,0;0,0;219,05;0,0
2030-01-13 04:00:00;327,16;0,0;422,64;0,0;149,3;0,28;0,0;0,0;0,0;245,06;0,0
2030-01-13 05:00:00;327,16;0,0;462,44;0,0;149,3;0,28;0,0;0,0;0,0;284,86;0,0
2030-01-13 06:00:00;327,16;0,0;525,56;0,0;149,3;0,28;0,0;0,0;0,0;347,98;0,0
2030-01-13 07:00:00;327,16;0,0;555,12;0,0;149,3;0,28;0,0;0,0;0,0;377,54;0,0
2030-01-13 08:00:00;327,16;0,0;564,57;0,0;149,3;0,28;0,0;0,0;0,0;386,98;0,0
2030-01-13 09:00:00;327,16;0,0;544,87;0,0;149,3;0,28;0,0;0,0;0,0;367,29;0,0
2030-01-13 10:00:00;327,16;0,0;520,12;0,0;149,3;0,28;0,0;0,0;0,0;342,54;0,0
2030-01-13 11:00:00;327,16;0,0;489,63;0,0;149,3;0,28;0,0;0,0;0,0;312,05;0,0
2030-01-13 12:00:00;327,16;0,0;462,48;0,0;149,3;0,28;0,0;0,0;0,0;284,9;0,0
2030-01-13 13:00:00;327,16;0,0;444,63;0,0;149,3;0,28;0,0;0,0;0,0;267,05;0,0
2030-01-13 14:00:00;327,16;0,0;436,61;0,0;149,3;0,28;0,0;259,03;0,0;0,0;0,0
2030-01-13 15:00:00;327,16;0,0;415,72;0,0;149,3;0,28;0,0;0,0;0,0;238,14;0,0
2030-01-13 16:00:00;327,16;0,0;409,45;0,0;149,3;0,28;0,0;0,0;0,0;231,87;0,0
2030-01-13 17:00:00;327,16;0,0;398,36;0,0;149,3;0,28;0,0;0,0;0,0;220,77;0,0
2030-01-13 18:00:00;327,16;0,0;386,78;0,0;149,3;0,28;0,0;0,0;0,0;209,2;0,0
2030-01-13 19:00:00;327,16;0,0;368,36;0,0;149,3;0,28;0,0;0,0;0,0;190,78;0,0
2030-01-13 20:00:00;327,16;0,0;351,96;0,0;149,3;0,28;0,0;0,0;0,0;174,38;0,0
2030-01-13 21:00:00;327,16;0,0;349,76;0,0;149,3;0,28;0,0;0,0;0,0;172,17;0,0
2030-01-13 22:00:00;327,16;0,0;332,74;0,0;149,3;0,28;0,0;0,0;0,0;155,16;0,0
2030-01-13 23:00:00;327,16;0,0;336,03;0,0;149,3;0,28;0,0;0,0;0,0;158,45;0,0
2030-01-14 00:00:00;327,16;0,0;342,65;0,0;149,3;0,28;0,0;0,0;0,0;165,07;0,0
2030-01-14 01:00:00;327,16;0,0;348,93;0,0;149,3;0,28;0,0;171,35;0,0;0,0;0,0
2030-01-14 02:00:00;327,16;0,0;364,64;0,0;149,3;0,28;0,0;0,0;0,0;187,06;0,0
2030-01-14 03:00:00;327,16;0,0;379,47;0,0;149,3;0,28;0,0;0,0;0,0;201,89;0,0
2030-01-14 04:00:00;327,16;0,0;412,56;0,0;149,3;0,28;0,0;0,0;0,0;234,98;0,0
2030-01-14 05:00:00;327,16;0,0;459,62;0,0;149,3;0,28;0,0;0,0;0,0;282,04;0,0
2030-01-14 06:00:00;327,16;0,0;529,65;0,0;149,3;0,28;0,0;0,0;0,0;352,07;0,0
2030-01-14 07:00:00;327,16;0,0;567,07;0,0;149,3;0,28;0,0;0,0;0,0;389,49;0,0
2030-01-14 08:00:00;327,16;0,0;583,92;0,0;149,3;0,28;0,0;0,0;0,0;406,34;0,0
2030-01-14 09:00:00;327,16;0,0;570,66;0,0;149,3;0,28;0,0;0,0;0,0;393,08;0,0
2030-01-14 10:00:00;327,16;0,0;549,21;0,0;149,3;0,28;0,0;0,0;0,0;371,63;0,0
2030-01-14 11:00:00;327,16;0,0;520,58;0,0;149,3;0,28;0,0;0,0;0,0;343,0;0,0
2030-01-14 12:00:00;327,16;0,0;492,26;0,0;149,3;0,28;0,0;0,0;0,0;314,68;0,0
2030-01-14 13:00:00;327,16;0,0;467,03;0,0;149,3;0,28;0,0;0,0;0,0;289,44;0,0
2030-01-14 14:00:00;327,16;0,0;465,46;0,0;149,3;0,28;0,0;0,0;0,0;287,87;0,0
2030-01-14 15:00:00;327,16;0,0;455,51;0,0;149,3;0,28;0,0;0,0;0,0;277,93;0,0
2030-01-14 16:00:00;327,16;0,0;447,09;0,0;149,3;0,28;0,0;0,0;0,0;269,51;0,0
2030-01-14 17:00:00;327,16;0,0;433,57;0,0;149,3;0,28;0,0;0,0;0,0;255,98;0,0
2030-01-14 18:00:00;327,16;0,0;419,22;0,0;149,3;0,28;0,0;0,0;0,0;241,64;0,0
2030-01-14 19:00:00;327,16;0,0;397,93;0,0;149,3;0,28;0,0;220,34;0,0;0,0;0,0
2030-01-14 20:00:00;327,16;0,0;378,92;0,0;149,3;0,28;0,0;0,0;0,0;201,34;0,0
2030-01-14 21:00:00;327,16;0,0;372,8;0,0;149,3;0,28;0,0;0,0;0,0;195,21;0,0
2030-01-14 22:00:00;327,16;0,0;352,02;0,0;149,3;0,28;0,0;0,0;0,0;174,44;0,0
2030-01-14 23:00:00;327,16;0,0;350,71;0,0;149,3;0,28;0,0;0,0;0,0;173,13;0,0
2030-01-15 00:00:00;327,16;0,0;273,39;0,0;149,3;0,28;0,0;95,81;0,0;0,0;0,0
2030-01-15 01:00:00;327,16;0,0;274,64;0,0;149,3;0,28;0,0;0,0;0,0;97,06;0,0
2030-01-15 02:00:00;327,16;0,0;272,39;0,0;149,3;0,28;0,0;0,0;0,0;94,81;0,0
2030-01-15 03:00:00;327,16;0,0;270,75;0,0;149,3;0,28;0,0;0,0;0,0;93,16;0,0
2030-01-15 04:00:00;327,16;0,0;267,95;0,0;149,3;0,28;0,0;0,0;0,0;90,37;0,0
2030-01-15 05:00:00;327,16;0,0;271,99;0,0;149,3;0,28;0,0;0,0;0,0;94,41;0,0
2030-01-15 06:00:00;327,16;0,0;319,69;0,0;149,3;0,28;0,0;0,0;0,0;142,11;0,0
2030-01-15 07:00:00;327,16;0,0;329,81;0,0;149,3;0,28;0,0;0,0;0,0;152,23;0,0
2030-01-15 08:00:00;327,16;0,0;337,05;0,0;149,3;0,28;0,0;0,0;0,0;159,47;0,0
2030-01-15 09:00:00;327,16;0,0;333,8;0,0;149,3;0,28;0,0;0,0;0,0;156,22;0,0
2030-01-15 10:00:00;327,16;0,0;322,73;0,0;149,3;0,28;0,0;145,14;0,0;0,0;0,0
2030-01-15 11:00:00;327,16;0,0;309,83;0,0;149,3;0,28;0,0;0,0;0,0;132,24;0,0
2030-01-15 12:00:00;327,16;0,0;286,95;0,0;149,3;0,28;0,0;0,0;0,0;109,37;0,0
2030-01-15 13:00:00;327,16;0,0;282,04;0,0;149,3;0,28;0,0;0,0;0,0;104,46;0,0
2030-01-15 14:00:00;327,16;0,0;269,6;0,0;149,3;0,28;0,0;0,0;0,0;92,02;0,0
2030-01-15 15:00:00;327,16;0,0;245,61;0,0;149,3;0,28;0,0;68,03;0,0;0,0;0,0
2030-01-15 16:00:00;327,16;0,0;225,09;0,0;149,3;0,28;0,0;0,0;0,0;47,51;0,0
2030-01-15 17:00:00;327,16;0,0;219,56;0,0;149,3;0,28;0,0;0,0;0,0;41,98;0,0
2030-01-15 18:00:00;327,16;0,0;207,37;0,0;149,3;0,28;0,0;29,79;0,0;0,0;0,0
2030-01-15 19:00:00;327,16;0,0;205,06;0,0;149,3;0,28;0,0;27,48;0,0;0,0;0,0
2030-01-15 20:00:00;327,16;0,0;209,35;0,0;149,3;0,28;0,0;31,77;0,0;0,0;0,0
2030-01-15 21:00:00;327,16;0,0;209,97;0,0;149,3;0,28;0,0;0,0;0,0;32,39;0,0
2030-01-15 22:00:00;327,16;0,0;202,24;0,0;149,3;0,28;0,0;24,66;0,0;0,0;0,0
2030-01-15 23:00:00;327,16;0,0;199,8;0,0;149,3;0,28;0,0;22,22;0,0;0,0;0,0
2030-01-16 00:00:00;327,16;0,0;215,01;0,0;149,3;0,28;0,0;0,0;0,0;37,43;0,0
2030-01-16 01:00:00;327,16;0,0;226,28;0,0;149,3;0,28;0,0;0,0;0,0;48,7;0,0
2030-01-16 02:00:00;327,16;0,0;242,42;0,0;149,3;0,28;0,0;0,0;0,0;64,84;0,0
2030-01-16 03:00:00;327,16;0,0;262,81;0,0;149,3;0,28;0,0;0,0;0,0;85,23;0,0
2030-01-16 04:00:00;327,16;0,0;276,21;0,0;149,3;0,28;0,0;0,0;0,0;98,63;0,0
2030-01-16 05:00:00;327,16;0,0;299,05;0,0;149,3;0,28;0,0;0,0;0,0;121,47;0,0
2030-01-16 06:00:00;327,16;0,0;301,07;0,0;149,3;0,28;0,0;0,0;0,0;123,49;0,0
2030-01-16 07:00:00;327,16;0,0;320,12;0,0;149,3;0,28;0,0;0,0;0,0;142,54;0,0
2030-01-16 08:00:00;327,16;0,0;318,21;0,0;149,3;0,28;0,0;0,0;0,0;140,63;0,0
2030-01-16 09:00:00;327,16;0,0;322,09;0,0;149,3;0,28;0,0;0,0;0,0;144,51;0,0
2030-01-16 10:00:00;327,16;0,0;320,83;0,0;149,3;0,28;0,0;0,0;0,0;143,25;0,0
2030-01-16 11:00:00;327,16;0,0;310,33;0,0;149,3;0,28;0,0;132,75;0,0;0,0;0,0
2030-01-16 12:00:00;327,16;0,0;301,42;0,0;149,3;0,28;0,0;0,0;0,0;123,84;0,0
2030-01-16 13:00:00;327,16;0,0;290,47;0,0;149,3;0,28;0,0;0,0;0,0;112,89;0,0
2030-01-16 14:00:00;327,16;0,0;284,5;0,0;149,3;0,28;0,0;0,0;0,0;106,92;0,0
2030-01-16 15:00:00;327,16;0,0;288,44;0,0;149,3;0,28;0,0;0,0;0,0;110,86;0,0
2030-01-16 16:00:00;327,16;0,0;287,47;0,0;149,3;0,28;0,0;0,0;0,0;109,89;0,0
2030-01-16 17:00:00;327,16;0,0;302,45;0,0;149,3;0,28;0,0;0,0;0,0;124,87;0,0
2030-01-16 18:00:00;327,16;0,0;308,07;0,0;149,3;0,28;0,0;0,0;0,0;130,49;0,0
2030-01-16 19:00:00;327,16;0,0;309,75;0,0;149,3;0,28;0,0;132,17;0,0;0,0;0,0
2030-01-16 20:00:00;327,16;0,0;310,32;0,0;149,3;0,28;0,0;0,0;0,0;132,74;0,0
2030-01-16 21:00:00;327,16;0,0;323,54;0,0;149,3;0,28;0,0;0,0;0,0;145,96;0,0
2030-01-16 22:00:00;327,16;0,0;330,41;0,0;149,3;0,28;0,0;0,0;0,0;152,83;0,0
2030-01-16 23:00:00;327,16;0,0;342,73;0,0;149,3;0,28;0,0;0,0;0,0;165,15;0,0
2030-01-17 00:00:00;327,16;0,0;374,19;0,0;149,3;0,28;0,0;0,0;0,0;196,6;0,0
2030-01-17 01:00:00;327,16;0,0;369,68;0,0;149,3;0,28;0,0;0,0;0,0;192,1;0,0
2030-01-17 02:00:00;327,16;0,0;371,47;0,0;149,3;0,28;0,0;0,0;0,0;193,89;0,0
2030-01-17 03:00:00;327,16;0,0;377,14;0,0;149,3;0,28;0,0;0,0;0,0;199,56;0,0
2030-01-17 04:00:00;327,16;0,0;403,21;0,0;149,3;0,28;0,0;0,0;0,0;225,63;0,0
2030-01-17 05:00:00;327,16;0,0;444,81;0,0;149,3;0,28;0,0;0,0;0,0;267,23;0,0
2030-01-17 06:00:00;327,16;0,0;509,1;0,0;149,3;0,28;0,0;0,0;0,0;331,52;0,0
2030-01-17 07:00:00;327,16;0,0;541,54;0,0;149,3;0,28;0,0;0,0;0,0;363,96;0,0
2030-01-17 08:00:00;327,16;0,0;547,63;0,0;149,3;0,28;0,0;0,0;0,0;370,05;0,0
2030-01-17 09:00:00;327,16;0,0;542,9;0,0;149,3;0,28;0,0;0,0;0,0;365,32;0,0
2030-01-17 10:00:00;327,16;0,0;525,55;0,0;149,3;0,28;0,0;0,0;0,0;347,97;0,0
2030-01-17 11:00:00;327,16;0,0;507,15;0,0;149,3;0,28;0,0;0,0;0,0;329,56;0,0
2030-01-17 12:00:00;327,16;0,0;487,38;0,0;149,3;0,28;0,0;0,0;0,0;309,8;0,0
2030-01-17 13:00:00;327,16;0,0;473,14;0,0;149,3;0,28;0,0;0,0;0,0;295,56;0,0
2030-01-17 14:00:00;327,16;0,0;475,49;0,0;149,3;0,28;0,0;0,0;0,0;297,91;0,0
2030-01-17 15:00:00;327,16;0,0;458,36;0,0;149,3;0,28;0,0;280,78;0,0;0,0;0,0
2030-01-17 16:00:00;327,16;0,0;443,05;0,0;149,3;0,28;0,0;0,0;0,0;265,47;0,0
2030-01-17 17:00:00;327,16;0,0;426,44;0,0;149,3;0,28;0,0;0,0;0,0;248,86;0,0
2030-01-17 18:00:00;327,16;0,0;406,22;0,0;149,3;0,28;0,0;0,0;0,0;228,64;0,0
2030-01-17 19:00:00;327,16;0,0;383,39;0,0;149,3;0,28;0,0;0,0;0,0;205,81;0,0
2030-01-17 20:00:00;327,16;0,0;367,57;0,0;149,3;0,28;0,0;0,0;0,0;189,99;0,0
2030-01-17 21:00:00;327,16;0,0;355,3;0,0;149,3;0,28;0,0;0,0;0,0;177,72;0,0
2030-01-17 22:00:00;327,16;0,0;343,15;0,0;149,3;0,28;0,0;0,0;0,0;165,57;0,0
2030-01-17 23:00:00;327,16;0,0;347,32;0,0;149,3;0,28;0,0;0,0;0,0;169,73;0,0
2030-01-18 00:00:00;327,16;0,0;350,05;0,0;149,3;0,28;0,0;0,0;0,0;172,47;0,0
2030-01-18 01:00:00;327,16;0,0;358,24;0,0;149,3;0,28;0,0;0,0;0,0;180,66;0,0
2030-01-18 02:00:00;327,16;0,0;374,84;0,0;149,3;0,28;0,0;0,0;0,0;197,26;0,0
2030-01-18 03:00:00;327,16;0,0;388,54;0,0;149,3;0,28;0,0;0,0;0,0;210,96;0,0
2030-01-18 04:00:00;327,16;0,0;423,4;0,0;149,3;0,28;0,0;0,0;0,0;245,82;0,0
2030-01-18 05:00:00;327,16;0,0;474,95;0,0;149,3;0,28;0,0;0,0;0,0;297,36;0,0
2030-01-18 06:00:00;327,16;0,0;546,73;0,0;149,3;0,28;0,0;0,0;0,0;369,15;0,0
2030-01-18 07:00:00;327,16;0,0;586,11;0,0;149,3;0,28;0,0;0,0;0,0;408,53;0,0
2030-01-18 08:00:00;327,16;0,0;598,26;0,0;149,3;0,28;0,0;0,0;0,0;420,68;0,0
2030-01-18 09:00:00;327,16;0,0;606,64;0,0;149,3;0,28;0,0;0,0;0,0;429,05;0,0
2030-01-18 10:00:00;327,16;0,0;603,88;0,0;149,3;0,28;0,0;0,0;0,0;426,3;0,0
2030-01-18 11:00:00;327,16;0,0;597,66;0,0;149,3;0,28;0,0;0,0;0,0;420,08;0,0
2030-01-18 12:00:00;327,16;0,0;588,27;0,0;149,3;0,28;0,0;0,0;0,0;410,69;0,0
2030-01-18 13:00:00;327,16;0,0;581,43;0,0;149,3;0,28;0,0;0,0;0,0;403,84;0,0
2030-01-18 14:00:00;327,16;0,0;588,89;0,0;149,3;0,28;0,0;0,0;0,0;411,31;0,0
2030-01-18 15:00:00;327,16;0,0;572,92;0,0;149,3;0,28;0,0;0,0;0,0;395,34;0,0
2030-01-18 16:00:00;327,16;0,0;555,81;0,0;149,3;0,28;0,0;0,0;0,0;378,23;0,0
2030-01-18 17:00:00;327,16;0,0;542,02;0,0;149,3;0,28;0,0;0,0;0,0;364,44;0,0
2030-01-18 18:00:00;327,16;0,0;524,7;0,0;149,3;0,28;0,0;347,12;0,0;0,0;0,0
2030-01-18 19:00:00;327,16;0,0;504,9;0,0;149,3;0,28;0,0;0,0;0,0;327,32;0,0
2030-01-18 20:00:00;327,16;0,0;489,9;0,0;149,3;0,28;0,0;0,0;0,0;312,32;0,0
2030-01-18 21:00:00;327,16;0,0;481,41;0,0;149,3;0,28;0,0;0,0;0,0;303,83;0,0
2030-01-18 22:00:00;327,16;0,0;471,7;0,0;149,3;0,28;0,0;0,0;0,0;294,12;0,0
2030-01-18 23:00:00;327,16;0,0;478,22;0,0;149,3;0,28;0,0;0,0;0,0;300,64;0,0
2030-01-19 00:00:00;327,16;0,0;487,57;0,0;149,3;0,28;0,0;0,0;0,0;309,99;0,0
2030-01-19 01:00:00;327,16;0,0;482,52;0,0;149,3;0,28;0,0;0,0;0,0;304,94;0,0
2030-01-19 02:00:00;327,16;0,0;486,48;0,0;149,3;0,28;0,0;0,0;0,0;308,89;0,0
2030-01-19 03:00:00;327,16;0,0;492,54;0,0;149,3;0,28;0,0;0,0;0,0;314,96;0,0
2030-01-19 04:00:00;327,16;0,0;517,52;0,0;149,3;0,28;0,0;0,0;0,0;339,94;0,0
2030-01-19 05:00:00;327,16;0,0;555,15;0,0;149,3;0,28;0,0;0,0;0,0;377,57;0,0
2030-01-19 06:00:00;327,16;0,0;615,87;0,0;149,3;0,28;0,0;0,0;0,0;438,29;0,0
2030-01-19 07:00:00;327,16;0,0;644,06;0,0;149,3;0,28;0,0;0,0;0,0;466,48;0,0
2030-01-19 08:00:00;327,16;0,0;652,05;0,0;149,3;0,28;0,0;0,0;0,0;474,47;0,0
2030-01-19 09:00:00;327,16;0,0;638,58;0,0;149,3;0,28;0,0;0,0;0,0;461,0;0,0
2030-01-19 10:00:00;327,16;0,0;619,34;0,0;149,3;0,28;0,0;0,0;0,0;441,76;0,0
2030-01-19 11:00:00;327,16;0,0;599,09;0,0;149,3;0,28;0,0;0,0;0,0;421,51;0,0
2030-01-19 12:00:00;327,16;0,0;577,23;0,0;149,3;0,28;0,0;0,0;0,0;399,65;0,0
2030-01-19 13:00:00;327,16;0,0;552,76;0,0;149,3;0,28;0,0;0,0;0,0;375,17;0,0
2030-01-19 14:00:00;327,16;0,0;546,61;0,0;149,3;0,28;0,0;0,0;0,0;369,03;0,0
2030-01-19 15:00:00;327,16;0,0;532,39;0,0;149,3;0,28;0,0;0,0;0,0;354,81;0,0
2030-01-19 16:00:00;327,16;0,0;522,61;0,0;149,3;0,28;0,0;0,0;0,0;345,03;0,0
2030-01-19 17:00:00;327,16;0,0;508,71;0,0;149,3;0,28;0,0;0,0;0,0;331,13;0,0
2030-01-19 18:00:00;327,16;0,0;492,79;0,0;149,3;0,28;0,0;315,21;0,0;0,0;0,0
2030-01-19 19:00:00;327,16;0,0;470,91;0,0;149,3;0,28;0,0;0,0;0,0;293,33;0,0
2030-01-19 20:00:00;327,16;0,0;451,79;0,0;149,3;0,28;0,0;0,0;0,0;274,21;0,0
2030-01-19 21:00:00;327,16;0,0;444,63;0,0;149,3;0,28;0,0;0,0;0,0;267,05;0,0
2030-01-19 22:00:00;327,16;0,0;423,63;0,0;149,3;0,28;0,0;0,0;0,0;246,05;0,0
2030-01-19 23:00:00;327,16;0,0;422,66;0,0;149,3;0,28;0,0;0,0;0,0;245,07;0,0
2030-01-20 00:00:00;327,16;0,0;423,01;0,0;149,3;0,28;0,0;0,0;0,0;245,43;0,0
2030-01-20 01:00:00;327,16;0,0;424,02;0,0;149,3;0,28;0,0;0,0;0,0;246,44;0,0
2030-01-20 02:00:00;327,16;0,0;433,43;0,0;149,3;0,28;0,0;0,0;0,0;255,85;0,0
2030-01-20 03:00:00;327,16;0,0;443,32;0,0;149,3;0,28;0,0;0,0;0,0;265,73;0,0
2030-01-20 04:00:00;327,16;0,0;472,29;0,0;149,3;0,28;0,0;0,0;0,0;294,7;0,0
2030-01-20 05:00:00;327,16;0,0;514,73;0,0;149,3;0,28;0,0;0,0;0,0;337,15;0,0
2030-01-20 06:00:00;327,16;0,0;578,95;0,0;149,3;0,28;0,0;0,0;0,0;401,37;0,0
2030-01-20 07:00:00;327,16;0,0;609,94;0,0;149,3;0,28;0,0;0,0;0,0;432,36;0,0
2030-01-20 08:00:00;327,16;0,0;620,66;0,0;149,3;0,28;0,0;0,0;0,0;443,08;0,0
2030-01-20 09:00:00;327,16;0,0;609,17;0,0;149,3;0,28;0,0;0,0;0,0;431,59;0,0
2030-01-20 10:00:00;327,16;0,0;601,24;0,0;149,3;0,28;0,0;0,0;0,0;423,66;0,0
2030-01-20 11:00:00;327,16;0,0;583,29;0,0;149,3;0,28;0,0;0,0;0,0;405,7;0,0
2030-01-20 12:00:00;327,16;0,0;560,49;0,0;149,3;0,28;0,0;0,0;0,0;382,91;0,0
2030-01-20 13:00:00;327,16;0,0;533,21;0,0;149,3;0,28;0,0;0,0;0,0;355,63;0,0
2030-01-20 14:00:00;327,16;0,0;529,97;0,0;149,3;0,28;0,0;0,0;0,0;352,39;0,0
2030-01-20 15:00:00;327,16;0,0;517,68;0,0;149,3;0,28;0,0;0,0;0,0;340,1;0,0
2030-01-20 16:00:00;327,16;0,0;508,17;0,0;149,3;0,28;0,0;0,0;0,0;330,59;0,0
2030-01-20 17:00:00;327,16;0,0;497,84;0,0;149,3;0,28;0,0;0,0;0,0;320,26;0,0
2030-01-20 18:00:00;327,16;0,0;485,71;0,0;149,3;0,28;0,0;308,13;0,0;0,0;0,0
2030-01-20 19:00:00;327,16;0,0;467,82;0,0;149,3;0,28;0,0;0,0;0,0;290,24;0,0
2030-01-20 20:00:00;327,16;0,0;452,12;0,0;149,3;0,28;0,0;0,0;0,0;274,54;0,0
2030-01-20 21:00:00;327,16;0,0;449,08;0,0;149,3;0,28;0,0;0,0;0,0;271,5;0,0
2030-01-20 22:00:00;327,16;0,0;432,32;0,0;149,3;0,28;0,0;0,0;0,0;254,74;0,0
2030-01-20 23:00:00;327,16;0,0;434,95;0,0;149,3;0,28;0,0;0,0;0,0;257,37;0,0
2030-01-21 00:00:00;327,16;0,0;430,76;0,0;149,3;0,28;0,0;0,0;0,0;253,18;0,0
2030-01-21 01:00:00;327,16;0,0;433,65;0,0;149,3;0,28;0,0;0,0;0,0;256,06;0,0
