,demand,capex,pv_flh,wind_flh,co2,import_electricity_price,import_price,RES
243,1.1,1.0666666666666667,1.2,1.2,0.9666666666666668,1.1,1.0666666666666667,21366.146695773292
244,1.1,1.0666666666666667,1.2,0.9333333333333333,0.9666666666666668,1.1,1.0666666666666667,23474.742152058257
245,1.1,1.0666666666666667,1.2,0.9333333333333333,0.9666666666666668,0.7,1.0666666666666667,22964.135218270563
246,1.1,1.0666666666666667,0.9333333333333333,0.9333333333333333,0.9666666666666668,0.7,1.0666666666666667,25206.1875588947
247,0.9,1.0666666666666667,0.9333333333333333,0.9333333333333333,0.9666666666666668,0.7,1.0666666666666667,18051.125798554403
248,1.2,1.2,1.0666666666666667,0.9333333333333333,1.3,1.3,0.9333333333333333,25780.532437745846
249,1.2,1.2,0.8,0.9333333333333333,1.3,1.3,0.9333333333333333,28104.0
250,1.2,0.9333333333333333,0.8,0.9333333333333333,1.3,1.3,0.9333333333333333,29368.693900764632
251,1.2,0.9333333333333333,0.8,0.9333333333333333,1.3,0.9,0.9333333333333333,28104.0
252,1.2,0.9333333333333333,0.8,1.2,1.3,0.9,0.9333333333333333,26034.963076011194
253,1.0,0.9333333333333333,0.8,1.2,1.3,0.9,0.9333333333333333,18610.296041156198
254,1.0,0.9333333333333333,0.8,1.2,0.9666666666666668,0.9,0.9333333333333333,18610.296041156198
255,1.0,0.9333333333333333,0.8,1.2,0.9666666666666668,0.9,1.2,20743.73155242257
256,1.0,0.8,1.2,1.0666666666666667,0.9666666666666668,0.7,0.8,19991.076615436803
257,1.0,1.0666666666666667,1.2,1.0666666666666667,0.9666666666666668,0.7,0.8,18099.307272463804
258,1.0,1.0666666666666667,1.2,1.0666666666666667,1.3,0.7,0.8,18099.307272463804
259,1.0,1.0666666666666667,1.2,0.8,1.3,0.7,0.8,22182.00381033501
260,1.2,1.0666666666666667,1.2,0.8,1.3,0.7,0.8,28062.480635185053
261,1.2,1.0666666666666667,1.2,0.8,1.3,0.7,1.0666666666666667,28104.0
262,1.2,1.0666666666666667,0.9333333333333333,0.8,1.3,0.7,1.0666666666666667,28104.0
